"x","pmf_x"
3,0.0015
45,0.0137
75,0.0304
78,7e-04
85,0.0012
90,0.0188
91,0.01
93,2e-04
105,0.013
108,0.0032
131,0.0015
155,0.0104
159,7e-04
169,0.0053
178,0.1241
180,0.032
188,0.0388
225,0.0323
237,0.0019
239,0.0042
240,0.0419
254,0.0015
274,7e-04
277,0.001
292,0.0118
323,4e-04
341,0
348,0.0077
353,4e-04
370,0.0045
371,0.0308
376,0
389,0.0139
390,0.0158
413,0.0155
425,0.0274
432,0.0141
449,0.0041
480,0.0172
494,0.0183
531,0.019
569,1e-04
606,0.0141
614,4e-04
631,0
642,0.0586
645,9e-04
653,0
667,0.0017
689,0.002
706,0.0073
708,0.0105
710,0.0013
741,1e-04
752,0.0143
772,0.0032
774,0
776,0.1106
781,0.0027
788,2e-04
813,5e-04
824,0
825,2e-04
828,0.0047
850,0.0011
864,0.0109
865,4e-04
866,0.0067
869,0.0013
881,0.0049
892,0.0036
904,0.0608
913,2e-04
922,4e-04
923,3e-04
931,0.043
952,0
955,0.0213
969,0.0012
971,0.0026
982,0.0047
992,0.0133
