"x","theotherone"
0.10945,0.73267
0.21577,0.21785
-0.96692,0.30376
0.2462,-0.13947
1.19752,0.94807
0.0311,1.43577
0.39026,0.13557
-1.79518,-0.82525
0.2061,-0.98922
0.25431,0.45617
-0.66783,0.19837
-0.55754,-0.74194
-0.02766,1.61916
-0.20489,0.10073
-0.8905,-0.21291
-0.37397,-0.75938
-1.65532,0.60884
-0.78854,0.0051
-1.33532,-0.12571
0.21529,-0.96137
-0.10659,0.34858
-0.67377,0.49867
1.1585,-0.60338
0.82884,1.56912
-0.44626,0.31697
-2.43841,-0.39736
-1.09025,0.55356
0.65791,1.24668
-1.22309,0.00922
2.37248,-2.10132
0.22491,-0.53976
0.30494,3.56517
0.13459,-0.4838
0.12414,-0.44061
1.72777,0.86952
1.35914,-0.90365
-0.57193,0.44997
-0.58102,0.22589
-0.44135,-1.72689
-1.604,-0.71209
-0.00241,0.08821
0.38839,-1.18925
1.23386,1.60843
-0.9529,-0.01719
0.68049,1.42592
1.84009,-0.51551
0.08319,0.3323
0.49707,0.18857
0.43304,-1.03102
-0.17371,0.80878
-0.63171,-0.03457
-1.35245,0.51209
0.41929,-0.87893
0.84554,1.18413
0.52713,-0.14507
0.28423,0.23969
1.01153,0.40298
-0.44999,-0.38715
-0.27035,0.71401
0.48429,-0.90932
0.31735,-0.78509
0.2876,-0.10935
0.52943,-0.05379
-0.32003,-1.60133
-1.34838,-0.40314
-0.75366,0.83404
0.49471,-0.45274
-0.04649,-0.47604
0.05044,1.4214
1.16214,-1.07311
0.66391,0.16882
0.53685,1.09587
1.3476,1.29568
-0.01314,-1.3117
-0.66793,0.54004
-2.1998,-0.2688
-1.1238,-1.28006
0.68915,1.69569
-1.05474,-0.55097
0.91335,0.63371
0.46537,-0.98373
-1.47986,-0.40396
0.18709,0.15159
0.61837,-0.94551
1.1585,0.59283
-0.35076,-0.40842
1.63526,-0.65713
-0.21399,-0.44226
0.12045,-2.00631
0.11316,0.36554
-1.15183,0.33981
1.25387,-0.45964
0.00509,-0.42691
-0.00578,0.34251
-0.16702,1.25523
-0.31386,-0.83274
-1.12969,-0.22101
-0.55625,0.64661
1.08471,1.15819
0.70859,0.03833
1.15836,0.8826
-1.21542,-0.28727
0.45938,1.66007
0.26017,-1.5016
0.57464,-0.19854
0.08677,-1.214
0.24398,0.40604
-0.3582,-0.1529
0.31593,-1.03989
0.47223,-0.61784
-0.15058,-1.0784
-0.0113,-1.16905
0.38728,0.54785
-0.68589,2.03603
-1.34142,0.13781
-1.77248,0.01511
0.52514,0.54016
-0.15674,-0.89699
2.19004,-1.49926
0.19477,-0.95361
-0.64925,-0.0411
0.04661,0.7552
-0.18158,1.36601
-0.688,1.29829
0.06614,-0.51561
-1.35993,0.5376
-0.53363,-0.86013
-0.49197,-0.73106
-0.69999,1.04896
-0.84346,-1.10187
-0.71388,0.59056
1.76352,-1.97577
-0.32632,-0.82242
-0.23671,-1.60853
-0.17369,-0.08051
-2.48763,0.2484
2.35062,1.35576
0.94828,0.87396
0.73578,-1.2802
-0.99529,1.52658
-0.44151,-2.10127
1.45957,-0.13229
-2.2485,-2.22261
0.1726,1.12165
-0.50737,-0.77591
0.4884,-0.16921
-0.11112,-1.24466
0.91816,1.91388
-0.17816,-0.03125
4.63365,-5.62076
-2.46558,0.79659
0.21976,0.57377
-0.66567,-0.78666
2.11652,-0.7075
-0.32326,-0.11703
0.20474,-0.62008
-0.99604,0.19131
0.09042,2.25351
0.52031,-0.89813
-0.41538,-0.01552
0.8242,1.06989
-0.41814,-1.18756
1.67334,-1.24157
0.24013,-1.7178
0.81386,1.35753
-0.03343,0.37507
0.53332,0.95479
-1.63789,0.87407
-0.04247,0.59505
-1.36113,-0.3966
-0.89741,-1.69056
1.75458,-0.75571
-1.6136,-0.15402
-1.1249,1.62907
-0.18493,-1.04029
-1.75107,-0.11668
-1.40099,0.10048
1.97873,0.74854
-2.75975,0.12084
