"amaflix","netazon"
71.06,70.95
73.8,66.38
70.43,71.67
65.29,79.41
69.66,72.66
73.7,66.53
67.44,76.4
69.48,73.17
68.63,74.17
66.96,76.93
75.33,64.11
70.18,71.96
72.04,69.21
70.26,71.98
66.61,77.8
68.11,75.08
74.21,65.78
71.29,70.23
67.65,75.98
72.78,68.09
67.43,76.4
66.54,77.65
65.56,79.16
64.84,80.22
68.13,75.01
67.58,76
68.21,75.15
72.58,68.6
77.77,60.09
70.47,71.37
64.47,80.77
65.98,78.51
67.87,75.82
69.3,73.43
70.66,71.16
70.19,72.12
73.54,66.88
72.7,68.09
70.71,71.26
72.01,69.37
67.57,76.38
67.75,75.75
67.35,76.21
71.03,70.74
69.97,72.43
66.99,77.05
69.09,73.76
68.37,74.99
66.06,78.07
68.75,73.94
71.36,69.91
70.5,71.47
71.95,69.25
72.78,67.84
68.18,74.93
69.73,72.45
73.13,67.76
74.02,66.51
68.07,75.07
67.93,75.59
63.73,81.87
65.83,78.59
75.07,64.44
70.5,71.67
72.41,68.79
72.14,69.02
69.67,72.58
65.59,79.01
64.25,81.25
75.48,63.83
67.69,75.96
73.35,67.34
73.53,66.9
70.76,70.95
68.93,73.59
69.18,73.66
64.42,80.83
67.64,76.1
70.56,71.33
71.22,70.32
68.26,74.71
65.67,79.09
70.22,71.87
65.43,79.67
74.86,64.72
73.67,66.55
71.96,69.24
72.57,68.38
68.52,74.74
67.86,75.74
72.38,68.64
68.54,74.37
65.38,79.48
74.89,64.76
70.57,71.41
71.47,70.13
68.74,74.44
71.25,70.33
68.22,74.96
70.58,71.67
68.33,75.02
64.84,80.23
68.08,75.29
65.89,78.3
61.52,85.4
69.27,73.46
66.93,77.2
69.76,72.4
66.56,77.37
69.88,72.55
67.43,76.32
67.04,77.01
71.82,69.66
70.27,71.64
67.68,75.64
67.33,76.33
74.28,65.7
74.1,66.05
71.19,70.19
63.02,83.13
66.33,78
69.51,72.79
70.79,71.07
72.79,68
72.13,69.14
75.19,64.29
69.66,72.84
73.66,66.64
69.42,73.14
69.98,72.35
70.5,71.42
70.21,72.05
71.74,69.53
69.29,73.6
74.06,65.71
68.24,75.16
69.98,72.46
70.14,71.96
64.73,80.35
69.53,73.05
67.43,76.33
70.38,71.72
64.65,80.62
66.36,78.06
68.62,74.36
70.87,70.99
63.51,82.16
73.78,66.56
68.37,75.05
70.76,71.13
66.23,78.11
71.13,70.4
65.98,78.33
71.38,69.98
69.19,73.53
69.36,73.3
75.32,63.82
68.6,74.51
72.13,69.09
66.61,77.31
64.32,80.95
69.81,72.63
65.66,78.79
68.34,74.87
68.24,74.96
68.71,74.08
67.53,75.93
73.89,66.57
66.93,76.98
67.66,75.93
70.72,71.22
63.62,82.18
67.54,76.21
74.42,65.66
69.67,73.01
72.53,68.58
73.85,66.42
67.48,76.16
68.99,73.95
68.94,74.06
67.1,76.8
70.03,72.15
67.29,76.46
73.72,66.59
65.71,78.95
72.87,67.84
68.01,75.01
73.82,66.5
67.76,75.61
66.98,77.09
70.1,72.05
73.49,66.78
66.34,78.04
65,79.76
71.94,69.29
69.82,72.46
67.35,76.53
66.08,78.22
72.56,68.22
68.45,74.44
73.15,67.43
66.57,77.65
65.48,79
70.18,72.19
68.92,73.94
72.83,67.89
75.86,63.25
69.04,73.67
67.12,76.85
70.47,71.63
69.64,72.8
67.4,76.19
69.07,73.88
68.45,74.98
72.48,68.32
69.82,72.37
73.33,67.19
73.34,67.15
68.09,75.18
73.14,67.54
65.44,79.29
71.1,70.37
70.91,70.94
73.18,67.18
68.62,74.2
71.93,69.24
67.97,75.43
71.73,69.77
67.95,75.35
71.43,70.3
71.99,69.22
63.17,82.91
64.81,80.24
72.08,69.26
72.69,68.26
66.76,77.06
68.76,74.12
72.06,69.16
68.65,74.22
68.86,74.05
70.47,71.55
68.11,74.82
65.02,79.95
69.76,72.78
68.1,75.07
62.29,84.25
68.97,73.95
71.97,69
66.49,77.68
68.96,74.11
68.37,74.83
68.44,74.67
72.32,68.93
66.72,77.34
67.87,75.76
