"amaflix","netazon"
65.82,25.74
67.41,26.15
66.75,25.86
67.06,26.04
66.69,25.8
65.2,25.36
66.79,25.92
64.78,25.66
66.85,26.05
64.93,25.26
68.25,26.28
65.96,25.86
64.87,25
68.9,26.52
65.84,25.69
66.65,25.94
65.47,25.41
64.84,25.18
63.48,24.9
64.33,25.53
65.56,25.73
65.24,25.35
66.51,25.77
67.4,25.96
67.77,26.24
67.02,26.08
66.88,26.08
65.9,25.44
67.42,26.47
66.85,25.64
68.08,25.95
66.2,25.61
68.16,26.31
64.74,25
65.33,25.25
65.84,25.8
66.33,25.75
69.14,26.61
67.48,26.29
61.88,24.33
65.23,25.69
65.21,25.71
64.36,25.09
68.31,26.43
65.34,25.4
66.34,25.57
65.51,25.56
64.28,24.96
69.54,26.76
65.79,25.65
64.84,25.36
67.45,26.14
67.07,25.73
66.32,25.68
63.97,25.15
64.6,25.22
64.78,24.99
64.59,25.27
67.43,26.12
62.15,24.18
64.98,25.36
66.31,25.73
65.24,25.39
64.65,25.54
67.18,25.98
66.41,25.8
65.01,25.37
67.14,25.99
66.87,26.12
68.94,26.81
65.13,25.44
65.14,25.61
65.2,25.53
67.36,25.85
65.19,25.11
65.1,25.28
65.51,25.32
67.16,25.95
66.88,26.01
64.69,25.13
63.84,24.98
65.49,25.53
66.61,25.85
65.61,25.22
67.7,26.46
66.84,25.84
67.76,26.37
70.1,27.03
64.45,25.25
66.27,25.72
65.32,25.31
66.52,25.7
64.71,25.42
66.03,25.57
66.51,26.24
65.63,25.57
67.58,26.07
66.25,25.77
65.79,25.66
67.99,26.28
66.9,25.9
64.18,24.95
66.1,25.58
66.73,26.21
67.24,26.09
68.2,26.38
63.68,24.61
63.76,25
65.74,25.66
65.35,25.4
65.02,25.07
65.36,25.43
66.14,25.69
67.46,26.19
66.53,25.65
69.03,26.76
63.58,24.76
64.71,25.42
64.29,24.98
68.02,26.53
65.78,25.57
65.55,25.65
66.41,25.89
65.88,25.41
65.68,25.49
66.99,26.26
68.3,26.44
65.12,25.51
63.41,24.92
68.29,26.29
65.78,25.79
67.15,26.25
65.74,25.52
66.94,26.2
68.92,26.4
65.06,25.2
67.84,26.25
64.46,25.13
66.09,25.37
64.41,25.33
67.56,25.79
65.53,25.42
65.65,25.57
65.7,25.71
66.07,25.63
66.24,25.56
64.07,25.02
66.75,26.03
66.89,26.21
66.45,25.93
65.92,25.63
64.69,25.31
65.65,25.59
66.71,25.94
67.75,26.26
66.24,25.67
66.59,25.72
66.94,25.79
64.63,25.09
64.37,25.04
65.06,25.5
65.97,25.56
67.76,26.31
64.91,25.31
64.38,25.07
66.5,25.84
66.59,26.1
67.47,26.16
66.5,25.92
64.91,25
66.74,25.73
68.28,26.62
63.39,24.69
67.33,26.01
65.88,25.5
67.68,26.18
67.98,26.14
68.99,26.45
68.69,26.71
64.98,25.47
64.97,25.44
67.23,26.14
68.5,26.39
70.06,27.15
65.02,25.2
65.88,25.65
67.29,26.01
67.59,26.03
65.22,25.14
67.1,26.19
65.36,25.08
67.06,25.81
66.46,25.8
65.91,25.69
67,25.78
67.39,26
65.56,25.55
68.08,26.52
65.52,25.57
66.02,25.65
65.67,25.55
63.14,24.96
68.19,26.53
66.94,26.25
65.86,25.66
68.02,25.86
68,26.17
69.38,26.52
66.81,25.95
69.33,26.8
63.13,24.57
66.92,25.73
66.06,25.71
65.6,25.52
62.56,24.46
66.58,25.9
66.58,26
65.92,25.41
63.95,25.17
65.74,25.63
66.8,26.11
65.02,25.25
70.26,27.16
66.6,25.87
65.48,25.47
66.17,26.04
67.83,26.21
64.58,25.06
67.9,26.12
65.46,25.1
66.1,25.74
66.51,26.02
65.34,25.57
65.24,25.46
65.88,25.8
66.5,25.92
62.67,24.44
65.08,25.52
68.62,26.45
68.72,26.71
65.86,25.76
64.35,25.31
64.94,25.49
68.51,26.66
67.46,26.06
66.84,25.88
67.25,26.11
65.38,25.51
64.63,25.41
66.72,25.85
66.14,25.77
65.08,25.45
68.77,26.55
66.43,25.87
67.5,25.99
63.87,24.78
65.9,25.56
67.07,26.11
65.07,25.26
65.49,25.19
65.8,25.68
66.53,25.65
62.36,24.75
64.36,25.38
67.68,26.19
66.39,25.63
63.82,24.92
65.98,25.86
65.29,25.5
68.85,26.58
66.93,26.08
67.07,25.8
67.28,26.06
