"x","pmf_x"
1,0
18,1e-04
51,0.027
54,0.0013
60,0.0094
75,0.0313
78,0.0013
91,4e-04
119,0.0136
126,0.0047
128,0.0088
160,0.0086
165,0.0253
167,0.0032
168,8e-04
178,0.0017
185,0.0106
194,7e-04
201,0.0014
214,2e-04
223,0.0159
231,0.0034
240,0.0025
248,0.0103
252,0.0507
258,0.0165
274,1e-04
275,0.0338
281,0.0071
292,0.0079
304,0.0155
316,0.0039
369,0.0072
388,0
407,0.0017
410,0.0074
413,7e-04
426,0.0014
442,0.0055
450,0.0196
470,7e-04
476,0.028
479,0.0198
496,5e-04
500,0.0718
503,0
514,0.0667
518,8e-04
537,0.0231
538,0.0013
557,0.0031
574,0
575,4e-04
577,0.0107
584,2e-04
615,1e-04
624,6e-04
627,0.0073
630,2e-04
632,0.0258
637,2e-04
651,0.0149
680,1e-04
695,2e-04
707,0.0018
709,0.0108
713,0.0394
728,0.0076
737,0.0163
739,0.0031
770,0.0121
771,0.0074
775,0.0383
779,0.0204
786,0.0304
795,3e-04
797,0.0082
804,0.0215
816,0.0019
829,0.0084
845,0.0022
846,0.0126
852,0.0071
859,1e-04
869,0
882,0.0092
903,0.0148
913,7e-04
914,6e-04
922,0.0189
942,0.0493
973,0.0066
980,0.0048
981,0.0052
988,0
992,3e-04
997,0.0017
