"amaflix","netazon"
65.19,54.35
62.3,52.54
70.86,59.02
66.67,56.12
68.91,57.59
59.06,49.74
64.09,53.4
66.86,56.22
71.16,59.25
70.44,58.39
71.85,60.4
63.57,53.52
63.29,53.35
69.41,58.25
67.76,56.34
67.67,56.16
67.98,57.16
64.13,54.17
70.75,58.68
64.97,54.86
70.05,58.37
65.84,54.75
66.3,55.9
66.63,55.43
70.01,57.45
67.51,56.38
72.72,60.59
71.06,58.88
68.38,57.91
62.93,53.06
70.86,59.45
64.3,53.91
66.6,55.46
60.83,50.94
72.88,61.6
62.43,51.71
60.56,50.91
66.71,55.59
68.55,57.09
64.06,54.16
69.5,57.97
64.36,54.49
71.75,60.31
71.03,59.2
66.14,55.88
73.21,61.06
73.69,61.33
69.52,58.43
65.2,54.21
63.33,52.92
67.09,56.12
69.51,57.88
64.77,54.18
66.83,55.92
67.3,56.43
62.83,52.71
69.47,58.03
63.39,53.34
73.31,60.96
68.76,57.9
64.13,53.73
68.51,57.08
69.99,58.08
68.28,56.59
71.01,58.86
56.82,48.32
60.18,50.33
71.31,59.76
63,52.77
66.72,55.81
64.99,54.39
66.18,55.36
71.97,60.13
69.91,58.58
73.5,60.34
66.07,56.07
72.41,60.83
68.2,56.72
68.19,57.36
70.58,58.63
77.29,63.96
64.33,53.87
61.51,52.11
68.12,57.09
71.87,59.3
65.97,56.2
65.69,54.93
72.78,61.11
66.02,54.32
67.37,57.06
67.21,56.3
62.87,53.41
67.83,56.67
68.96,57.4
66.49,55.57
67.24,56.94
65.93,55.76
70.5,59.4
65.83,55.36
67.68,57.15
72.21,59.99
59.95,50.45
70.52,59.18
71.01,58.93
69.66,58.79
66.06,55.48
71.61,59.33
63.87,53.87
69.16,57.76
68.45,56.97
70.61,58.67
60.4,50.71
69.15,57.99
69.41,58.12
68.09,56.82
65.61,55.24
65.17,55.15
71.99,59.41
67.53,56.31
65.5,54.02
64.27,54.12
67.13,57.01
65.61,55.03
65.92,55.23
66.99,55.85
67.18,56.62
65.55,54.83
65.62,54.97
61.98,52.07
65.54,54.52
65.29,53.97
64.9,54.97
69.98,58.32
63.82,53.62
69.08,57.85
73.46,61.45
66.1,54.88
69.1,57.64
68.7,56.39
67,56.23
59.26,50.71
73.3,61.49
63.75,54.08
60.78,51.79
65.38,54.93
63.8,53.24
72.18,59.8
65.98,54.81
69.68,58.49
68.67,57.54
72.66,60.29
64.25,54.11
74.49,61.9
69.19,58.33
64.67,54.44
67.51,56.96
60.52,50.78
64.31,54.23
66.57,55.3
69.75,58.11
71.77,59.45
69.18,57.73
66.65,55.73
72.65,60.4
62.93,53.07
60.83,50.88
71.79,60.06
63.63,53.44
69.02,57.19
74.34,61.72
69.16,57.73
66.47,56.36
57.81,49.16
67.38,56.33
62.45,51.92
71.91,60.13
64.64,53.73
64.7,54.08
66.85,56.39
70.76,59
67.19,56.49
68.26,57.09
67.35,56.6
64.9,54.28
64.75,54.48
75.18,62.19
60.55,50.88
70.12,59.04
69.92,57.67
66.14,55.93
58.93,49.37
64.99,54.34
67.57,55.97
65.03,53.66
71.28,59.44
73.95,61.08
66.53,54.8
66.27,55.7
61.15,50.94
68.27,56.57
64.77,54.8
70.88,59.03
66.68,55.61
74.47,60.76
71.43,59.79
76.02,63.06
64.05,53.85
69.74,58.15
71.1,59.19
69.54,57.98
70.24,58.31
73.75,61.13
59.26,50.19
66.38,55.85
71.75,59.79
65.32,55.16
65.45,54.39
63.44,52.59
57.02,48.26
65.1,54.66
68.73,57.1
75.12,62.22
62.98,52.58
69.1,58.08
70.09,58.44
66.49,55.73
67.94,56.99
70.44,58.27
68.7,56.52
66.76,55.69
73.45,61.32
70.67,59.4
67.9,57.03
70.96,59.62
69.64,58.02
68.74,57.59
65.29,54.6
72.18,60.29
71.06,59.39
63.51,53.17
66.35,55.56
61.3,51
69.91,58.05
66.64,56.11
68.73,57.19
64.7,53.95
60.42,50.47
68.67,57.56
64.57,54.06
73.38,60.89
63.09,52.57
67.25,55.74
71.29,59.69
61.83,51.99
