"x","pmf_x"
10,7e-04
17,0.013
23,0.0477
34,0.0015
47,1e-04
52,0.0011
73,0.0077
78,3e-04
79,0.0023
80,0.0222
88,0.0052
89,0.0014
93,0.0035
125,0.0102
131,0.0137
133,0.0041
146,0.0142
166,4e-04
203,0.0065
207,0.0259
208,0.008
209,0.0088
210,0.0018
211,0.0194
221,0.0011
222,0.0107
223,0.0114
234,2e-04
263,8e-04
275,0.0046
282,7e-04
288,0.0173
293,0.0015
296,0.0024
299,0.0017
300,0.0083
301,0.0442
317,0.0023
323,0.0069
326,0.0065
328,0.0063
341,0.0076
347,0.0023
371,0
383,0.0054
385,1e-04
392,0.001
396,7e-04
397,0.0149
404,0.057
432,0.0031
453,0.0051
465,0.0026
485,0.0039
507,0.0192
514,0.0053
518,0.0015
519,0.0176
525,8e-04
528,0.0034
538,0.0018
562,9e-04
572,0.0107
580,0.0343
605,0.0202
609,0.0013
615,0
621,0.0021
625,0.0036
630,0.0105
636,0.0079
637,0.0037
646,0.0173
647,3e-04
674,0.0223
682,0.0011
701,0.0078
703,0.0202
706,0.0347
709,0.0065
737,0.0018
751,0.0058
756,0.0294
758,0.0164
773,3e-04
787,0.0049
805,0.0389
806,0.0027
848,0.0057
850,0
859,5e-04
895,4e-04
908,0.0308
915,0.0071
916,0.0198
923,0.0469
925,0.0012
926,8e-04
933,0.0088
937,4e-04
960,0.0023
980,0.002
982,0.0601
988,0.0077
