"amaflix","netazon"
72.66,15.2
43.69,123.84
88.55,42.11
52.61,89.83
47.03,110.99
65.46,42.4
74.9,8.42
65.59,42.34
86.02,34.31
63.96,47.84
59.3,63.79
66.18,40.3
55.06,79.51
40.04,137.76
59.47,64.69
79.08,6.75
53.64,85.85
63.59,48.44
89.75,48.81
39.95,137.61
83.63,23.71
63.18,51.32
58.45,69.33
48.31,106.85
59.78,63.48
60.31,61.78
61.84,55.02
56.82,74.06
61.78,56.81
60.23,60.97
60.19,62.98
57.01,74.33
43.53,122.87
50.4,99.68
33.23,162.77
77.01,0.26
26.5,187.02
65.46,42.56
72.8,14.88
54.06,84.93
83.78,25.07
40.26,136.02
66.29,40.49
60.74,61.05
51.02,95.77
59.21,65.11
69.52,27.59
45.63,115.77
51.86,92.24
76.14,2.72
55.66,77.48
61.37,56.89
60.6,60.38
55.19,80.3
42.04,129.24
66.91,36.95
62.6,54
56.2,77.09
73.87,10.64
49.47,102.49
61.3,57.2
39.57,138.21
77.98,5.16
55.57,78.48
58.63,66.56
37.64,143.58
52.33,91.67
74.81,7.49
45,118.27
68.27,32.48
36.76,148.88
51.59,93.75
28,181.1
43.54,123.37
45.01,119.34
51.22,95.7
28.6,178.26
46.11,113.6
44.12,121.63
72.34,17.77
56.46,75
40.87,134.13
54.38,82.89
61.87,55.42
63.4,51.44
70.34,24.47
57.62,71.52
56.92,73.61
62.82,50.86
46.38,113.74
56.14,76.52
73.88,10.63
70.81,22.28
82.41,21.22
80.85,14.78
42.4,127.84
57.61,70.59
60.94,59.3
67.08,36.44
38.86,141.43
42.11,127.91
70.46,24.06
85.6,32.46
80.66,12.86
58.57,68.21
37.92,145.48
78.78,7.25
32.43,165.22
88.25,42.3
63.98,48.29
57.4,71.94
79.52,9.42
56.33,76.18
65.02,43.83
29.08,178.58
58.21,69.69
46.49,112.69
62.87,53.61
69.75,27.1
72.1,18.48
53.78,87.47
80.09,11.2
76.5,0.88
66.84,36.79
24.76,194.21
27.02,185.74
60.75,60.18
61.05,58.78
33.29,162.49
71.35,20.73
52.67,89.57
74.94,6.46
57.1,71.57
71.73,19.08
68.7,30.23
50.03,99.49
60.73,58.92
56.3,77.66
63.75,49.18
75.69,4.13
72.26,16.8
62.06,54.28
53.9,85.83
59.46,64.38
70.62,23.16
60.37,62.84
46,114.72
76.08,4.12
64.64,45.38
54.93,80.07
65.92,41.39
87.01,38.16
42.76,127.83
96.03,71.97
59.73,62.99
36.31,150.9
34.01,159.64
58.58,67.89
50.58,97.71
96.06,70.84
49.02,103.72
73.7,11.27
63.02,52.12
55.56,79.75
25.36,190.87
55.91,78.78
52.57,90.4
68.72,30.32
65.02,44.36
67.05,36.09
56,78.22
55,80.74
58.95,65.08
54.5,83.12
55.53,80.4
59.24,65.57
70.17,24.59
56.41,74.95
79.5,8.45
44.76,118.25
44.45,119.72
77.26,2.32
44.26,120.44
42.69,127.86
56.26,77.32
67.15,35.02
42.18,128.58
68.15,33.45
46.89,111.06
94.48,64.25
75.35,6.43
74.03,11.49
39.26,140.49
33.63,159.59
65.1,42.53
61.46,56.51
56.75,73.88
48.65,105.14
76.02,2.45
64.45,46.37
46.19,113.68
35.5,152.13
57.95,70.53
58.13,69.25
54.04,84.01
77.85,4.75
47.45,109.8
74.5,9.42
49.65,101.08
40.52,135.5
55.35,79.62
71.56,19.78
63.66,49.92
86.28,35.86
51.39,94.69
20.99,207.74
88.36,42.32
65.01,44.38
62.07,56.11
61.89,55.94
79.3,9.04
58.35,69.24
53.08,87.72
55.95,76.61
65.57,42.65
51.75,93.6
59.81,63.78
46.14,115.85
78.59,6.51
71.55,20.36
34.85,156.96
65.13,44.86
63.03,50.23
58.6,68.96
54.88,81.46
56.47,76.15
67.03,36.97
25.14,192.48
38.73,141.72
26.06,188.03
68.04,33.06
100.23,85.82
64.39,46.67
