"x","pmf_x"
6,0.0181
16,4e-04
35,0.0843
40,0.0025
56,0.0032
67,0.029
68,0.0109
74,7e-04
93,0.0128
107,2e-04
118,0.0013
121,0.0396
127,0.0076
137,0.0045
146,0.0482
150,0.0478
168,0.0264
184,0.0037
194,0.0017
203,5e-04
206,2e-04
221,0.0055
232,0.0018
240,0.0103
242,0.0054
260,3e-04
267,0.0092
270,0.0034
275,0.006
306,0.0168
328,0.0015
330,0.0724
341,0.0029
343,0.0172
349,0.0146
360,0.0077
367,0.004
398,8e-04
405,0.0117
419,0.0018
427,1e-04
430,0.0282
448,9e-04
454,0.0408
460,0.0398
464,3e-04
467,0.0014
480,0.0158
485,0.0052
486,0.0012
507,5e-04
514,0.0027
541,3e-04
567,0
579,0.0013
615,0.0145
633,0.0013
638,2e-04
640,9e-04
658,0.0018
662,0.0023
681,0.0097
711,0.0027
724,0.0133
732,0
737,0.0017
742,0.0286
765,0
768,0.0111
775,6e-04
792,0.0061
800,0.0133
812,0.0211
823,0.0017
831,0.0222
833,0.0051
834,0.0078
855,0.0011
857,0.0044
858,0.0033
874,0.0028
893,3e-04
908,4e-04
917,9e-04
918,0.0014
922,0.0284
930,3e-04
941,0.0049
945,0.0826
947,7e-04
974,0.0036
977,0.0074
982,0.0011
985,0.009
996,0.006
