"x","pmf_x"
21,0.0067
27,0.0107
36,0.007
40,3e-04
45,0.0103
58,0.0664
60,0.0117
77,0.0059
79,1e-04
89,5e-04
90,0.0061
97,0.0099
100,0.0252
105,0.0041
114,3e-04
122,2e-04
143,7e-04
154,0.0119
179,0.008
184,0.0038
190,0.0229
194,0.0102
199,0.0262
227,4e-04
250,0.0118
264,0.0037
271,0.0076
276,0
280,0
282,8e-04
288,0.0117
302,0.04
306,0.0162
325,0.012
326,0.042
331,0.0038
338,4e-04
349,0.0048
352,0.0019
364,0
372,0.0017
375,8e-04
376,0.0113
386,0.008
391,0.0186
400,0.0011
402,0.0168
404,0.0014
409,0.0358
419,0.0117
420,0.0025
426,1e-04
435,0.0273
444,0.0222
453,9e-04
456,0.0046
461,0.0057
481,0.0042
482,0.0055
486,0.0082
488,0.0036
489,0.0021
493,0
510,4e-04
512,4e-04
530,0.0122
535,0.0056
536,0.0146
547,0.0019
549,0.0043
550,0.0078
559,0.007
562,4e-04
573,0.0083
583,0
597,0.0219
601,0.0567
618,0.0044
620,0.0024
647,0.0033
649,0.0032
665,0.028
678,4e-04
683,0.0195
712,0.0123
729,0.0013
732,0.0055
742,3e-04
746,0.01
758,0.0074
783,0.0028
784,0.0345
792,0.0122
825,0.0053
850,0.0176
852,0.0047
856,0.0082
866,0.017
888,2e-04
902,0.0022
904,0.0011
913,1e-04
914,0.0011
917,0.0073
925,0.0025
927,0.0026
936,0.0315
960,0.0032
978,0.0061
