"","alpha","beta","gamma","delta","epsilon","zeta","eta","theta","iota"
"1",13.5186299876129,14.7806462793591,13.5186299876129,17.6561533541285,10.4384515057799,9.8131705910933,7.97857556256294,4.18171940604225,12.2632445122773
"2",13.8834651007203,15.7972663811427,13.8834651007203,17.8576246517502,11.4429440376815,12.0136573329493,8.18556555559305,4.19167934916914,11.4394601425093
"3",13.5898290726326,12.8483827265289,13.5898290726326,25.2351883786834,12.309830532664,10.5161830212057,7.23286352665138,1.8079592124559,19.339978402398
"4",12.8032953491562,14.3490526604313,12.8032953491562,12.0782483275271,10.2731365305346,11.6157483447311,7.43038494555343,0.551331748720258,28.7384067166924
"5",13.6595937779286,14.558040497806,13.6595937779286,8.3699867750517,10.2803354157361,11.0626624341656,7.53804864032572,7.0378250000067,17.0533620135587
"6",12.739415372553,13.4643297369203,12.739415372553,11.9166618807667,9.74204143040032,11.2799595671173,7.36070972002032,2.86979224300012,15.365618072285
"7",12.4274944903493,16.5249412570173,12.4274944903493,-1.37972384831437,12.2312538409946,12.799904999605,9.20662501870309,0.860566103365272,20.9445867943832
"8",14.4065584069618,13.637056034415,14.4065584069618,4.01775289358763,11.7199339193551,13.0855503080055,9.80740716057394,0.820107497274876,24.4424037371378
"9",13.5042705078262,14.3419389532019,13.5042705078262,14.202843915417,10.4312921021292,12.8536778216455,8.06516705339571,7.83411798067391,17.959324805852
"10",12.2997190743146,13.7934446339068,12.2997190743146,19.0565113487227,10.2093785886584,12.7116642394324,7.45616614471554,5.90086884563789,12.9383961608363
"11",14.4234234788674,15.5534093926428,14.4234234788674,16.2447566401997,10.7684735604133,9.79382381281426,9.12255636103985,9.6752258320339,30.4082142786869
"12",11.9573418801425,16.3410555548929,11.9573418801425,13.980267195746,9.2874909154795,9.2676398165193,8.39970758881189,7.55447654984891,14.0699482474787
"13",13.0011691946937,14.6820788673563,13.0011691946937,21.4057867459224,9.8727835342079,9.87849717834249,8.59022647540264,3.85375367011875,8.4510923548036
"14",14.0904551661121,16.0983441699579,14.0904551661121,12.0313898285558,10.1638319316432,11.1210503596263,7.97313574770365,0.6120117707178,24.9791467900303
"15",12.0012847525822,13.7279370096967,12.0012847525822,9.18072760181026,10.2460754757351,11.3069266827092,8.0782450790569,4.46784461382776,5.90202199941631
"16",13.5348299922874,13.3249014371122,13.5348299922874,7.68210815776228,10.5902484625876,11.3837335214027,6.8901777660247,1.89750833902508,17.9284562017772
"17",12.8762320483141,13.4369437486895,12.8762320483141,13.6156075324005,10.3658226482818,12.1236726372753,6.81639524836004,5.2334722597152,15.2659725487971
"18",15.1193033079271,16.1680833336271,15.1193033079271,23.3988402636255,8.35367918813021,9.82959757150526,8.98388332155902,2.40874740062281,16.9014207023609
"19",11.486524126076,15.6372921788954,11.486524126076,19.0702658886116,11.3967381038608,12.5921955935436,9.62222541541939,2.83714706543833,13.3782124443175
"20",13.2551948706224,14.7345002313955,13.2551948706224,12.9982058574736,10.7139656571871,9.38135808415194,7.52291107058781,5.20413122139871,9.69419293634985
"21",14.5047414384307,15.5242233381942,14.5047414384307,12.5276985686911,10.3577127162852,11.8298785791588,9.1137064340648,3.66334405262023,10.2988765378145
"22",12.6099195252991,13.6408322159014,12.6099195252991,13.1736880144453,10.0357652708198,8.70242498567486,7.16368164551917,7.68156921025366,17.4341254599128
"23",13.5793581701267,14.8062974685864,13.5793581701267,4.80338034787265,11.0130533451587,12.3911602768098,8.28274277672086,3.16099964082241,12.7537819133808
"24",13.2103558396869,14.7790545402025,13.2103558396869,24.1571977830417,10.6150307210156,11.9478995118907,9.07924423400035,0.289549690205604,30.7823111960923
"25",13.9440427755331,16.243466862488,13.9440427755331,15.7210452087549,8.27255925959957,9.88673762974699,7.68949470211873,9.3068793672137,23.2529338726006
"26",11.1733067663889,14.2926473829236,11.1733067663889,12.9201498219396,10.7100404816024,13.2671660677359,8.29684187708113,8.72943951981142,23.7148921349333
"27",15.8697336036437,13.9066722135779,15.8697336036437,4.42152921156642,9.72339321688676,10.8006794251178,7.56963247527557,7.31870508985594,16.2807665733019
"28",10.6314787817904,12.9998033472029,10.6314787817904,19.5644319573389,8.91763617650719,10.811094261448,8.44500221837425,9.49876760831103,24.5044307353451
"29",12.4096007512734,15.2646827420994,12.4096007512734,12.8767972369556,10.4176509613254,12.084469820376,8.34005884171777,7.22645964007825,16.3285583847464
"30",12.0311310342979,15.7113977581294,12.0311310342979,14.2585214842366,8.45398626157992,11.7777456601091,8.65830404489127,8.66236205212772,28.318643637263
"31",13.1872767704198,14.6836581918694,13.1872767704198,8.39657634781781,12.5650581324997,13.003677141761,7.32201788949203,8.67905108258128,21.7180081005427
"32",14.913719377763,15.6864717630333,14.913719377763,12.5280537302477,10.4435345279852,12.8084781234055,8.74595578013705,0.064199126791209,30.4916612955467
"33",12.3773405620881,13.1147703345864,12.3773405620881,12.541116070376,9.75621183093652,11.4427647716341,7.47791330487489,2.36178962513804,18.3501008458847
"34",11.9358161133323,14.8331975930144,11.9358161133323,7.49767553081861,9.49624137212491,11.5388334080762,9.29386093885265,1.68464438756928,24.4333807341311
"35",12.6577292686189,12.9418441985522,12.6577292686189,12.8225612394699,9.83652039225623,10.9812477774235,8.48955896574095,9.67709748540074,30.9429423588218
"36",12.8986777674331,14.6070182611427,12.8986777674331,3.50243385710426,10.2342220414777,11.9933545117965,8.03305839732233,3.82270427653566,2.22895863761401
"37",13.5783932319954,16.0851949538032,13.5783932319954,20.1400961421344,10.355723143225,12.3786336844652,7.24442222989051,2.94919984648004,13.5149856889909
"38",13.8276480411854,13.8162011900975,13.8276480411854,27.6948395030657,10.2892951637823,10.6864727538494,6.89321031746033,9.08697293605655,28.0511873832566
"39",14.3111752097597,15.2612761092164,14.3111752097597,33.8982817058399,11.5310475065181,11.9971323864043,8.01148200403461,1.21403393568471,26.0071603592034
"40",13.1783597305507,14.8868553775637,13.1783597305507,13.2506002904839,10.4208628534643,12.2837142588065,7.85050661567551,1.24568433500826,27.0954855414282
"41",14.7036697047573,14.2735453048988,14.7036697047573,8.91615165748817,10.9454136444119,12.1788763439668,8.30132279748893,5.77446030685678,5.96729189133339
"42",12.4240836041313,14.1450617721031,12.4240836041313,21.1504995107945,9.68454809957438,10.6314060249704,9.67256230814954,3.20317979669198,10.2098855707724
"43",12.2971205061559,15.4080205237349,12.2971205061559,17.1245356068133,8.89990980631692,12.2109808617172,7.17991168086274,4.3570489063859,16.0862328409879
"44",12.7409918116089,14.7792694715259,12.7409918116089,14.7207073463068,11.5953988961502,11.189464282518,7.45240285935587,8.68054520571604,29.1870819042572
"45",14.9239665148741,15.0995275828626,14.9239665148741,21.4879240468128,12.817902895654,12.2181543586576,7.27655205000321,0.210998354014009,32.6380918182764
"46",12.7837200879106,13.5513805354602,12.7837200879106,24.8841125775624,7.6329889918446,10.0851052995134,9.38593643588697,0.92329534702003,24.6444476794585
"47",11.8582902011649,15.25120199156,11.8582902011649,7.55059402046432,8.26252302704955,11.4783481730099,9.31098000651513,1.48500452749431,17.1361632124288
"48",13.7847897804354,13.5894220228062,13.7847897804354,10.3055600386338,10.3586857939871,10.6952839397007,6.85129039650596,5.6934961094521,11.7792324539776
"49",11.848827941492,15.863830795903,11.848827941492,14.8081506412735,9.41345819886505,11.1672756703885,8.94182052185187,1.77605343749747,26.0571012681937
"50",13.2379573950893,14.6941304351718,13.2379573950893,30.523656017692,9.80179131000683,11.2651077959054,6.85310125700415,4.0174909401685,7.88035847314208
"51",13.7986872486275,16.2192442184899,13.7986872486275,0.427574744082644,10.6770304628084,11.5590808258998,8.10818033500242,1.4312290889211,26.3058517396218
"52",13.1905102563269,14.8352599576256,13.1905102563269,16.804518939363,8.14319734445598,11.6911977400506,8.08888109825426,5.84253565175459,12.0863032225666
"53",12.6708564087276,14.7668048619338,12.6708564087276,21.1052739007786,10.1213068367631,14.7579580747936,7.76348134563506,2.8244798257947,18.3826485461807
"54",13.772447229212,15.0298969643131,13.772447229212,22.1771839606227,9.91185416715781,10.2287927430511,7.3840966098899,1.91346327541396,21.4365236490379
"55",11.5480822312554,16.7335116265032,11.5480822312554,13.7355051808287,10.4472871764148,12.0765223260232,7.63259691967889,8.28278992557898,18.4332368906034
"56",13.9557433904024,13.1583893315124,13.9557433904024,24.0785413237034,9.53226192239686,10.9998502605372,8.33945244475827,0.414106866810471,30.3501262764266
"57",13.4670995341072,13.735581923181,13.4670995341072,11.7026225494612,8.84888769946798,12.0933674518243,9.35802065546354,8.55820704717189,24.6138203171181
"58",12.5337133084151,13.8055891441293,12.5337133084151,26.34734907896,8.69646261431335,9.13566343220592,9.37768917097067,4.70766328508034,11.9712761603966
"59",11.5154322990669,16.2579552614063,11.5154322990669,10.9273926833061,8.36785661194132,10.96173197053,7.93748176639597,8.1466897088103,21.9787323984811
"60",11.9938355917177,15.0849838549131,11.9938355917177,24.6679887512106,12.4296766559557,10.9131954438938,8.34306525283207,5.35060056950897,11.7687628927011
"61",12.54900077248,13.623465922106,12.54900077248,16.4002958338031,9.88644097609441,10.289956543891,7.04536229354433,6.26319211209193,7.09844041278877
"62",13.333059485592,15.4997314839737,13.333059485592,23.4573449100937,11.3082062401763,10.4030838043633,7.59929203660388,9.72014183411375,38.8607748229309
"63",13.5034934715926,15.1966576785672,13.5034934715926,19.1594821326661,8.71577379779222,10.7775663877486,8.18913017036716,6.98990040458739,14.691781741467
"64",13.7597377726003,14.4644261246126,13.7597377726003,19.1718705955655,9.83469994331186,11.1934537463745,8.4020922593996,8.29682395327836,23.3872714500207
"65",11.1713671176586,16.1264701683931,11.1713671176586,18.2288729517998,12.0743149257856,11.6425747351828,7.16950962178386,0.254533342085779,40.7427211023603
"66",13.519739377078,13.8998575837297,13.519739377078,4.43265478144698,9.70512170581866,13.2208749607886,7.03744424392832,4.92888231528923,5.26250574390299
"67",12.1590420244249,13.4218413605243,12.1590420244249,14.7197763975231,10.5273942589327,11.2920771070108,7.85252403768785,3.63801723113284,10.5968520932284
"68",13.823375913236,14.109150453789,13.823375913236,16.3755274236358,10.4270696803148,11.2017645791504,8.70154564821584,0.0618635467253625,36.4407274617965
"69",11.0007109306165,15.9431084630402,11.0007109306165,21.9991768587456,8.77513887656719,11.3034395062676,9.0939840412764,2.79651826014742,14.713365600087
"70",13.0714690956044,13.545022951317,13.0714690956044,15.3903071936508,9.98664186581494,10.931202970089,7.33077175415926,7.29758327594027,4.56825486079095
"71",12.7454627834384,15.099801847215,12.7454627834384,19.1145789152745,9.98141293989464,10.3122450276562,7.17222114124606,9.24591103103012,31.0685743018274
"72",12.0175763750206,13.8440612313735,12.0175763750206,5.97101167922534,10.8804693825617,12.3738747658704,7.5950270379695,5.29815689194947,13.3484856890025
"73",13.2251847513492,15.3103288960404,13.2251847513492,24.0565937549655,9.93387929403189,11.2565420819665,7.37951072186825,8.95988894859329,25.6559709575893
"74",11.1971305073239,15.3089492072993,11.1971305073239,6.96130505212942,9.72829511127124,10.5899534824943,7.6912880961429,6.49199538165703,9.77020507021015
"75",14.0496347350338,14.9943257602078,14.0496347350338,11.972459746054,10.9653763054202,11.0451851793697,8.12500422572193,4.61330686463043,16.4370136132477
"76",12.8573610188943,15.3672307428215,12.8573610188943,6.95328301427375,9.43690309540043,11.1477917746451,8.44580351913524,3.6422434123233,17.3728236937752
"77",14.9188978883336,14.5970208910183,14.9188978883336,22.3589144047696,9.97040516265337,10.3899654957217,7.19627352787513,5.68075879476964,0.787603558580777
"78",13.4604216488688,14.7862722141155,13.4604216488688,13.1062812606763,9.97767941384114,11.5844688099696,7.51818779348299,4.22797197476029,9.47512153620662
"79",13.6137078705799,14.4636915642607,13.6137078705799,20.1854421697036,11.4012915798285,12.0487940456602,6.73243948478355,2.93884195387363,14.9578437218515
"80",13.145691515447,14.5042509742428,13.145691515447,20.2675348559301,10.6730216857289,10.7205967758411,7.14644924308641,4.81055485317484,11.82850219869
"81",12.3563658295942,15.5184780021755,12.3563658295942,15.6733836703034,9.98188888867649,9.03008177805689,11.9443957017197,1.07739155879244,25.0181296033466
"82",13.8626277210348,13.6627488795026,13.8626277210348,6.97648119620656,10.0803599233588,12.1038644120281,12.2812185030137,8.65650095744058,26.6828558019634
"83",12.2397066618169,15.623261673621,12.2397066618169,6.63985020539133,12.1069351272452,9.59856959870341,13.7364499965046,8.84298601653427,26.0619313252514
"84",11.0850252997986,14.4398115655974,11.0850252997986,15.4631471565596,8.77045775432458,11.6027272946668,14.8863584500535,9.71333700697869,31.5126280182043
"85",10.9955998292747,16.3331291716917,10.9955998292747,17.8645059483522,8.39411296696736,11.130434306913,14.2939017849641,0.330443538259715,30.6214157103221
"86",13.7811368171679,15.3449759346291,13.7811368171679,16.164343371163,10.5208791041711,13.7650533153111,12.8791569456246,5.85581039078534,14.6341798816581
"87",12.1143168435977,12.4584659372153,12.1143168435977,8.28374674054767,9.73728706429715,10.8890993910242,13.9754792349892,6.90889727324247,16.9918424186954
"88",14.6688716457242,14.452517429145,14.6688716457242,5.58598692797362,9.37485718482984,11.2371421741502,13.7956102432088,6.38178642606363,8.66916020467296
"89",12.8801698113208,15.9905945900583,12.8801698113208,20.9465968432364,13.0421708260255,10.672373872126,12.4166665974902,5.32587695401162,8.18154686707049
"90",13.0219305165928,15.0073985412672,13.0219305165928,10.2338264611966,11.032992231768,10.1019345695836,13.811589601035,8.85347238974646,26.5511841502033
"91",13.7910129798542,13.4491826567011,13.7910129798542,9.46013933190027,10.6888699110087,11.3285025216588,12.5857301180968,3.53299796115607,16.1272551370006
"92",15.4576579425845,14.9467409733142,15.4576579425845,8.8568262598071,11.3335349224246,12.380167389095,11.0255439483037,1.80422582197934,18.8673220501044
"93",14.2363598357962,16.0028603913859,14.2363598357962,7.49174963726998,9.28328464845489,11.8774345012719,9.25258702889582,6.95778527762741,13.1322826796419
"94",13.1405768454244,16.1945364601107,13.1405768454244,2.21371491857717,11.0959574575804,10.7053109433864,10.647569735759,6.16241974756122,7.50384800269208
"95",13.4735790678864,14.654358204461,13.4735790678864,12.0053196885592,10.1796194606244,10.6835988353389,13.2410220230488,3.69365780148655,10.9573133353711
