"x","pmf_x"
1,0.0015
45,5e-04
57,0.0126
84,0.0042
91,0.0357
118,0.0264
123,8e-04
131,0.0238
134,0.0037
137,0.0927
148,0.0338
163,0
164,9e-04
172,6e-04
184,0.022
197,0.0021
227,3e-04
234,7e-04
243,0.0016
244,2e-04
258,6e-04
266,1e-04
273,0.0115
280,6e-04
311,0
316,0.0087
321,0.0016
322,0
326,1e-04
334,0.0027
340,0.0172
342,0.0594
359,0.0412
370,0.0236
372,0.0237
373,1e-04
374,0.004
376,0.0121
380,0.0011
388,5e-04
404,0.0079
407,0.0025
411,2e-04
418,0.0073
424,5e-04
426,4e-04
433,0.03
438,0.0126
447,0.0036
452,0.0021
471,0
472,1e-04
482,0.0155
491,3e-04
497,3e-04
502,0.0064
542,0.0018
545,0
551,0
552,0.0043
578,0.0087
580,1e-04
583,0.0144
585,0.0124
595,2e-04
621,0.0014
627,0.0217
632,0.0097
640,0.0678
646,0.0031
667,9e-04
668,0.0013
682,0.0042
712,0.0163
750,0.0119
752,0.0019
753,4e-04
754,0.0034
764,0.0083
768,0.0281
773,0.013
786,3e-04
795,2e-04
807,0.005
810,0.0085
813,9e-04
825,0.0077
832,0.0114
857,0.0119
867,7e-04
877,0.0118
882,0.0024
883,0.0014
892,0.0145
912,0.0213
917,0.0356
945,0
962,0.0025
980,0.0206
982,0.0452
987,2e-04
