"x","pmf_x"
3,1e-04
9,4e-04
28,0.0144
30,0
45,0.016
53,0.0015
54,0.0289
55,0.01
64,0.0027
65,0.0068
69,0.0064
76,0.017
81,0.0104
87,0.012
101,0.0046
104,0.0013
122,0.004
164,0.0018
170,0.0072
172,0.0071
173,0.0025
178,0.0055
194,0.1104
223,0.0019
225,0.0285
234,0.0049
244,0.0027
258,0
261,0.0229
285,7e-04
290,0.0339
300,0.0068
306,0.0011
323,0
327,0.0097
334,0.0016
353,0.0056
361,0.0082
366,9e-04
368,0.0369
388,0.0084
391,0.0017
396,0.0028
435,0.0072
445,0.0126
452,0
466,0.0082
470,0.0024
471,0.0143
472,0.014
473,0.0275
487,1e-04
498,0.0055
531,0.0535
532,0
547,0
548,2e-04
549,0.0027
560,0.0319
566,0.0034
573,1e-04
577,0.0015
586,0.025
604,0
605,0.0016
614,0.0025
618,0.024
628,0.0104
631,0.0105
643,0.006
654,0.0021
658,0.0029
680,0.0044
702,0.0745
708,0.0112
713,0.0041
723,0.009
734,0.0016
760,0.008
761,0.0019
769,0.0061
770,0.0099
771,0.0098
776,0.0041
815,0
820,3e-04
826,0.0019
831,9e-04
843,8e-04
846,0.0042
850,0.001
869,0.0212
870,3e-04
873,3e-04
875,7e-04
893,0.0057
897,0.0011
926,0
928,2e-04
929,0
941,0.0169
964,0.0093
989,0.0264
990,0.0429
995,0.001
