"amaflix","netazon"
72.25,80.2
73.21,78.78
71.34,81.64
71.12,81.97
77.14,72.59
73.27,78.69
71.33,81.6
73.69,78.13
71.49,81.28
75.36,75.6
72.89,79.33
74.68,76.41
75.72,74.9
74.71,76.49
74.54,76.64
77.06,72.74
71.85,81
76.35,74.03
72.69,79.56
76.89,73.09
71.71,81.08
71.05,81.94
75.21,75.66
70.76,82.46
74.45,76.93
75.27,75.63
70.3,83.31
75.33,75.6
71.39,81.48
72.34,80.03
76.56,73.58
73.38,78.44
74.99,75.94
71.05,82.28
74.28,77.12
73.22,78.89
75.46,75.37
76.38,73.76
74.42,76.9
77.71,71.77
73.48,78.42
71,82.31
74.58,76.78
76.81,73.32
76.24,74.07
72.17,80.36
74.51,76.5
75.56,75.21
74.91,76.22
72.9,79.21
73.85,77.94
75.75,74.98
73.93,77.64
78.13,71.1
75.17,75.83
76.81,73.31
75.51,75.16
71.14,82.08
75.35,75.36
72.77,79.43
74.63,76.67
72.36,80.22
72.63,79.65
73.79,77.79
72.57,79.66
72.85,79.42
75.05,75.77
72.94,79.34
76.44,73.68
76.1,74.24
72.65,79.72
71.85,80.83
74.58,76.7
74.24,77.26
74.58,76.55
73.87,77.85
76.17,74.19
73.88,77.73
71.23,82.01
75.54,75.04
69.89,83.88
74.23,77.25
74.06,77.51
73.92,77.73
74.45,76.9
76.99,72.99
73.24,78.55
71.14,81.86
76.52,73.78
72.58,79.61
70.64,82.68
72.16,80.38
75.42,75.41
71.6,81.2
75.89,74.68
75.46,75.33
73.62,78.14
73.51,78.43
73.02,79.15
74.18,77.21
80.31,67.72
73.59,78.23
72.68,79.79
73.77,77.85
72.11,80.56
73.16,78.95
73.18,78.89
74.47,76.77
77.64,71.95
70.97,82.1
76.55,73.37
73.32,78.72
72.59,79.6
73.01,79.04
73.22,78.75
73.76,77.95
72.02,80.72
73.53,78.41
72.87,79.29
71.39,81.57
72.72,79.61
73.06,79
75.11,76.03
73.56,78.32
74.45,76.79
76.31,73.85
76.88,73.01
73.73,78.01
77.4,72.18
74.14,77.28
74.71,76.46
72.5,79.95
74.85,76.28
70.99,82.21
78.84,70.15
73.95,77.73
71.2,81.92
74.46,76.97
73.33,78.53
74.81,76.43
74.72,76.35
75.29,75.71
75.76,74.79
75.08,75.79
73.2,78.8
72.87,79.21
72.1,80.44
73.52,78.14
71.4,81.69
73.12,78.95
73.76,77.96
75.35,75.52
73.11,78.99
72.29,80.24
72.99,79.05
71.56,81.43
76.07,74.25
71.95,80.96
71.94,80.71
79.1,69.58
74.43,76.87
72.5,79.9
75.57,74.96
70.85,82.59
75.23,75.68
70.93,82.35
74.3,77.1
73.81,77.91
74,77.51
74.24,77.3
70.33,83.03
72.43,80.08
73.37,78.53
77.59,71.86
73,79.11
72.1,80.26
72.83,79.31
77.19,72.64
77.45,72.16
71.69,81.16
72.5,79.96
74.2,77.22
70.77,82.59
76.13,74.27
68.79,85.69
74.83,76.21
73.43,78.43
70.86,82.51
70.46,82.96
73.76,77.91
74.57,76.64
71.07,81.97
76.26,74.04
75.03,75.78
72,80.74
74.22,77.26
73.85,77.79
72.94,79.23
75.43,75.17
75.15,75.66
74.92,76.15
71.58,81.23
70.84,82.5
72.71,79.55
71.79,81.01
74.03,77.48
74.86,76.22
73.08,79.08
70.93,82.41
76.12,74.14
75.96,74.54
74.98,76.14
71.33,81.65
73.13,78.87
73.91,77.66
73.18,78.93
77.48,72.2
73.27,78.62
71.17,82
74.65,76.68
74.91,76.31
73.39,78.34
75.21,75.73
74.94,75.93
73.23,78.53
73.16,78.79
76.11,74.4
73.67,78.06
72.91,79.15
75.63,75.16
74.25,76.95
76.56,73.6
