"amaflix","netazon"
75.09,45.91
70.72,43.03
69.99,43.03
71.74,43.71
72.36,44.12
72.37,44.44
69.38,42.58
70.05,43.15
69.13,42.66
72.14,44.25
71,43.45
73.36,44.72
70.17,42.95
70.87,43.3
71.92,43.92
71.45,44.19
73.43,44.93
75.4,46.09
71.63,43.73
74.44,45.26
74.26,45.13
71.37,44.05
69.45,42.56
73.39,44.92
75.46,45.95
73.66,45.01
71.94,43.75
71.19,43.48
70.68,43.53
72.86,44.56
73.61,45.2
74.32,45.38
73.55,44.98
72.34,44.24
71.3,43.52
69.25,42.56
69.53,42.84
72.81,44.29
72.41,44.38
72.06,43.95
69.73,42.74
70.83,43.41
73.43,44.64
73.57,45.08
71.67,43.63
70.25,43.23
71.65,43.83
67.82,41.63
73.33,44.82
69.24,42.57
72.61,44.47
72.13,43.98
69.86,42.58
74.17,45.09
76.75,47.01
70.94,43.68
70.08,43.07
71.01,43.44
75.95,46.13
72.53,44.3
72.13,44.05
74.78,45.75
70.33,42.76
70.81,42.98
76.58,46.47
72.99,44.81
72.1,44.15
72.04,43.99
74.27,45.07
68.93,42.45
72.1,43.85
71.41,43.53
74.86,45.59
70.46,43.36
73.62,44.79
73.12,44.85
71.87,43.9
71.51,43.58
73.09,45.02
71.94,44.22
74.35,45.13
73.43,44.6
68.64,41.89
72.03,43.93
66.13,41.11
66.57,41.18
70.44,43.21
69.71,42.66
70.58,43.11
71.8,43.68
73.12,44.73
73.23,44.44
73.13,44.28
72.55,44.53
72.21,44.27
72.9,44.5
74.4,45.47
73.19,45.02
72.01,44.43
71.78,44.19
72.55,44.56
72.03,43.86
69.42,42.89
71.94,43.96
72.66,44.11
69.71,42.74
70.67,43.19
72.16,43.94
74.61,45.47
69.98,43.05
69.95,43.04
70.91,43.41
72.23,44.64
72.69,44.39
73.02,44.83
70.7,43.56
71.37,43.56
73.11,44.5
72.21,44.02
71.63,43.98
73.1,44.79
72.8,44.49
73.29,44.8
68.77,42.22
72.5,44.22
69.83,43.06
74.75,45.8
71.59,43.8
75.07,45.74
70.03,43.03
70.11,43.28
73.57,44.83
69.67,42.36
74.66,45.77
72.54,44.2
73.03,44.61
72.05,44.19
70.48,42.96
69.11,42.71
72.09,44.08
73.01,44.15
75.72,45.99
71.14,43.61
73.33,44.63
76.05,46.28
73.05,44.54
69.02,42.59
72.76,44.26
75.58,46.17
67.8,41.53
71.03,43.39
70.39,43.1
70.57,43.53
69.8,42.81
71.21,43.56
71.23,43.7
72.42,44.23
74.05,45.29
73.2,44.71
73.33,44.69
70.41,42.98
69.87,43.3
69.47,42.59
71.97,44.44
73.7,45.33
70.1,43.28
69.16,42.43
73.45,44.95
73.88,45.11
71.3,43.5
70.71,43.32
71.93,43.55
74.79,45.49
72.42,44.17
72.55,44.58
69.83,42.85
72.85,44.12
73,44.56
72.26,44.12
71.05,43.86
75.31,45.86
71.43,43.66
70.19,43.36
73.73,45.15
72.77,44.5
73.77,44.93
69.47,42.52
70.18,42.87
70.3,42.85
72.25,44.11
73.23,44.76
72.21,43.96
73.32,45.06
72.8,44.66
71.08,43.42
72.48,44.21
75.63,45.9
72.49,44.25
72.68,44.39
68.27,41.98
70.5,43.43
71.19,43.75
70.11,43.13
69.08,42.46
73.27,44.8
70.04,42.78
69.14,42.47
69.64,42.6
73.43,44.86
71.16,43.62
68.66,42.4
71.22,43.9
72.78,44.52
73.16,44.32
71.28,43.41
71.27,43.51
73.64,45.28
70.62,43.04
73.54,44.53
73.92,45.07
70.86,43.45
71.12,43.47
71.13,43.31
72.94,44.39
69.03,42.58
70.65,43.47
71.52,43.65
70.16,43.15
72,44.07
73.6,44.88
72.52,44.54
70.73,43.36
72.9,44.4
73.06,44.53
72.57,44.23
71.99,43.87
72.57,44.2
68.5,42.19
70.21,43.22
72,44.08
73.05,44.58
71.19,43.63
70.75,43.51
71.4,43.5
70.1,43.03
71.4,43.82
74.66,45.37
71.65,43.84
71.95,44.22
71.23,43.75
69.6,42.98
71.9,43.98
71.08,43.41
70.53,42.86
69.23,42.41
71.52,43.79
70.39,43.14
69.3,42.41
72,44.49
73.58,44.87
73.14,44.81
70.49,42.82
71.98,44.06
72.52,44.3
73.57,44.98
69.61,42.75
73.7,45.04
75.07,45.72
74.23,45.36
72.02,44.13
75.56,45.63
69.83,42.8
70.33,43.06
75,45.94
70.4,42.83
69.65,42.64
69.97,42.86
73.86,44.99
71.17,43.78
72.75,44.6
71.52,43.65
74.37,45.47
71.92,44
70.74,43.51
74.76,45.62
70.11,43.11
