"x","pmf_x"
17,0.0413
29,0.003
78,0.005
80,0.028
88,0.0013
111,0.0407
120,6e-04
122,0
143,0.01
144,0.0023
149,0.0083
151,2e-04
158,0.0042
163,0.0045
164,0.0158
165,1e-04
170,0.0026
171,0.0058
179,0.0223
182,0.02
202,0.0115
209,0
211,4e-04
235,0.0094
237,3e-04
255,0.0038
263,3e-04
266,0.0223
268,1e-04
277,0.0159
293,0.011
313,0.0312
315,9e-04
322,8e-04
334,0.0018
344,0.0016
350,0.0023
355,0.0077
379,3e-04
384,0.0022
387,0
396,0.0104
403,0.0088
414,0.0141
424,0.007
432,0.0265
447,0.0013
449,6e-04
457,0.0087
458,0.0037
462,0.0017
477,0.0049
479,5e-04
506,0.0138
516,0.0077
535,0
545,0.009
566,9e-04
569,0.0294
576,0.0149
587,0.0016
608,0.0014
614,6e-04
629,2e-04
637,0.0116
655,0.0013
658,0.032
673,0.0014
677,0.0245
682,0.0021
691,0.0392
698,0.0039
701,0.0294
718,0.0027
730,5e-04
759,0.0086
769,0.0013
772,0.0117
779,0.0084
797,0.0866
807,0.0082
820,1e-04
824,0.022
876,0.0015
877,0.0156
878,0.0058
886,0.0222
897,0.0079
899,0.1019
901,0.0076
906,0.0016
916,2e-04
933,0.0043
943,0.0191
944,0
981,7e-04
995,1e-04
997,0.0024
1000,0.0061
