"x","theotherone"
-0.76353,-0.4397
0.74899,-0.60015
0.11957,2.54531
0.19626,-0.16358
-0.02167,0.90246
-2.30739,-0.97088
-2.70198,-2.40498
-1.01204,-0.44488
0.02789,-0.96021
-1.12564,0.92463
-0.06409,0.4215
-1.42168,0.58624
-0.53375,-0.42974
-1.00471,-0.08096
-0.84399,1.93669
-2.41502,-0.00916
0.18593,0.12973
0.14319,-2.12434
0.23066,-0.89925
0.72832,-1.11206
-0.63181,1.00365
1.12842,0.38456
-1.05014,-0.88141
0.71823,0.2952
0.9269,-0.3325
0.46776,-0.47494
-0.87241,-1.07695
-0.50035,0.14478
-0.79583,-0.98712
0.23709,-0.14974
-0.23966,-1.54826
0.44366,-0.09161
0.97966,0.27308
-0.8742,-0.08987
0.22337,0.0823
-0.04401,0.7628
-0.26252,-1.5966
0.17071,-0.19518
0.04237,-0.46541
3.52193,-0.48828
0.22783,-1.39029
-1.42825,-0.31602
-0.04794,-0.29466
-0.92956,1.31722
0.38573,-0.07311
0.05037,0.9836
1.04432,-1.01123
0.79497,-0.43067
-0.10317,0.24323
0.12263,0.71354
1.25513,0.83675
-0.89498,0.39888
0.08066,-2.00747
-1.68062,0.63677
-0.3377,0.45262
2.16817,-0.41269
-0.7461,-0.62342
-0.63937,2.1909
-1.12344,-0.14863
0.55594,1.82922
-1.21103,-0.95739
-0.85606,0.1736
-1.40359,-1.47
0.81809,0.36951
0.81835,0.50278
0.80885,-1.5634
0.52967,0.57797
-0.27684,-0.05218
-1.03984,-1.03723
0.16715,-0.22217
-0.88171,-0.60341
0.37855,-1.45909
-0.39628,-0.08628
-0.18168,0.09842
0.49728,-0.25535
0.07386,0.98205
1.60499,1.73094
0.33798,1.03957
-0.32035,1.56254
-0.90782,0.24692
-0.06129,0.3883
-1.93212,-0.64055
1.33107,-0.50921
-0.02786,-0.5653
1.08414,1.59653
0.56341,0.53984
0.07915,-1.10848
-0.0539,-0.65904
0.97982,-1.1499
0.86068,1.21764
0.56529,-1.03884
-0.69928,1.2465
0.97591,1.26673
-0.04578,0.2566
-0.21746,1.2868
-0.45731,-0.09418
-0.30395,0.80679
-0.77736,0.29386
2.87477,-0.27248
1.0799,1.96706
-0.23014,0.95784
-0.68379,-1.62129
-1.00369,-1.17907
-0.02654,-0.18958
0.32607,0.25921
0.06369,1.05283
1.4601,0.32749
0.37786,0.76103
-0.29587,-0.53631
0.86797,0.14582
-0.79702,0.13357
1.71449,0.61803
-4.80603,5.0369
-0.34994,-1.61399
0.08448,0.90999
-1.51935,-2.43788
1.1011,1.40182
-1.39569,0.73942
-1.19747,-0.22637
0.74581,1.92414
0.18076,2.31719
-0.56039,-1.16281
0.55271,-0.20656
1.58309,-1.81243
-1.66347,-0.29954
1.33821,-1.30165
-1.17785,0.95815
0.0417,1.27375
-0.83804,-0.34352
-1.98036,-0.81109
-0.95249,0.41216
1.29229,1.63228
0.28696,0.33941
0.51594,-0.97769
0.87118,1.65439
0.78189,1.23071
-0.55237,0.93942
1.11096,0.54396
-0.89246,1.70899
1.13203,-0.53465
0.53274,-2.26203
-0.80618,-0.0821
0.92122,-2.7448
0.64318,-0.06953
0.35623,1.43949
-2.38846,-1.13279
-0.63149,-0.95939
0.68113,1.42662
-0.34722,0.38333
0.57135,-0.47054
1.1836,-0.62257
-1.64264,-1.19178
0.1031,0.12507
0.43087,1.08958
0.12802,-0.59983
0.53365,-0.97817
-0.97761,-0.17166
0.39928,0.26944
-1.29518,-0.59746
0.15528,0.65255
-0.17427,0.30619
0.42217,-0.46067
-0.06985,1.39816
0.04885,0.50511
1.05325,1.02365
0.79344,-1.89356
-0.1941,-0.83237
-1.09881,-1.01834
-0.17901,0.2682
-0.99796,-1.20241
0.436,-0.43098
-0.59612,-0.64808
-0.46658,-0.5113
0.11793,0.20924
-3.17218,-2.44918
0.85595,-0.50927
-0.95429,1.91201
-2.07961,-0.39534
1.41615,1.15159
-1.0616,-0.39985
0.73688,-0.22973
-0.72424,0.91871
0.12936,1.41852
-0.3659,0.53559
-1.62426,-1.4234
0.38979,0.80051
-1.46256,0.3373
-0.04061,-0.63799
1.2887,-0.07228
-1.96782,0.03057
-0.02573,-0.44009
-0.85434,0.56719
-1.4901,0.88171
1.76324,1.8207
-0.28842,2.24578
0.05889,0.35642
-1.15336,-0.51789
-2.65177,-1.39131
-0.39412,-1.69446
1.08633,0.54561
1.53555,0.76849
0.66533,-1.86662
0.41799,-0.53687
-0.77135,0.01488
0.6462,0.57665
2.01898,1.18127
-0.32414,0.55319
-0.17411,-1.00782
0.78763,1.70263
-0.48833,0.76138
-0.89852,-2.49578
0.14306,0.44304
-0.53021,-0.98073
-0.87316,-2.42565
-1.17032,0.60089
