"x","theotherone"
-0.48284,2.32665
0.24651,-0.50341
0.9382,-1.07848
-0.32637,-0.0871
-0.29106,-0.61392
-1.28896,-1.64527
0.88759,-0.1638
-1.7377,0.9133
-0.84071,2.68636
-0.14243,1.25164
0.47191,0.8907
-0.36826,0.02173
-0.84539,0.67096
1.83408,0.4337
-0.31134,0.99187
0.09602,-1.06064
0.92393,0.17143
-1.07793,-0.21964
1.87052,-0.09335
2.45241,0.73981
-1.00304,0.24241
-1.06068,0.26137
-0.3118,1.67037
-0.38326,0.92401
-1.88056,-0.74292
0.78959,0.05906
1.08676,2.45015
-0.0088,-0.10181
0.58147,0.90408
-0.08939,-0.61217
-0.63508,-0.15256
2.58656,-1.58925
-0.9253,-0.152
0.603,1.01675
1.70225,-0.79873
-1.68894,1.39446
-1.361,0.6941
-0.65958,0.38636
2.19062,2.23386
-1.14293,-0.05648
-0.60433,-0.11106
1.30119,0.95009
-1.68222,0.64806
1.87745,-0.56948
-1.91197,-1.42093
-1.81999,-1.20126
0.75839,0.45656
0.14137,-0.80068
0.23329,-1.52447
0.52178,0.22863
0.14641,-0.04006
-0.45129,-0.06566
-0.74439,-0.62855
0.37081,0.2446
-0.37982,0.41428
1.41942,0.30676
-1.0651,0.54948
1.54856,-0.3926
0.55049,-1.62574
-0.77242,0.18219
0.77842,1.45302
0.05206,0.09747
-0.06776,1.30257
0.37135,-0.96724
-0.09239,1.86406
0.79435,-0.12075
-0.22513,1.31716
-0.43399,0.09814
-0.38799,-1.23546
-0.37892,-1.85633
1.66525,-0.31234
-0.70334,0.0729
-0.7266,-0.28081
1.63429,-0.24827
0.4379,-1.67906
-1.60342,-0.31173
-0.2493,-0.20688
1.20601,0.16861
0.42934,-1.20712
-0.87129,0.84521
0.80456,0.81323
-0.10324,0.55954
1.19797,0.42506
-0.71772,-1.83872
0.37835,-0.28736
-0.44815,0.85743
-0.81581,-1.35812
0.15772,1.17488
-0.52941,1.11647
-0.18218,0.48692
-0.06309,-0.74552
1.29245,1.03524
-0.57069,1.12119
1.05459,2.10494
0.39571,1.539
-0.7069,0.98589
1.42372,2.88069
0.29516,-1.85915
0.96373,1.26268
-0.66437,-2.1204
0.04662,-0.40606
-0.09782,0.54755
-1.17107,1.02783
0.10831,-0.39078
-0.27651,-0.94023
0.88726,-0.16887
-0.69065,-0.05223
1.81407,-0.06212
-0.05795,0.01173
-1.96108,1.09172
-1.68505,0.56635
0.89022,0.11368
0.68696,0.54842
-0.13548,-0.207
-0.88347,-1.80849
1.22979,0.21987
0.64714,-1.14149
1.01878,-1.38539
0.1891,-0.69642
0.80017,0.32829
-0.93608,-0.11838
-1.19884,2.74163
0.71904,0.41222
0.80605,-0.00705
-0.64506,-0.25705
-0.07209,-1.1488
0.93387,0.12344
-0.3963,1.1727
0.58238,-1.0168
0.14941,1.12033
0.04526,0.16933
-1.45546,-0.62696
1.36422,-1.79819
-1.04857,-2.08229
-0.49064,1.29142
-2.10973,0.3914
1.81452,-0.06244
-0.41749,0.32022
0.54086,-0.67601
1.63422,-0.15398
0.4434,0.39304
0.28017,0.20438
-1.62917,0.08515
0.25658,-0.63769
0.25031,-0.11149
1.33214,0.04614
-0.64568,-2.06208
1.96922,1.63076
0.09862,-0.22964
0.72917,-0.2108
0.45992,0.34809
1.5772,1.00015
-0.84742,0.89741
0.45467,0.86536
2.35719,-0.30502
-1.96494,-0.3505
-0.44389,0.05946
-0.57292,-0.5039
-0.30921,3.09979
-0.10834,-0.5035
1.24158,1.00961
-0.41628,1.01426
-0.72945,-1.41813
-0.37251,0.28742
-0.82665,-0.3613
0.32622,0.09276
1.27605,0.0502
-1.1982,-0.62688
-0.57215,0.45982
0.82751,-0.10414
0.47498,-0.26052
-1.46789,0.75838
0.08114,-2.12074
-0.88338,-0.71207
-0.59994,-0.53349
0.01178,0.46078
-0.08004,-0.24242
1.63585,-0.6818
-0.32374,-1.23248
0.26445,0.27339
-0.57808,0.73318
1.09263,1.57623
-0.48183,-1.3858
0.95734,-2.22507
-1.13159,0.78197
-0.63595,0.94331
-0.56993,0.15933
0.18244,1.09302
0.53767,0.76704
-0.13976,-0.39027
0.16432,0.90087
-2.68299,1.59106
-0.71878,0.98745
-1.33277,-0.36517
-0.36937,1.23952
-1.87779,-0.57186
0.18956,-1.03243
-1.33665,0.63728
-0.42505,0.66634
-0.59571,-1.44667
1.11632,1.96585
1.13766,-1.26341
-4.31219,4.39802
1.37873,0.6016
-0.67455,-0.37083
-0.61151,0.70752
1.54481,-0.08021
-0.72485,0.95066
1.05169,-0.90186
-1.57222,-1.20195
1.56987,-0.03495
0.93357,-0.36463
-1.00625,0.22011
1.47064,-0.10023
0.6924,0.80404
-0.18115,0.46437
0.2945,-0.57305
-0.19895,-0.09102
