"x","pmf_x"
8,0.0068
9,0.0752
14,0.0233
17,1e-04
19,5e-04
22,0.0044
36,0.0128
41,0.0094
45,2e-04
47,0.0052
64,0.0101
70,6e-04
81,0.0044
84,0.0019
85,0.0035
88,0.0027
90,0.0096
109,0.0078
119,0.0045
127,5e-04
144,4e-04
148,0
154,0.0327
161,0.0011
162,0.0047
190,0.0042
192,9e-04
193,0.0011
212,0.0226
213,2e-04
230,0.0063
237,0.0046
245,0.0252
258,0.0022
270,0.0203
272,0.0141
278,0.0052
296,2e-04
305,5e-04
306,0.0426
307,0.0011
308,0.0336
338,1e-04
341,0.0668
349,0.004
369,1e-04
382,0.0061
384,0.0033
394,3e-04
395,0.0054
399,0.0187
411,0.008
427,0.0255
429,0.0114
430,0.0102
442,0.0022
452,0.0111
464,0.0036
484,0.0524
512,0.0065
525,0.0635
531,0.0035
544,0.0065
572,0.0026
583,0.0035
590,0.002
603,0.0121
605,0.0106
614,0.0083
620,0.0028
646,0.0058
662,9e-04
676,0.0038
680,0.0029
682,0.0112
708,0.0023
749,0.0012
761,7e-04
814,0.0162
819,0.0237
840,0.0016
854,3e-04
861,0.0217
863,0.0116
869,9e-04
884,0.0427
885,0
889,0.0654
891,0.0247
909,0.0032
935,1e-04
953,3e-04
956,4e-04
