"x","pmf_x"
1,8e-04
17,0.0294
22,0.0358
25,3e-04
57,2e-04
65,0
80,0.0029
85,0.0258
87,0.0013
94,0
98,2e-04
109,0
110,4e-04
112,0.021
116,1e-04
127,0.0185
130,0.0042
144,0.0028
146,0.0072
158,0.0143
159,0.013
161,0.0067
164,0.0203
168,7e-04
185,0.0132
200,0.0393
203,0.0024
220,0.0022
223,0.0118
229,0.019
262,2e-04
268,0.0287
269,0.0051
298,0.0063
299,0.0022
319,0.012
325,8e-04
331,0.0032
335,0.0011
354,0.0083
362,0.0023
381,0.0011
388,0.0184
397,0.0084
399,0.0073
402,0.0129
414,0
424,0.0019
435,0.02
441,0.0023
445,0.0043
447,6e-04
460,0.0395
464,0
468,0.0038
476,0.0044
479,3e-04
489,0.0382
497,1e-04
509,0.0362
518,0.0049
546,0.0329
554,0.0092
575,0.026
589,0.0149
595,6e-04
604,0.0025
607,0.0134
609,0.0017
612,0.004
616,7e-04
631,0.0019
636,0.0014
647,0.0103
695,0.0023
702,1e-04
708,0.0013
714,0.0283
722,0.008
726,0.0181
734,0.0055
735,8e-04
753,0.005
755,0.0019
756,0.0072
773,0.0056
782,0.0019
783,0
784,2e-04
799,0.0103
815,0.003
818,0.0158
821,7e-04
831,9e-04
839,0.0012
844,0.0016
845,0.0151
846,0.0049
854,0.0246
857,0.0135
858,0.0159
866,5e-04
868,0.0012
898,0.0142
911,0
912,0.0014
919,0.019
927,0.0075
929,0.0121
965,9e-04
966,0.0223
977,0.0125
982,0.0253
988,0.0013
