"x","pmf_x"
15,0.0054
18,0.0039
37,0.0012
41,0.0014
45,0.0105
67,0.005
81,2e-04
85,0.0445
93,0.0327
104,0.1075
113,0
116,0.0078
117,0.0472
143,7e-04
172,1e-04
176,0.0287
177,2e-04
183,0.0229
202,0.0016
207,0.0746
218,0.0023
223,0
227,2e-04
246,0.0022
250,0
252,0
257,0.0068
259,0.0025
263,0.0124
275,0.0084
325,0.0014
342,0.0013
353,0
354,0.0359
361,1e-04
363,0.0013
374,1e-04
406,0.048
410,0.0171
420,0.0137
422,0.0067
430,0.009
439,0
454,0.0014
466,0
469,0.0016
480,0.0025
493,0.0031
507,6e-04
509,0.0048
528,0.0256
532,0.0131
541,0.028
544,0.0358
545,0.008
559,4e-04
561,0.0451
570,0.0022
575,6e-04
577,2e-04
585,0.0047
592,0.0019
597,0.0037
609,0.0019
631,0.0124
646,5e-04
651,0.0232
654,0.014
669,1e-04
679,0.0136
686,0.0027
690,0.0044
709,0.001
719,0.0611
749,8e-04
753,4e-04
757,1e-04
764,0.0023
772,0
778,0.0041
789,0.0011
796,0
798,0.0052
801,0.0158
813,0.0095
836,0.0058
844,0.0139
872,0.0261
913,1e-04
915,0
918,5e-04
927,1e-04
930,0.0102
933,4e-04
948,0.01
958,0.0016
979,2e-04
989,0.0081
