"x","pmf_x"
13,0.0017
25,0.0048
38,0.0064
47,0.0399
55,1e-04
91,6e-04
98,4e-04
112,0.005
114,0.0031
128,0.0057
137,2e-04
138,0
143,0.0137
152,0.0012
166,0.0048
170,0.0194
178,0.0172
184,0.0219
200,0.0092
203,0.0092
207,0.0324
210,0.0107
220,0.0253
231,0.0016
265,0.0226
279,3e-04
286,0.0024
304,2e-04
321,0.0071
328,0
332,0.0046
334,0.0091
341,9e-04
356,0
361,0.0074
364,0.0012
375,0
405,0.0484
410,0.0044
423,0.0572
424,0.0073
432,2e-04
433,0.0102
434,0.0255
436,0.0051
448,0.0115
452,0.0034
471,6e-04
475,9e-04
503,0.0016
511,0.0498
522,0.0024
532,0.0038
552,0.0285
573,0.0331
576,0
598,0.0061
602,0.0058
615,0.0169
620,7e-04
658,0.0046
660,0.0299
663,0.0086
664,0.0014
669,0
677,0.0234
682,6e-04
683,0.0397
688,0.0155
697,0.0019
701,0.0279
708,0
719,0.003
722,0.0098
728,0.0029
742,0.0063
747,0.0051
748,1e-04
760,0.001
764,0.0048
771,0.0107
786,0.0142
787,0.0482
788,0.0016
789,0.0154
824,2e-04
831,0.0114
832,8e-04
854,0.0032
872,0.002
877,0.0021
892,0.0015
900,0.055
901,7e-04
903,0.0025
910,0.0198
952,1e-04
957,0.002
959,0.0044
969,4e-04
983,0.0036
