"","alpha","beta","gamma","delta","epsilon","zeta","eta","theta","iota"
"1",13.0964227727229,15.0339662308361,13.0964227727229,16.2361749123727,9.8881441768298,11.6832619957586,6.95534652579856,5.32887345179915,15.9860844536494
"2",12.0381047530296,14.1615575750367,12.0381047530296,10.5459792371286,13.4253791875985,11.6388294452801,7.70596243920987,9.19612331548706,33.2909435475735
"3",12.6842382335974,13.0166549915491,12.6842382335974,5.52317830397656,13.4470116651517,12.6190330850549,8.62401785021564,9.09070651279762,24.017257010547
"4",12.9900894098489,14.0724187539863,12.9900894098489,5.67770140693613,12.1839235005073,10.1169831234377,6.76987541052365,1.78445564582944,25.4188677785092
"5",13.8848462970415,14.5086461565535,13.8848462970415,11.9284428392994,10.7199307271902,12.2341239968642,7.80923201291781,0.16955625731498,37.206865405862
"6",13.7052465669651,15.3344383390845,13.7052465669651,16.8588885735863,11.9670498842406,11.637882241506,6.69944044172304,6.26328030135483,11.6169844442303
"7",13.4872941963417,14.0872002147977,13.4872941963417,26.4792858041424,11.813566204302,10.9287602809642,8.006287305941,6.11899201525375,13.4183566356141
"8",13.5422932334053,14.2261962714523,13.5422932334053,20.9735476831867,10.8268253558134,12.0561749595867,7.6206157923012,2.47026107972488,14.6318071732304
"9",13.742680722589,15.4646495605218,13.742680722589,15.2822712544345,9.96749708330066,10.1558420526957,7.59058112164477,1.4075039117597,21.6064056706503
"10",10.6384425844819,16.5224678985924,10.6384425844819,12.363608932736,11.5005332384775,10.173690580605,7.05329260138873,5.18157267710194,10.3636067251716
"11",14.3772394827063,15.9354769192304,14.3772394827063,8.25008512962959,9.15001589534279,12.8791790255202,8.20107083461939,9.77034648181871,34.0969815088082
"12",12.3974133850983,15.1170504956104,12.3974133850983,12.6819476905803,9.97736173850889,12.1329014380504,8.32340302701196,8.1161403702572,17.6578952427439
"13",13.6565480714904,12.6773419287865,13.6565480714904,16.9518903131291,11.411465685604,10.344139224805,7.68568829961775,3.8439631392248,15.1602848007779
"14",12.8429197566321,13.0934917421829,12.8429197566321,21.2238459356035,10.4113978069557,11.6832910307224,8.68721832355993,8.3519302145578,25.2307003758528
"15",13.7913562270017,15.7511047828808,13.7913562270017,14.1503439655465,13.2297175606889,12.2522304397464,7.93503902724292,2.79327843571082,13.8022326032828
"16",11.9340995718996,14.9892086322536,11.9340995718996,17.9611797777396,11.8421028441261,11.1671234325707,5.97305415128601,6.46791325183585,12.1546779721414
"17",10.9817980856371,15.5824704296691,10.9817980856371,17.909288723906,12.0290856258748,12.310339121446,5.96382548953172,4.17431083275005,13.9304432754665
"18",13.6893173933228,14.4657892723832,13.6893173933228,21.7101399499255,12.8937293587336,11.3656549930499,6.89603017915263,7.11243163561448,15.8963330908203
"19",14.57152904319,17.3460089241879,14.57152904319,25.888660975027,12.1087639312591,10.6911706878474,6.35913672761856,2.33339864527807,16.8551985983771
"20",11.9169005036182,14.0923076475929,11.9169005036182,21.7860601514996,10.2836967862531,10.8350858019729,6.76219064187849,5.06884079193696,11.8908023857843
"21",11.1417454636255,13.665641973578,11.1417454636255,18.8713643600811,17.5485070359806,10.3073367179352,8.21439179194213,1.18245528079569,24.7323689761894
"22",11.0875179922267,14.6778348716449,11.0875179922267,17.9813283000263,10.2439940338393,11.2751760707849,9.25981633333102,9.01562662795186,23.4311637139308
"23",13.301266133233,16.4513637695551,13.301266133233,15.3406890294535,9.7966874731904,12.0987370578104,9.4353090011632,6.35589652461931,12.8661917007683
"24",12.9069161040969,16.3993076924967,12.9069161040969,12.581555299248,13.4339710748453,10.61786465376,7.82609886078743,4.01168076554313,13.3281029856668
"25",12.1422161475552,16.0431226248144,12.1422161475552,10.550551032476,11.9697927501689,10.7913826662803,7.66033556342471,0.0430893641896546,31.6240407655975
"26",12.4990239381981,14.2253960312454,12.4990239381981,22.2441855936658,9.2434626118961,10.2704920056773,7.6227281653171,6.80843179812655,19.7380301076614
"27",13.1046723200407,15.3061510562484,13.1046723200407,11.6793562272216,11.2375058552588,9.47839006110979,7.17402437017542,7.65433875378221,18.9693051634191
"28",13.1573484617215,12.7061543453514,13.1573484617215,13.134361888107,12.2148760927508,12.1862803607128,7.86791381502877,2.66684554051608,17.0404489250448
"29",12.1626722272981,12.0766550129119,12.1626722272981,17.3475176404555,11.9608691848763,11.307969030515,7.48854521731215,5.08914503734559,12.5729587264267
"30",10.9740284753272,13.6375579918404,10.9740284753272,13.4642454045453,10.2889254499824,13.1374345122438,9.05381547618533,2.64040475012735,19.064121253156
"31",12.1356728953443,14.7068267257772,12.1356728953443,15.9486095835478,12.202319100749,12.5583882605746,8.32577190529673,9.85563011607155,40.2605996983077
"32",11.8326843979336,13.8307731614126,11.8326843979336,15.4282143256076,12.9977395480448,12.2431579775232,9.59104092579828,2.22078439546749,19.3718905146481
"33",12.8315931384711,15.1119055159692,12.8315931384711,12.6271743171156,11.3800977013537,10.6881511251755,8.8015728226026,6.33903176523745,13.7223668513552
"34",13.9523397009583,14.6918008096281,13.9523397009583,14.5979953491663,11.8208331324866,12.8727920077167,8.72515530718419,8.00164607353508,18.7602474151614
"35",12.7061564155901,16.1232676976754,12.7061564155901,19.723158106727,11.6738120972173,13.2993767757399,8.07683014383728,5.98226475296542,6.4567790032842
"36",14.5566562440621,14.0025311722045,14.5566562440621,11.6332849823564,12.1055870077977,12.6669920309008,8.43052480008042,5.57445550337434,13.9777561261734
"37",13.0946151239885,15.5553889495182,13.0946151239885,24.7401500367679,10.2693505228338,11.1178853321293,9.61027555638481,3.77059401711449,14.3517527854779
"38",11.4149818305307,11.8412164194495,11.4149818305307,10.7755907175715,12.0057086995835,12.4834337075263,8.05941439792718,9.86351419007406,31.121221993534
"39",13.1125040762537,14.1481931316702,13.1125040762537,22.9644343152065,13.0382742136529,10.6272393014519,7.89133433340733,9.05132197774947,26.1613051586736
"40",14.0780868157036,15.5741546749221,14.0780868157036,15.3372099381071,10.4419496908813,11.0957159447637,8.40396096525503,3.17542411386967,12.9509116794191
"41",12.554308717219,15.7870357959467,12.554308717219,9.89268347833518,12.0329974896986,12.9394979419101,6.60273148363528,9.99497426906601,33.3125465734386
"42",13.4874093330292,14.8484377237178,13.4874093330292,27.3796371535285,10.5602938176637,11.3633533550841,8.67476678183597,9.48004958918318,31.2788162164349
"43",11.9473292301931,14.0409363686608,11.9473292301931,10.7064077504314,11.9016546958664,10.8207006435843,6.23505956145799,4.63929276214913,12.7296580324949
"44",14.0568553590833,15.5141934559828,14.0568553590833,14.68946817536,10.6224496205363,10.6676860912776,8.06700710695772,4.61726879468188,5.65292528402876
