"x","pmf_x"
25,0.0067
31,1e-04
44,0.0277
57,0.0015
59,0.0073
63,0.0015
76,0.0024
78,0.0133
80,0.0034
81,0.0032
82,0.0038
86,0.0221
97,0.0387
101,0.0113
103,0.016
108,0.0073
120,9e-04
140,0.0018
144,0.0031
148,0.0029
163,4e-04
165,0.0063
167,0.0039
185,0.0027
193,0
203,6e-04
209,0.0102
232,0.0035
252,5e-04
255,2e-04
257,0.022
259,0.0126
280,0.0023
285,0.0277
288,3e-04
300,4e-04
318,0
323,0.0064
325,0.0207
350,7e-04
361,0.0114
369,0.017
383,0.0125
391,0.0112
401,0.0057
403,0.0098
426,0.0067
431,0.0012
435,0
457,0.003
459,0.0023
461,0.0073
472,0.0176
484,0.053
488,0.0167
490,9e-04
492,0.0011
521,0.0013
524,2e-04
538,0.0046
540,3e-04
541,0.0038
544,7e-04
561,0.003
565,8e-04
578,0.0014
591,0.0103
604,0.0028
605,0.0516
612,0.0021
615,0.013
625,0.0237
639,7e-04
667,0.0029
680,0.0022
688,0.0026
691,0.0118
692,0.0679
710,0.0199
713,0.0039
715,3e-04
727,0.0257
730,0.0095
755,0.013
758,1e-04
759,0.0172
778,0.0032
794,3e-04
804,0.006
844,0.0156
847,0.0018
858,9e-04
872,0.0128
877,2e-04
897,0
922,0.0053
925,0.0152
947,1e-04
950,0.0012
952,0.0256
955,0.0086
957,0.0078
964,0.0492
966,0.0144
967,0.0179
969,0.0109
988,0.0206
993,0.0032
995,0.0081
