"","alpha","beta","gamma","delta","epsilon","zeta","eta","theta","iota"
"1",5.29295073099375,5.34744582815253,5.29295073099375,14.0982036511095,10.1428804772465,7.83785122678264,8.25059677822976,6.16720789810643,11.8457113339139
"2",5.54827501690403,8.79232131265171,5.54827501690403,4.43752263448291,7.75966018813837,8.61818923047873,8.14842376254555,5.1810786454007,4.22355302146725
"3",4.13334513869031,7.39697529620706,4.13334513869031,-6.41309472524717,7.60005341827425,6.89979109701833,6.69015046810472,9.18933999026194,24.1445711853063
"4",4.78973697536618,7.55463103453436,4.78973697536618,1.43545801334617,9.66170038996446,6.17228195216952,6.89620745055677,0.363393342122436,30.6072038354559
"5",4.47283493213092,6.36557815817621,4.47283493213092,0.508202557083258,9.02222457958204,6.60268711969923,8.49968773488103,5.49270303687081,15.7149986072592
"6",3.37862198982126,8.07440885123068,3.37862198982126,2.34189498139722,8.66261137254166,5.85566416459764,6.44011284120162,8.18294528173283,22.6863973342077
"7",5.82893504590435,6.81982925368318,5.82893504590435,-4.92716876272251,8.80024981210648,8.55291189630542,7.86523690877267,0.000181570649147034,30.8351592005553
"8",5.78132946417192,7.38885655143678,5.78132946417192,1.72340775961788,7.77768483589141,5.80647666319107,7.41191677056076,8.33048602566123,23.2538727578833
"9",4.89108855249195,7.46586774157188,4.89108855249195,-6.13553469252308,9.36134279991226,7.08376964105897,9.29875905296157,3.08835812844336,10.6752241331578
"10",4.92401051754276,7.34458682277332,4.92401051754276,14.1598514084459,8.54344887583692,9.00331087494226,6.97972949728045,2.29632614878938,19.4765293724376
"11",4.68515781006881,6.51351796098092,4.68515781006881,-3.73092509354257,9.07506855207267,6.56536887018042,7.51970451816995,9.76962595479563,33.7465621856967
"12",3.21389596027931,6.07089389341413,3.21389596027931,-9.30651489030802,8.54500368797204,6.52038048052432,7.93179021791652,2.30650455225259,16.5083870685815
"13",4.75991562922039,8.1080509221671,4.75991562922039,12.2994091412784,10.3701215491046,6.41241060908745,7.36600676398882,1.20627893600613,27.9310009619506
"14",5.1181261038391,6.41490417315062,5.1181261038391,7.80698908008093,9.99452068673617,8.12963263375532,8.53660963553489,7.91504551656544,20.6396632222586
"15",3.24309679478859,7.0857558051797,3.24309679478859,-5.62234519822869,8.51427882645282,7.15745304182003,7.44351699091224,2.3675082065165,20.5139131503401
"16",3.01796674372791,6.82861520938964,3.01796674372791,-1.10062066973158,8.35852635910305,8.0945508407573,8.26151047309716,1.47841533413157,22.3586109552954
"17",5.26278688892065,7.03742823678613,5.26278688892065,-4.36263453386222,9.62829969641564,7.50041557556017,7.01241823496968,6.72967165242881,15.1648168169553
"18",6.67411894242861,6.66373072537742,6.67411894242861,6.04949263359186,9.76084297769932,6.38781421989489,7.39146822741747,6.01418470498174,3.72439590805601
"19",4.93991435958685,7.13182650504885,4.93991435958685,7.90969861987262,9.48768433523912,7.39119827477672,8.4443872036769,5.49422141397372,7.67163179089116
"20",5.40622991261064,7.98612472304436,5.40622991261064,14.049831368893,9.93368134959595,6.21914503392009,7.24179715308097,6.09217488439754,13.5991777157733
"21",5.40058702306594,7.06865687567861,5.40058702306594,1.8194094194724,9.49241663231578,7.21877636784796,8.83224128971401,4.19492072192952,15.2255152567426
"22",3.50374029887222,7.23364153951302,3.50374029887222,-2.08182156542708,7.23824236852477,5.89117316184263,7.71574794686709,7.82696020323783,24.0410471095324
"23",4.56186934313089,5.99304938831925,4.56186934313089,-6.92429252587347,9.93341614440044,6.60034103929026,7.56555510560433,2.41027382202446,18.9602615321883
"24",5.06983455232923,8.10118350409182,5.06983455232923,-1.89849330229598,8.91314037506826,7.14867631600387,7.44769157107761,5.30648336978629,16.4667299768453
"25",4.98922073439837,7.29634595212571,4.98922073439837,8.32475307765803,8.88392557615568,8.51554261019465,8.1378174247669,8.68072168901563,27.4970469428661
"26",4.72063580362974,6.51210759326643,4.72063580362974,18.0449472926668,10.4053362805997,6.77605742336109,9.43910667575409,6.09946929849684,11.1002070407816
"27",6.48528601174151,6.74162350214516,6.48528601174151,2.02193240241931,9.10189197340278,6.8615052581587,8.78881399941617,5.13140001567081,12.5129120080188
"28",6.44327821666659,8.08874772947248,6.44327821666659,0.652941810441309,7.00469672927425,8.98027464160092,8.13430348053007,4.75391503656283,7.71143171471331
"29",6.19046418158605,8.15038415632843,6.19046418158605,-0.462173566568453,7.57429900797159,7.6851611961612,8.60914411722437,8.88825423549861,22.7170049503916
"30",5.20705212372845,6.56481475658123,5.20705212372845,4.04383004574076,9.94005284873737,6.50169172318802,10.7773836621288,9.05373137444258,24.2790477417685
"31",4.46725071494812,8.98149438705087,4.46725071494812,7.68429188319451,10.0845921583257,6.72311785936187,7.99082464313867,6.96967427851632,13.9683690095593
"32",5.8690130768511,8.78493769508568,5.8690130768511,-2.5458327459643,9.94683806598075,6.10469360188412,7.80842197213475,4.57875856896862,4.3117814791322
"33",2.79640379047302,8.22173784308337,2.79640379047302,12.2774848445903,8.16452058432705,6.59843361435392,8.5774955162977,2.987810021732,13.2128140698443
"34",4.00928982390308,9.02431468051042,4.00928982390308,4.61844583199966,7.43151566291508,7.93516195015536,8.48461829310219,9.53745568403974,30.7692647099459
"35",4.78223314065718,6.23382744531847,4.78223314065718,4.51362213142247,11.6798704288233,8.38660385172143,7.81465821125527,3.56413239613175,14.5126076264145
"36",3.77284160957062,7.10461514480333,3.77284160957062,5.15233771578073,9.608089771288,7.74509595821743,8.70189656615446,8.20115661481395,8.30623111775134
"37",5.1247210460936,6.57567794062522,5.1247210460936,6.08663965456084,9.17480918245934,8.28780951883963,7.81233387120689,2.54184718476608,14.2796558680234
"38",4.7378030001922,7.81556376138429,4.7378030001922,-3.05741100593213,8.14413642097192,7.24428249047089,6.59347223165773,4.03680320363492,5.49036165774603
"39",3.99121896074462,6.42219817149162,3.99121896074462,9.63295922892939,10.0855108910884,6.81261333510417,7.55487336954292,8.90537171857432,24.794933965291
"40",4.96618579840831,5.53177319808476,4.96618579840831,-8.23217799956833,9.98887261764851,7.82938307649179,9.08652814087934,5.81906485371292,7.64879864208702
"41",3.75714041628976,7.32277435710447,3.75714041628976,2.26576044750496,8.93446065230388,7.31330434388399,8.11481505391892,6.224568891339,11.3516334763049
"42",7.0895181503621,6.99845128043215,7.0895181503621,3.33647621469617,9.82554376533956,6.54733474196457,8.4368843003274,7.97252432443202,16.108200569083
"43",6.23629757525573,6.40135415167253,6.23629757525573,3.26668534779594,7.01835822829042,7.22725086394654,7.11738512653994,1.47361478302628,25.7724233863187
"44",4.77012094525934,6.65935504954678,4.77012094525934,5.38556311305952,7.86645456630129,7.03596078033008,8.32399938136941,8.05396130075678,20.5672246937565
"45",4.54792550480485,5.7683919710205,4.54792550480485,2.99337579748548,8.97519040356357,5.99209599524535,6.2442123320709,1.99582151370123,21.7541761949256
"46",6.37935200825703,6.3977316235111,6.37935200825703,9.72353611170355,8.16528455399798,7.95540754513672,9.20044414758522,9.70402256818488,35.4225242265212
