"x","pmf_x"
5,0.004
33,0.0148
43,0.0269
46,0.014
54,0.0103
76,0.0055
83,0.0198
87,0.0046
90,0.0063
92,0.0038
94,1e-04
99,0.0153
117,0.0075
120,0
130,0.0077
136,0.0338
153,0.0075
169,5e-04
170,0.0011
177,0
184,0.0106
190,0.0016
196,0.0012
202,0.0289
210,0.0115
219,0.0133
223,0
241,0.0031
269,0.0146
280,0.0028
291,0.0011
298,0.0011
300,0.0099
303,0.0011
318,0.0012
319,0.0217
340,6e-04
341,0.002
342,0.0137
347,0.0147
351,0.0049
358,0.0062
376,0.0051
388,0.0034
410,0.0053
415,0.0019
424,0.0088
434,0.039
436,0
440,0.0149
457,0.0663
460,0.0042
511,0.0054
515,0.0049
527,0.0287
530,0.0106
559,4e-04
563,0.0047
585,0.0426
602,0.0015
615,0.0037
622,0.0356
626,0.0261
631,0.001
657,1e-04
661,1e-04
671,2e-04
674,3e-04
677,0.0131
689,0.015
690,0.0073
696,0.0087
697,0.0131
701,0.0035
703,0.008
708,0.0065
713,0.0038
725,0.0194
727,6e-04
732,0.0132
747,0.0198
749,0.0135
775,0.0041
782,0.0032
786,0.0023
791,0.0225
823,0.0157
825,2e-04
832,0
840,2e-04
854,0.0038
855,2e-04
883,0.0098
908,0
913,0.001
914,0.0023
919,0.0029
925,0.005
926,0.011
928,0.0057
939,0.0361
945,2e-04
948,0.0131
955,0.0065
958,0.0114
963,0.0097
966,0.0041
984,0.0161
992,0.0033
