"x","pmf_x"
9,0.0148
29,0.0582
37,0
52,9e-04
53,0.0016
54,0.0077
63,0.0119
68,0.0053
84,0.002
89,0.0123
92,0.0081
93,0.039
103,0.0121
105,0.0149
128,0.0043
141,0.0052
168,0.0397
176,0.0014
197,0.016
200,0.0067
236,2e-04
249,0.0042
253,0.0044
259,0.0014
263,0.0151
295,0.0011
299,1e-04
301,6e-04
303,0.0065
306,0.0023
315,0.0427
327,0.002
332,0.0031
342,0.0344
347,0.0239
352,0.014
356,0.013
383,0.0073
399,0.012
400,0.0211
413,0.0043
440,0.004
449,0.0089
450,0.0063
454,0.0041
456,0.0043
477,0.0362
490,0.0232
494,0.0039
511,0.0013
513,0.027
537,0.0163
546,8e-04
571,0.0013
573,0.0091
577,0.0141
581,0.021
594,0.0043
631,0.0327
650,2e-04
655,0
671,0.0069
675,0.0016
689,0.0015
698,0.0172
725,0.0297
731,0.0116
746,0.0115
749,0.0237
750,0.0107
761,3e-04
774,6e-04
776,0
784,0
792,0.0037
796,0.0403
800,0.0141
803,0.005
815,0.0057
816,0.0013
823,0.002
828,0.0227
831,0.0076
855,0.0023
885,0.007
894,0.0044
912,0.0312
918,4e-04
932,0.0037
946,0.0122
967,0.0035
976,0.0224
979,4e-04
