"x","pmf_x"
20,0.0216
27,0.0038
53,0.0091
55,0.0077
57,3e-04
70,0.0079
74,0.0083
77,1e-04
88,0.0018
114,0.0016
120,0.0209
123,0.0251
133,0.0123
142,0.0107
148,0.0595
153,0.0852
155,0.0164
193,0.0013
201,0.0074
206,0.002
212,0.0037
215,0.02
232,0.0053
247,0.0131
258,0.0042
265,0.0205
269,4e-04
283,0.0107
290,0.0078
296,0.0576
314,0.0014
320,0.004
327,0.0155
343,0.0164
344,0.0203
407,0.0013
408,0.0014
410,0
412,0.0023
427,0.0046
454,7e-04
487,6e-04
488,0.0035
494,0.0017
497,0.0025
504,1e-04
524,0.0043
549,0.0115
565,1e-04
594,0.0073
599,0.0042
610,8e-04
614,0.0165
618,0.0513
630,0.0425
651,0.0086
665,0.0553
681,0.0125
722,0.0014
735,0.0013
746,0.0469
753,0
756,7e-04
758,0.0017
763,0.0056
775,0.0107
780,0.0018
788,0.0037
799,0
808,2e-04
814,0.0241
827,0.0314
850,0
876,5e-04
877,0
878,0.0118
879,0.0551
885,0.0012
896,0.0122
898,0.0061
902,0.001
916,0.0213
918,8e-04
930,1e-04
937,5e-04
967,0.017
979,0.0054
