"x","pmf_x"
7,0.0104
9,5e-04
21,0.0037
42,0.0214
47,0.001
74,7e-04
82,0.0233
87,0
88,0.0165
100,5e-04
103,0.0176
152,2e-04
154,0.0174
159,3e-04
177,2e-04
180,6e-04
187,0.064
189,0.0189
191,0.0019
199,4e-04
205,0.0092
208,0
218,0
239,0.0012
252,0.0103
256,0.0038
265,0.0023
280,0.0033
284,0.0781
289,0.0015
304,0.0829
315,1e-04
316,8e-04
328,8e-04
337,0.0052
355,0.0013
362,0.0218
367,1e-04
393,0.0392
400,0
411,0.0075
418,0.0134
448,0.004
472,2e-04
475,0.0066
481,0.0106
490,0.0021
520,4e-04
531,0.0322
550,0.0121
553,0.0068
557,0.0011
561,0.0066
597,0.0109
614,4e-04
619,0.016
627,0.0097
632,5e-04
642,0.0061
650,0.0026
691,0.0118
693,0.0045
698,8e-04
715,0.0166
718,1e-04
768,0.0018
771,0.0084
784,0.0421
793,2e-04
795,0.0056
821,0.017
824,2e-04
835,0.009
842,0.0235
844,0.0033
850,0.0397
854,0.0107
857,0.0035
860,0.0094
862,0.0068
904,0.0245
909,0.001
910,6e-04
936,0.0136
948,0.008
977,0.0162
978,0.089
983,0.0041
987,0.004
996,9e-04
1000,0.0119
