"x","theotherone"
1.5233,0.75041
1.45466,0.6972
0.53911,-1.36894
1.87158,0.94802
0.55615,-0.72536
0.30803,0.51371
0.98018,-0.18703
-0.21033,-0.24488
0.56936,1.67542
0.37782,-0.57445
1.75136,-0.21309
1.22993,0.56928
-1.3708,-0.99861
0.63237,-2.5006
1.59247,0.18901
-2.29454,0.25192
1.09213,1.57636
-0.74155,-0.51702
-1.01835,-0.24484
-0.0102,0.15092
1.60096,-1.13771
-0.88505,-1.03522
-0.39881,1.15652
1.40441,2.69156
-0.74946,-0.93584
0.53188,0.27367
0.12066,0.04392
4.60944,-5.05323
1.45987,-0.11506
0.54657,-1.31226
-1.1002,-0.38806
0.32864,0.61747
0.26676,0.26768
-1.18033,-0.02714
-1.36705,-1.59473
1.39755,-0.29393
-0.60917,-0.61808
-0.35517,0.12345
1.34197,0.607
0.05206,-1.20531
-0.30134,0.19545
2.54787,-1.47077
0.45445,2.04185
-0.56755,-1.91481
0.68915,0.31935
-1.21661,-0.21595
0.37705,0.98749
-1.38076,0.70831
0.58397,-1.12682
0.98485,0.64919
-0.68821,-0.48669
-1.00986,0.07687
0.3239,1.50894
1.04314,-1.5333
-0.0394,-0.41808
0.6854,0.69102
-0.27853,-0.28585
1.79971,-0.13027
0.54184,1.01742
-1.03546,-1.83429
-0.13135,-1.0244
-0.11809,0.47979
2.07185,-0.03664
0.30966,2.65644
1.91554,0.46517
-0.84371,-0.09424
0.68678,-0.43198
0.53427,-1.28836
1.65052,0.36636
-0.40651,-0.35258
0.15077,0.36225
-0.30155,-1.68828
0.93787,0.20071
0.07729,-2.03794
-0.24748,1.57678
-0.70622,-0.62284
-2.9641,0.52818
-0.61386,1.66635
1.40711,-1.44613
-0.00068,2.12564
0.16747,-0.60945
1.35491,-0.1126
0.48998,-0.798
0.00883,1.92397
0.93756,-1.97017
0.22737,0.45259
-0.28739,-0.68726
-0.41433,0.72502
-0.18765,-1.2688
-0.21274,-1.35091
0.1686,0.58494
0.8636,0.56965
-1.87636,0.41369
-1.96003,-1.20072
0.83869,0.06853
-0.25448,-1.34578
0.64174,0.63205
-0.99709,-1.03939
1.09951,0.12469
-1.7019,0.42898
-0.60642,1.6525
1.10884,-0.10293
-0.91425,-1.13637
0.98639,-0.42114
-1.0049,0.22785
-0.27179,-0.42022
-0.82841,0.44629
0.63275,0.34931
-0.11239,-1.44499
-2.58852,-0.18435
-0.30883,-0.85825
0.47663,0.25717
1.22167,-0.85098
0.57797,0.40513
0.01347,-1.21367
-0.36099,1.42758
-0.52287,-0.25827
-0.11796,1.60524
-0.70225,0.46648
1.55003,-1.51876
1.42277,-0.14159
-1.44256,-0.27754
0.82064,1.51594
0.50058,0.81809
-0.96411,1.16498
-0.60358,-0.4594
0.32963,-1.46875
0.73839,1.64262
0.20289,0.32292
0.71868,-0.71354
0.13351,0.00681
-0.18326,2.52585
-1.2582,-0.32315
-2.07715,-0.7109
-0.71627,-0.59815
0.19077,-0.2895
0.57287,0.21118
-0.88196,-0.05121
-1.30801,-0.30244
-0.16966,0.91303
-2.16873,0.73042
-0.27838,-0.49764
0.8827,0.30844
-1.34141,-1.04767
0.63536,1.66739
1.10893,-0.30359
-0.4881,1.46588
0.97354,0.37397
-0.22929,-0.44024
1.06903,0.43724
0.72938,-0.31182
-0.21348,0.82308
0.3943,1.73954
-0.08533,-0.34877
1.24617,0.80032
-0.22444,0.44274
-0.13196,-0.24915
1.74334,1.97179
1.04643,-0.01758
-0.11317,-0.40448
0.7873,-1.36472
0.85631,-0.98124
-0.05299,2.61063
1.0813,0.04032
0.11126,-1.50399
-0.02972,0.5873
0.02018,-0.53358
-0.31405,-0.85052
0.38173,-0.64279
1.49986,0.98249
-0.19363,0.4855
0.91459,2.26189
-1.7386,0.58581
-0.03489,-1.9024
0.65254,0.9953
0.77883,0.13369
-1.68986,0.0462
0.42622,1.30359
0.47939,0.85685
2.01103,1.46719
-0.6,-1.33917
-0.32609,-0.78857
-0.78608,1.73718
1.72935,-0.35706
-0.17401,1.00764
-0.43501,0.58262
-1.90775,-0.75175
-1.1364,-0.26442
-1.14924,-1.13713
-0.33107,0.17449
0.22773,-2.09032
-0.53366,1.13728
