"amaflix","netazon"
88.29,60.97
71.6,64.86
49.57,66.54
46.6,67.94
75.8,64.12
58.52,66.24
82.74,64.23
83.4,62.72
82.28,63.12
49.44,67.71
36.7,68.61
63.58,65.08
27.75,70.81
36.61,68.17
61.52,65.4
48.94,67.58
30.01,70.68
78.63,63.4
65.58,65.14
95.31,61.09
59.76,65.38
65.68,65.28
74.66,64.58
62.63,64.31
52.66,67.08
82.51,62
35.13,69.28
51.26,67.53
65.92,65.84
63.17,66.06
54.16,66.29
53.11,67.09
56.56,66.75
68.5,64.21
57.41,65.79
91.25,61.38
64.62,66.15
46.73,67.06
69.13,66.33
75.89,63.85
46.08,68.44
69.1,63.27
64.27,64.99
84.77,63.12
52.06,67.38
34.77,68.45
72.95,65.01
66.1,65.33
68.08,66.17
75.62,63.1
70.7,63.71
73.05,64.07
62.7,65.69
66.82,65.25
62.74,65.52
78.66,64.39
77.58,63.33
74.42,64.96
81.04,64.1
69.92,64.16
78.36,63.15
61.44,65.1
64.67,64.86
29.89,70.16
60.88,66.82
56.83,65.9
46.84,67.73
74.54,63.68
80.16,63.37
73.6,65.55
42.91,67.5
76.47,63.33
66.13,65.78
81.96,63.97
67.16,64.88
66.78,64.21
87.96,63.2
91.17,60.86
69.63,64.12
61.78,66.01
50.1,65.31
56.51,65.27
77.95,63.71
82.84,63.64
79.56,62.82
72.46,64.83
75.56,63.94
61.5,64.35
73.86,63.78
69.04,65.09
91.27,61.99
51.01,66.99
56.29,66.19
46.89,67.06
62.02,65.43
57.07,67.06
54.54,66.2
58.67,66.78
40.2,67.89
65.13,65
61.57,65.54
76.21,64.55
79.59,63.65
72.77,63.84
88.25,61.12
47.05,68.41
36.31,69
72.36,64.6
60.49,66.3
61.26,65.24
49.69,67.02
53.1,67.01
45.15,67.48
62.91,65.2
67.56,63.38
53.61,67.45
72.36,63.98
46.65,68.2
84.17,62.85
78.4,63.72
77.59,64.02
52.85,67.99
45.71,68.25
65.65,64.26
66.56,65.52
43.47,66.22
70.31,65.29
53.77,66.72
74.28,64.41
59.59,65.95
70.68,63.65
61.23,65.75
45.2,67.97
51.13,66.77
51.1,67.96
55.73,67.49
72.76,63.85
79.34,65.02
52.88,66.28
71.08,64.56
34.42,70.66
76.61,63.9
44.32,69.07
72.56,64.47
62.43,66.41
82.74,62.04
53.18,67.43
50.26,67.07
58.64,66.03
61.05,66.35
43.83,68.13
53.32,66.87
63.45,65.38
39.06,69.85
42.6,68.79
62.15,65.91
62.62,65.8
70.55,64.98
58.15,66.69
66.76,63.9
57.88,65.89
65.56,64.66
54.62,66.78
40.99,68.36
68.46,65.29
49.14,67.31
46.75,67.48
87.49,60.62
39.25,67.19
41.14,68.31
62.36,64.98
75.96,63.53
73.1,65.27
54.12,66.34
81.81,62.5
65.16,65.23
54.06,66.89
40.52,68.05
43.73,70.17
57.97,66.27
29.95,69.19
37.82,70.44
45.91,67.95
45.14,68.08
71.45,64.78
84.05,62.69
60.19,66.66
56.38,65.89
57.78,66.64
60.73,65.71
73.01,64.39
81.67,61.35
53.29,67.45
38.09,68.56
75.04,64.05
65.79,65.9
71.69,63.95
58.38,66.19
50.49,68.07
67.15,64.82
63.53,65.45
54.39,67.64
60.14,64.72
46.21,68.84
61,65.18
59.98,66.56
83.71,64.14
52.24,66.98
62.42,64.74
75.85,64.06
73.12,62.79
60.62,65.37
37.11,68.95
52.58,65.84
86.06,62.07
59.47,66.31
46.71,66.81
55.18,65.88
74.84,63.4
56.78,65.96
77.84,64
52.04,67.24
60.74,67.97
69.63,64.52
71.4,64.85
67.08,64.5
37.73,69.49
49.61,66.75
66.83,64.05
62.9,64.39
64.72,65.56
69.12,64.33
61,64.99
56.9,65.6
