"x","pmf_x"
10,0.0029
19,6e-04
23,0.0011
33,6e-04
63,0.0383
67,3e-04
84,0.0035
86,0.0021
88,0.0062
93,1e-04
104,4e-04
106,0.0117
114,0.0058
117,0.0103
134,0.0146
140,0.0028
146,0.0234
153,0.0076
155,0.0119
160,0.0129
167,0.0106
169,0.0147
184,4e-04
186,0.0613
202,0.0158
216,8e-04
222,0.0325
236,0.0013
242,0.0021
248,1e-04
249,0.0024
250,0.0186
255,0.0013
258,3e-04
266,0.0069
290,0.0047
291,0.0248
321,0.0075
325,0
356,0.0082
358,0.007
360,2e-04
362,6e-04
370,0
372,0.0073
393,2e-04
397,0.0059
405,1e-04
409,0.0043
415,0.0363
419,1e-04
431,0.02
434,0.0031
448,0.0144
460,0.0033
465,2e-04
517,1e-04
545,0.0144
556,0
575,0.0281
580,2e-04
581,0.0071
609,2e-04
628,0.0018
641,0.0512
646,0.0177
659,0.0014
670,0.069
685,0.0073
687,0.0089
728,1e-04
743,0.0021
772,0.007
781,0.0036
794,0.0011
796,0.0022
799,0.0063
823,0.0043
854,0.0373
870,0.0175
881,0.0105
925,5e-04
930,0.0467
937,0.0163
938,0.0013
943,0
964,0.1542
967,0.0015
979,0.0045
994,0
997,0.0012
