"amaflix","netazon"
78.64,72.56
72.25,65.41
73.54,79.42
67.24,74.77
74.93,86.58
72.33,73.42
68.22,87.15
78.64,89.35
67.73,60.44
74.61,75.12
70.77,74.63
69.91,83.87
72.36,77.32
78.57,82.32
68.05,83.28
71.07,65.79
80.44,71.22
74.1,74.71
66.88,77.54
79.72,76.57
67.7,66.25
72.87,85.48
67.77,76.13
72.01,69.46
80.99,85.2
77.39,72.1
70.05,86.96
69.64,81.02
74,74.71
67.73,66.36
68.18,80.93
76.43,68.42
71.56,83.16
74.52,79.29
78.22,83.64
71.43,69.19
66.12,71.79
68.84,73.24
70.53,72.4
70.57,80.72
71.52,75.15
73.08,69.72
69.36,73.36
71.13,70.4
79,75.73
72.21,72.44
72.86,76.05
71.95,79.4
73.89,73.53
69.92,71.25
76.9,78.81
67.86,75.9
76.23,67.97
66.42,80.75
66.25,70.79
71.73,72.52
72.57,73.14
72.96,69.39
74.24,76.79
68.18,71.15
66.11,64.74
70.89,67.2
72.93,81.26
71.31,78.18
68.74,68.75
69.12,78.84
74.23,72.45
70.7,81.04
70.48,72.89
72.08,74.45
69.91,72.42
70.99,83.74
69.6,71.92
71.4,76.26
76.35,75.47
75.26,72.08
76.85,85.96
81.94,84.54
71.97,78.35
80.52,81.37
72.1,83.14
66.35,83.29
66.98,66.38
77.71,79.2
71.2,82.83
70.93,82.73
69.43,84.81
64.83,83.03
73.74,72.05
76.59,82.9
75.6,84.56
72.52,76.07
65.84,72.75
75.87,72.23
69.5,80.63
69.93,71.75
68.16,69.63
68.63,76.4
72.51,76.94
72.41,71.36
68.44,75.51
71.89,73.31
71.32,78.59
71.62,77.61
74.17,80.81
70.75,89.3
68.71,67.13
69.75,71.8
68.96,79.75
66.1,74.87
76.31,65.58
70.53,74.76
74.42,82.14
72.31,79.91
74.36,75.58
68.27,56.77
75.26,72.6
70.82,67.68
72.86,82.13
71.36,75.77
70.59,89.57
69.35,71.69
71.53,70
63.16,77.66
75.47,82.9
71.2,71.46
65.97,81.66
72.78,73.08
75.62,83.68
68.55,74.81
73.96,75.9
76.39,66.35
74.66,67.97
77.25,76.56
76,70.49
72.08,76.05
66.55,88.29
68.42,62.08
74.36,78.08
75.12,77.36
77.12,66.19
74.85,84.69
66.98,71.79
72.54,74.91
65.41,66.67
75.81,64.08
72.97,85.03
74.13,86.41
70.12,82.93
65.71,77.09
76.02,73.43
67.85,72.05
71.16,77.89
67.78,71.08
71.36,71.99
65.7,73.6
66.76,79.51
75.29,83.53
73.93,64.58
73.78,82.6
73.93,71.72
78.68,74.72
75.55,88.64
73.25,79.19
68.88,70.9
69.46,75.44
71.49,73.89
76.04,77.07
65,66.83
75.15,83.57
71.8,73.92
72.93,84.99
75.47,86.39
65.77,69.83
72.67,70.77
76.58,80.51
73.6,83.68
72.29,77.99
75.66,76.03
71.71,75.7
67.92,78.62
73.72,79.78
72.35,75.26
71.83,66.54
72.55,85.42
68.37,74.16
71.09,68.69
76.4,85.29
72,78.78
77.17,78.6
73.66,65.15
69.54,80.25
63.67,80.86
75.11,82.11
70.46,88.25
70.05,79.58
74.5,77.24
77.49,76.74
69.31,79.85
71.95,71.94
70.35,77.91
68.7,69.59
69.73,81.96
74.1,68.32
77.7,81.09
62.94,79.13
66.72,75.39
70.66,61.33
74.1,69.14
71.06,74.25
77.2,75.95
73.11,71.69
68.58,74.61
68.39,74.96
74.22,67.82
73.4,85.34
72.7,75.47
70.57,75.52
72.17,73.65
69.52,80.82
77.59,82.72
67.19,79.14
70.43,78.9
70.31,72.87
79.77,67.84
68.06,83.03
74.88,67.81
72.35,74.15
70.45,76.76
73.98,79.75
72.56,79.11
72.29,64.53
69.94,75.46
75.53,88.56
72.3,72.92
71.75,65.51
76.45,80.24
60.78,92.44
72.85,72.84
71.35,67.41
76.53,71.85
70.46,78.54
71.2,71.89
70.77,71.23
73.58,85.94
