"x","pmf_x"
1,0
15,0.0197
26,0.0114
28,0.0178
29,0.0045
30,1e-04
32,0.0104
39,0.0032
43,1e-04
46,3e-04
48,0.0049
50,1e-04
54,0.0018
66,0.0062
76,0.0133
82,5e-04
88,0.0363
93,8e-04
104,0.0041
107,0.0033
111,0.0062
143,0
147,0.0037
168,0.0036
183,0.0142
191,0.0059
203,0.0013
217,0.0122
221,4e-04
230,0.0385
234,0.0139
249,0.0036
257,0.0204
267,0.0163
273,0.0027
276,0.01
289,0.0029
290,0.0015
311,5e-04
315,2e-04
323,0.0018
352,0.0046
376,0.0072
387,0.0247
399,0.0241
429,1e-04
449,2e-04
451,0.004
453,0.0301
457,0.0156
466,0
498,2e-04
511,0.012
516,0.0076
540,0.017
541,0.0034
544,4e-04
577,0.0113
579,9e-04
580,0.0053
585,0.0069
586,0.0406
595,6e-04
602,7e-04
608,0.016
612,0
616,0.0048
618,0.003
619,0.0055
632,1e-04
636,0.0014
645,0
675,0.0081
695,0.0018
697,0.0011
700,0.0279
702,0.0181
709,0.004
712,0.0139
716,0.0479
720,0.001
723,0.0034
732,7e-04
734,7e-04
737,0.0132
753,0.0137
757,1e-04
766,2e-04
773,0.001
784,0.0138
818,0.0076
819,0.0574
827,0
831,0.0568
838,0.0018
854,0.0058
861,0.0046
863,0.0052
875,0
889,2e-04
918,0.0027
923,0.0232
925,0.0023
926,0.0034
930,0.0054
931,0.0318
935,0.0244
955,0.0038
963,1e-04
975,0.0099
997,0.0361
