"x","pmf_x"
3,3e-04
15,0.0017
19,0.0012
37,0.001
64,0.0175
70,0.0099
83,0.0086
106,0.0124
136,0.006
167,1e-04
170,0.0021
174,0.0037
196,0.0072
202,0.0111
204,0.0038
207,0.0198
211,0.0179
229,0
233,0.0154
252,0.0042
274,0.0045
277,2e-04
287,0.0323
317,0.0126
320,0.003
336,0.0035
337,5e-04
350,0.0249
359,0.0072
371,0.001
399,0.0054
402,2e-04
406,0.0293
410,0.0068
416,3e-04
429,2e-04
458,0.0022
470,0.0164
477,0.0068
480,0.0026
502,0.0146
505,1e-04
506,0.0046
517,0.0142
526,0.0124
541,0.0528
543,0.0026
555,0
562,1e-04
581,0
592,0.0033
601,0.0101
609,0.0053
631,0.0011
636,0.0256
655,1e-04
657,0.0119
669,5e-04
687,6e-04
702,6e-04
704,0.0025
711,0.0018
718,0.0582
737,0.0242
750,8e-04
752,0.0035
758,0.001
769,0
774,0.0043
798,1e-04
799,0.0158
802,0.0076
833,0.0305
850,0.0073
861,0
872,0.0036
887,1e-04
893,0.0024
901,1e-04
910,0.0055
913,0.0119
915,0.0103
920,0.0121
921,0.0245
935,0.0085
945,0.0032
950,0.0425
955,0.0178
956,0.0395
980,1e-04
986,0.108
991,0.0256
999,0.0624
