"x","pmf_x"
8,0.0018
16,0
26,9e-04
33,0.0038
37,0.0042
38,0.0091
41,0.0105
49,0.0228
55,0.0401
61,0.0045
62,0.007
78,0.0115
120,0.0094
130,0
135,0.0165
144,0.0034
148,0.0042
150,0.0011
157,0.024
167,0.0131
174,0.0096
176,0
183,0.001
192,0.0018
229,0.0011
231,0.0016
235,0.0937
238,1e-04
240,7e-04
247,0.0113
256,0.0027
260,0.0184
261,0.0074
274,0.0526
277,0.016
281,0.0047
283,0.0013
300,0.0075
318,0.0134
319,0.0262
329,0.0019
340,6e-04
352,0.0039
358,0.0026
369,8e-04
372,0.0113
373,0.0145
380,0.0433
388,0.0144
389,0.0174
418,0.0042
438,0.0059
439,0.0115
440,0
452,0
459,7e-04
463,0
479,0.01
520,0.0119
529,3e-04
548,0.0132
574,0.0244
584,2e-04
600,0.0106
614,2e-04
619,0.0229
632,0.0026
634,0.0016
648,0.0263
655,0.0154
662,0.0059
665,0.0049
669,0.0396
673,0.0011
679,5e-04
686,0.0072
689,0.0026
693,3e-04
707,0.0086
712,0.0065
718,0.0018
719,0.0369
725,2e-04
733,0.0054
753,0.0104
761,0.0025
786,4e-04
803,0.0187
809,0.0224
816,0.0026
841,0.011
847,0.0012
854,0.0011
855,0
868,0.0061
870,0.001
885,0.0139
903,9e-04
927,0
937,0.0027
946,0.0069
955,7e-04
973,9e-04
975,0.0357
978,0.0078
