"x","pmf_x"
2,0.0015
12,0.0375
27,1e-04
35,0.0166
44,0.0048
48,0.0417
52,0.0488
61,0.0349
64,0.0048
68,0.0088
96,0.0099
106,0.0152
111,6e-04
113,0.0138
127,0.0059
137,0.0084
142,0.0048
145,0
166,0.0039
169,0.0105
180,0.0097
183,0.0129
186,0
190,0.0203
242,0.0035
248,0.0393
259,0.0012
264,0.007
302,0
305,2e-04
310,0.01
311,0
340,0.0449
352,0.001
355,0.0077
370,1e-04
378,2e-04
384,0.0317
401,0.0242
429,0.0014
436,0.0087
440,0.0167
453,0.0097
462,0.0101
468,3e-04
491,0.068
496,0.0012
501,0.0097
526,0.004
545,0.0236
558,7e-04
571,0.0808
603,0.0012
610,1e-04
630,0.0041
655,0.0145
676,0.0053
690,0.0529
692,0.0013
702,1e-04
709,4e-04
728,0.0027
755,0.0034
756,0.003
759,0.0268
766,0.0015
772,0.0846
778,0.0021
796,0.0025
801,0.001
830,5e-04
836,0.0083
847,0.0012
864,0.007
865,0.0073
866,4e-04
897,0
904,0.0025
937,0.0084
945,0.0226
948,0.0051
949,0.0016
952,0.0058
953,3e-04
994,2e-04
