"amaflix","netazon"
76.18,67.95
69.89,71.03
72.99,69.66
69.77,71.37
65.99,73.51
67.13,72.69
68.76,71.96
69.91,71.45
69.72,71.43
71.5,70.53
69.49,71.69
70.13,71.33
67.51,72.66
69.92,71.11
67.15,72.85
71.59,70.31
69.78,71.54
72.02,70.33
67.76,72.35
68.45,71.86
67.45,72.85
68.02,72.37
68.01,72.18
64.15,74.32
72.34,69.83
63.68,74.68
68.67,71.99
69.21,71.6
68.79,71.82
67.54,72.5
67.43,72.44
65.17,73.65
69.52,71.41
67.77,72.37
70.11,71.11
68.17,72.1
68.99,71.65
67.88,72.43
65.12,73.86
68.43,71.96
65.89,73.5
66.81,72.91
71.06,70.71
67.68,72.63
66.98,72.83
65.6,73.66
72.64,69.91
70.75,70.84
69.34,71.57
65.2,73.82
71.71,70.33
70.5,71
70.83,70.86
67.56,72.63
70,71.08
69.7,71.47
66.07,73.28
67.31,72.57
70.08,71.22
65.16,73.74
70.85,70.73
70.49,70.96
65.46,73.56
65.04,73.93
70.36,71.14
72.23,70.02
65.78,73.55
69.93,71.04
68.22,72.13
69.37,71.49
68.05,72.3
68.85,71.84
71.16,70.73
64.54,74.34
66.01,73.3
66.56,72.97
64.94,73.77
67,72.85
67.55,72.54
67.4,72.7
67.22,72.64
68.46,72.04
66.53,72.87
70.16,70.93
71.87,70.15
68.81,71.8
65.59,73.55
67.78,72.28
64.14,74.14
63.09,74.64
68.44,72.11
68.51,71.94
68.64,71.94
69.91,71.34
67.39,72.62
67.48,72.64
65.23,73.79
70.04,71.31
73.16,69.44
61.72,75.56
65.81,73.45
73.13,69.71
65.86,73.51
62.77,75.31
65.56,73.75
66.14,73.31
69.93,71.17
68.97,71.83
65.64,73.76
67.89,72.51
67.35,72.58
71.46,70.5
66.4,73.19
62.97,74.85
65.38,73.45
68.74,71.8
66.69,73.07
68.37,71.99
68.26,72.16
63.67,74.44
68.05,72.34
69.57,71.37
68.46,72.22
68.53,71.89
64.56,74.04
71.79,70.35
70.73,70.79
69.35,71.75
66.64,73.21
67.47,72.52
70.12,71.11
62.86,75
65.77,73.76
69.85,71.29
69.75,71.28
69.22,71.49
68.58,72.17
69.84,71.21
71.11,70.57
66.42,73.17
73.49,69.18
67.26,72.72
71.05,70.74
68.66,71.68
67.8,72.24
67.96,72.37
70.33,70.99
62.92,75.06
67,72.85
65.88,73.43
67.1,72.64
70.39,71.11
67.82,72.28
68.29,72.09
69.98,71.21
69.79,71.38
68.43,72.12
71.46,70.37
65.08,73.77
70.23,71.14
70.56,70.98
67.42,72.47
68.29,72.23
70.13,70.87
66.69,72.83
67.02,72.93
68.81,71.99
69,71.74
65.33,73.71
61.28,75.64
63.26,74.91
69.84,71.1
67.03,72.82
65.49,73.7
67.63,72.65
65.72,73.61
71.59,70.19
66.49,73.17
66.26,73.34
69.56,71.23
68.88,71.7
64.29,74.29
68.12,72.33
66.86,72.84
70.62,70.96
69.54,71.53
66.73,73.03
67.97,72.31
69.23,71.72
66.4,73.27
73.49,69.38
66.87,72.97
63.5,74.71
71.5,70.44
70.51,70.85
68.4,72.11
64.81,73.95
71.77,70.51
69.78,71.32
69.6,71.54
68.33,71.98
64.58,74.12
67.83,72.46
68.69,71.96
62.72,75.02
67.81,72.28
69.72,71.19
68.13,72.07
64.42,74.29
66.31,73.05
68.97,71.81
69.01,71.72
68.72,72
71.41,70.48
64.26,74.12
70.84,70.72
68.41,72.02
67.89,72.32
65.95,73.14
69.3,71.46
66.95,72.72
67.93,72.37
70.78,70.75
64.46,74.41
69.26,71.65
64.79,73.69
69,71.76
70.04,71.33
67.63,72.46
65.9,73.44
66,73.24
66.38,73.27
66.48,73.18
67.37,72.58
64.8,73.99
71.32,70.61
71.37,70.5
69.39,71.55
65.31,73.91
69.81,71.42
68.45,71.96
66.22,73.13
65.74,73.57
70.65,70.86
60.73,76.16
67.75,72.4
68.27,72.28
69.52,71.67
67.16,72.79
