"x","theotherone"
-3e-05,-0.16717
-1.17654,-0.29488
-1.11623,-1.16428
-0.72952,0.7649
0.2524,0.98634
0.65748,1.31751
0.23491,-0.73431
0.84749,-0.89645
0.96941,0.4883
-1.63459,1.21985
0.72108,0.62063
0.78272,-1.61664
-0.77549,0.34498
1.63329,0.77233
0.19329,-0.09452
1.22708,0.84275
0.53217,-0.29415
-0.2975,-1.63763
-0.02245,-2.07502
1.42648,0.34379
-0.71274,-1.24305
0.93511,1.58281
0.49166,-0.91458
-0.15656,0.91616
0.74787,0.48968
1.96264,-0.34667
-0.8113,1.5342
-0.18725,-1.34629
-1.33643,-0.58825
-0.54657,-0.44647
-0.69206,-2.11806
-0.67664,0.382
-0.45277,0.55413
0.2222,1.41895
1.54165,-0.01642
-0.07381,-1.78881
0.8042,-0.55169
0.57206,-0.119
0.38054,0.73908
-2.24795,1.23077
0.29773,-0.18587
-0.73681,1.2179
-0.61971,-1.06317
-0.46414,0.85504
-0.3766,-1.73682
0.79705,-0.71632
1.49841,-1.04174
1.41752,0.53925
1.43741,0.54949
-0.20032,-0.48327
-1.12512,-0.40776
0.06423,-0.88056
1.90898,0.0578
0.03026,-0.4094
-0.32165,-0.4091
4.71589,5.75372
-0.16579,0.26913
0.45132,-2.23836
0.43636,-0.39635
1.22006,0.2656
-0.66528,-0.4468
-1.39618,0.79042
-0.11612,0.41135
-0.05902,-0.95164
-1.06735,0.25352
0.41157,0.44221
0.21071,0.2402
-0.40911,0.00255
-0.10278,0.04091
-1.61577,-0.77954
-0.3703,0.70013
-0.58848,-0.32043
-2.32892,-1.45353
-0.89035,-0.17668
0.05002,0.3336
1.35622,-0.43704
-0.37425,-1.35162
0.50949,0.6825
1.92364,0.55708
-1.51141,-0.10531
0.02364,-0.28328
-0.67291,-0.7928
-0.43287,-0.87818
0.14442,-1.1515
0.4839,2.01506
2.18373,-1.44094
0.38177,1.3088
0.22828,-0.13762
0.00238,0.44731
1.60318,0.15148
-0.87922,1.4281
-0.67661,-0.08989
0.50798,0.03389
-0.08661,0.3921
-1.53071,0.4133
-1.71033,-0.06313
0.28067,0.62082
0.84378,-1.04179
1.01901,1.70475
-0.14392,-1.0757
-1.22205,-1.01873
-0.94438,0.90056
-1.11273,-0.60814
0.74746,-0.32687
-0.82456,-0.56964
-1.07762,-1.0877
-0.12208,-0.71654
0.77133,0.65185
-1.03369,-0.00059
-0.69422,0.10315
-0.29636,-2.04455
0.49885,-0.7482
1.63079,1.57135
2.12833,0.0499
-2.00551,0.88182
0.00289,-1.14984
-0.26555,0.78994
0.08021,-0.20308
1.26124,1.58934
1.18665,-0.57141
1.56069,0.31647
-2.04939,0.13424
0.32543,1.84181
-0.48754,0.95521
1.55686,0.41473
-0.04956,0.7254
-0.28256,-0.27124
0.36823,-0.40746
1.6237,0.24729
-1.171,0.42127
0.31113,-0.45655
2.76127,1.71863
-1.74982,-0.17357
0.76011,-0.26738
1.05097,0.55021
-0.4427,0.10578
-0.22011,0.86404
-0.44997,-2.40402
1.71082,0.37948
0.10692,-1.19052
-0.52668,-0.66007
0.20532,-1.22135
0.62834,-0.4582
-0.07359,1.6383
0.39561,-0.48217
-0.12125,0.62522
1.03446,0.33463
0.03637,0.65622
-0.78586,-1.94009
-1.10198,-1.2115
-1.14037,0.23326
-0.57914,-0.21204
1.87557,1.55899
0.41664,-0.78724
-1.44478,-2.0006
-0.01867,0.20635
0.03725,1.05015
-0.38361,0.32594
0.15298,-1.56294
-0.02055,-1.41628
0.82123,0.38284
0.56722,-0.39575
0.86275,0.13845
2.46417,0.552
-0.61613,1.46152
-1.18878,-0.67327
0.24555,-0.53789
-0.77126,-0.036
0.63458,-0.16192
-1.45069,1.49462
0.99514,0.25046
0.34096,0.08786
0.0492,0.22919
-1.19034,1.66623
-1.95315,0.85895
1.33645,-0.42526
-1.28133,-1.60538
-0.40602,0.87661
1.18054,-1.99093
0.94295,1.16349
-0.5812,-0.74643
0.27262,-0.3591
0.79207,0.78261
0.81913,-1.84035
-1.56535,-1.19826
-0.89793,0.0566
-0.78733,-0.17839
0.54843,0.3511
-1.52013,0.06112
-0.21171,-1.2611
-0.40372,-1.37538
0.28561,1.13973
-1.8969,1.49566
-1.09689,-1.15368
1.94555,0.27541
0.60355,-0.23539
-0.33177,-0.43989
1.30763,1.53757
-0.2154,-0.05945
1.34201,-0.78029
1.33658,1.90424
-1.03045,0.38982
-0.05846,-0.63136
-0.83133,0.09134
-0.74867,-0.58246
1.00031,-0.07667
-0.78451,0.00039
-0.44009,-0.45076
-0.16424,-0.88293
0.54491,-1.7834
-1.59695,-0.71424
-0.49919,-0.59418
-2.18359,0.38349
-1.11677,0.26913
-1.5508,0.10079
-1.60965,-0.58368
1.61733,-1.08878
0.01511,0.20405
-1.9558,0.20836
-0.56307,-0.03048
-0.23954,0.20371
1.4215,0.65809
-0.18451,1.88076
0.97127,0.88021
0.06226,-0.35746
-0.95032,-1.87706
-0.00457,0.21878
-0.88123,-0.68668
