"x","pmf_x"
34,0.0181
62,0.0187
71,0.0016
75,0.0291
76,0.0046
88,0.0104
109,0.0038
115,3e-04
121,0.0029
126,0.0339
134,0.0042
160,1e-04
171,0.0071
175,0.0048
195,0.0241
233,0.0033
241,3e-04
248,0.0064
253,0.0124
254,0.0116
256,0.038
260,3e-04
276,0.0185
279,0.0144
284,0.0028
285,7e-04
286,0.0385
316,2e-04
324,2e-04
336,5e-04
383,0.0117
399,0.0263
426,0.0425
443,0.0041
447,1e-04
449,0.012
453,6e-04
455,0.0433
468,0.0163
493,0.0492
497,0.0013
499,0
504,0.0158
516,2e-04
533,0.0083
547,3e-04
556,0.0159
557,0.036
559,0.0337
589,0.0076
600,0.0023
604,0.0124
625,0.001
627,0.0017
638,0.0093
646,0.0026
653,0.0151
676,0.0027
677,0
695,0.0172
697,2e-04
709,8e-04
719,0.0205
725,0.0146
726,2e-04
745,0.0073
775,0.0066
784,0
791,0.0025
794,0.0028
828,9e-04
830,0
850,0.0033
858,1e-04
869,2e-04
870,0.0014
881,0.0127
882,0.0052
900,0.0313
910,1e-04
916,0.0147
948,0
952,1e-04
957,0.0107
966,0.0283
974,1e-04
975,0.0316
976,0.0425
978,0.0043
983,0.0225
998,0.0302
1000,0.003
