"amaflix","netazon"
66.82,74.04
68.08,72.98
65.44,73.53
73.18,73.27
68.63,73.25
75.7,72.96
66.2,73.7
65.09,73.44
67.68,73.33
81.76,72.24
74.46,72.8
63.35,73.52
64.72,73.72
67.55,73.47
69.19,73.22
68.37,73.54
73.11,73.18
67.99,73.03
79.81,72.72
67.41,73.04
77,72.68
69.65,73.05
62.57,74.12
69.42,73.09
62.67,73.04
77.54,72.75
70.53,73.36
71.3,73.47
68.63,73.3
74.64,72.69
66.59,73.77
72.38,73.2
70.95,73.21
66.71,73.46
61.49,73.5
67.2,73.66
66.11,73.73
71.71,72.92
55.5,73.84
67.18,73.61
78.36,72.67
68.78,73.4
72.3,73.13
66.79,73.76
65.74,74
68.04,73.24
68.38,73.32
69.29,73.54
70.84,73.07
74.68,73.19
60.95,73.99
65.27,73.73
60.31,74.15
66.69,73.91
70.77,73.42
59.75,74.08
73.15,72.99
75.54,72.95
62.41,73.96
77.07,72.73
71.33,73.17
69.96,73.21
63.2,73.56
69.86,73.14
68.7,73.11
72.56,72.94
74.14,72.92
66.6,73.65
69.29,73.3
71.82,72.89
78.02,72.88
67.9,73.61
61.63,74.11
75.3,72.78
64.94,73.65
78.93,73.3
75.89,72.64
69.59,73.41
70.53,73.01
70.45,73.12
66.12,73.35
65.24,73.69
65.92,73.59
54.48,74.44
59.73,74.17
75.39,73.06
66.83,73.25
72.11,73.1
67.5,73.14
78.89,72.76
74.27,73.06
67.51,73.07
60.82,73.59
68.43,73.59
66.98,73.18
68.98,73.51
66.1,73.54
70.93,73.53
78.32,72.71
61.76,73.86
61.62,74.29
71.61,73.25
70.46,72.98
70.51,73.28
73.24,73.17
69.98,73.14
72.61,73.16
63.14,73.41
62.86,73.22
66.8,73.46
65.99,73.31
65.17,73.54
72.18,73.14
79.57,72.97
63.46,73.95
67.05,73.63
64.6,73.33
64.08,73.6
65.42,73.83
76.89,72.87
65.51,73.71
64.34,73.71
69.38,73.07
69.01,73.81
70.68,73.06
72.06,73.1
64.36,73.97
61.37,73.38
69.67,73.58
66.76,73.18
75.28,72.61
68.25,73.13
65.77,73.87
66.26,73.2
68.11,73.42
80.02,72.7
63.96,73.77
68.81,73.45
72.69,72.87
77.89,72.51
71.59,73.2
64.08,73.26
73.11,72.74
68,73.71
72.57,73.24
75.94,73.2
61.51,73.44
68.83,73.33
69.5,73.8
76.83,72.62
66.05,73.8
63.82,73.75
73.22,72.8
71.49,73.38
68.44,74.03
71.12,73.45
69.27,73.21
74.27,73.36
73.83,73.17
74.62,72.62
77.97,72.52
65.55,73.37
69.06,73.48
64.77,73.16
70.53,73.45
69.23,73.58
81,72.11
69.9,73.69
66.66,73.57
68.77,73.37
67.1,73.72
75.24,73.7
72.18,73.28
69.93,73.43
62.92,73.7
76.12,72.16
64.41,73.3
69.93,73.45
71.93,73.15
68.86,73.66
76.23,72.75
64.24,73.97
73.09,73.67
62.96,73.91
66.14,73.66
69.92,73.55
64.64,73.69
71.27,73.43
58.59,73.58
75.11,72.99
70.54,73.46
72.5,73.02
67.76,73.41
67.2,73.37
70.74,73.14
63.16,73.5
73.77,72.84
67.73,73.01
67.63,73.42
70.66,73.02
64.09,73.59
65.61,73.56
68.11,73.72
64.99,73.56
66.12,73.47
63.4,73.49
77.7,72.47
67.12,73.65
64,73.34
72.29,73.37
64.63,74.09
72.37,73.41
78.75,72.43
62.29,73.89
75.31,73.3
66.72,73.49
69.7,73.63
75.04,72.97
76.5,73
59.73,73.88
64.58,73.84
66,73.3
62.06,74.09
64.99,74.12
72.86,73.41
68.07,74.04
64.91,73.61
63.71,73.7
73.44,73.03
71.6,72.99
65.53,73.83
73.46,73.2
68.02,73.17
71.84,73.25
73.57,73.13
61.49,73.76
65.5,73.14
65.56,74.06
69.9,73.26
67.32,74
62.71,73.27
64.92,73.41
69,73.22
71.73,73.43
63.49,72.97
51.87,74.4
71.32,73.01
61.23,73.68
67.17,73.73
