"x","theotherone"
-0.84315,1.04727
0.39849,0.2332
0.66357,1.25642
1.78911,-0.39383
-0.16591,0.1512
1.33963,-0.55854
0.52616,-0.20516
1.92764,1.08894
1.36262,-0.31157
0.14359,0.38097
2.23788,-1.61948
-1.0531,0.059
-2.03067,-2.06296
0.71978,-1.87667
-1.84978,0.12902
0.57702,-1.00591
-0.34182,1.00732
-2.02294,0.40022
-0.72289,0.65028
-0.11747,-0.59469
0.60657,-2.05725
-0.22174,0.82013
-0.31191,0.81003
-0.36633,-0.33059
0.2101,-1.42596
0.59497,-0.67882
1.04598,-0.94957
1.06281,0.88888
-0.53987,0.6734
1.20638,-0.79915
0.3548,-0.07294
-0.83895,0.62381
-1.51285,0.37195
0.81945,-0.83859
0.19519,0.18034
-0.04619,0.35151
0.63217,0.51932
-0.07141,0.49574
0.21449,1.44732
-1.05548,-1.05095
0.25559,-0.2775
-1.00769,0.94208
-1.49496,-2.95361
-1.03259,0.11786
1.29222,2.15957
0.91808,-2.9988
-0.33515,-1.01681
-0.7204,1.7164
-0.17888,0.02594
1.00883,0.72192
-0.50871,-0.98234
-0.76804,0.39392
0.28999,2.17739
0.25361,0.29675
0.83309,-0.60575
-1.39668,0.06195
0.02231,0.26099
-1.54876,2.59942
5.24122,-5.84968
0.49275,0.23812
-0.27189,0.11811
0.45227,-0.33018
1.29447,-1.61336
-1.69508,-0.97133
0.12141,-0.22201
-0.42726,0.97664
0.73618,0.35722
0.18374,-1.71855
1.0641,0.67358
1.27329,0.49238
0.30989,-1.29403
-0.83386,0.96098
0.2379,-1.3481
1.09985,-0.45
1.58529,-1.49582
1.21972,1.59732
-0.18917,0.48828
0.14907,1.0687
-1.00473,1.21817
-1.49697,0.41217
-1.86791,-0.41587
0.95971,0.95381
0.69544,-2.82972
0.02399,1.80226
0.78974,-0.36852
-0.18501,-0.60886
-0.49358,0.51691
-1.57899,0.00622
-2.18549,0.93934
-0.18896,0.20409
-0.05304,0.0264
0.85535,0.18173
0.97203,-1.0765
-0.22149,-0.883
0.17815,0.19059
0.84353,-1.05131
-0.93731,-0.93043
-0.08715,-0.85876
-0.20549,-1.75741
0.03057,0.73937
2.20857,-0.20913
-0.34011,-0.35585
0.88583,0.17667
1.0026,0.23634
0.25691,-0.01848
-1.41988,-1.546
0.96016,0.11524
-3.89093,-0.05985
2.18321,-0.8736
-1.15798,-0.64872
0.27568,0.60281
-0.13205,0.91763
-0.18968,0.35878
-0.11757,-0.37736
-0.84971,-0.92439
2.44751,0.98273
-0.6077,0.93382
-0.49638,-0.62377
2.32003,0.61949
0.53538,-1.20544
-0.85849,1.27263
0.17004,-0.91916
-0.00779,-0.7932
0.5853,0.41521
-0.22809,-1.19798
0.21202,1.30835
-2.19372,1.13427
0.88703,2.23262
-1.06316,-0.89517
-1.79645,0.6607
-0.76018,0.68235
-0.58513,0.3079
1.41918,-1.62464
0.42349,0.25893
0.18177,1.13769
-0.16142,1.36006
-0.50586,-0.88155
-0.2501,1.056
-0.44512,-1.61619
-0.10343,0.05503
0.69922,-0.68534
0.24809,-0.32663
1.44399,-1.38939
-1.13592,-2.21267
-0.80445,0.29874
1.02027,1.75822
-0.46462,0.65338
-1.50932,-0.55272
-0.0928,-1.81867
0.44962,-0.19766
0.99323,-1.44301
-1.36323,0.27649
0.85767,-0.47515
2.00697,0.91354
0.23756,0.58695
2.03961,-0.15968
-0.25719,-0.28196
-0.505,0.73171
-0.60254,-1.12325
-0.86224,1.41519
0.47072,1.04662
0.53487,0.07479
0.81051,-1.06441
0.0394,0.06158
-0.36426,0.80674
-2.37061,-0.01741
0.87317,0.61403
-0.82951,2.04507
-1.39089,0.7053
-1.75114,-0.24505
-0.08809,-1.87349
-0.2919,-1.08955
0.40258,-1.38139
0.19954,-0.73518
0.69321,-0.48917
-0.72362,-0.63231
0.11836,1.40184
1.50369,-1.76893
1.10943,-1.00043
0.27391,-2.09734
0.42894,0.60349
0.50244,1.80784
-0.61193,0.52912
-0.1593,-1.37202
0.12925,0.06299
0.87912,-1.59803
-0.2482,-0.40936
0.99203,-0.8686
-1.17674,1.62455
0.09695,1.51909
-0.00153,0.57939
1.57621,0.38664
1.55066,-0.41471
1.79124,-0.212
0.36447,-0.26448
-2.23229,-2.33372
0.51007,0.93161
0.36279,0.43894
0.77932,1.24898
-0.96477,-1.63916
-0.24903,-0.18303
0.25384,0.76717
1.38935,-0.10913
