"amaflix","netazon"
81.59,79.16
77.04,74.04
82.13,80.41
75.92,74.17
72.15,70.5
81.35,78.97
67.59,64.75
77.33,77.02
65.92,64.86
62.82,61.94
71.68,69.2
73.22,71.14
83.17,79.6
75.06,72.34
73.72,71.82
78.83,75.79
76.08,73.37
85.93,83.21
76.67,74.81
67.89,65.87
78.32,76.25
75.37,73.65
65.3,65.05
61.75,60.13
67.82,65.6
69.88,69.02
74.38,73.17
79.74,77.32
72.03,71.03
71.14,68.11
72.72,71.96
70.64,68.37
72.35,70.92
72.92,71.36
69.04,67.67
69.13,67.87
75.06,73.53
84.39,81.14
77.98,75.79
84.54,81.39
71.5,69.76
69.89,68.85
68.03,66.07
62.31,62.22
76.17,74.49
83.25,81.49
76.14,74.71
79.16,77.45
72.25,70.96
71.02,69.67
75.9,74.85
72.57,69.53
69.17,68.25
79.61,78.2
83.72,81.15
78.81,75.12
66.54,64.98
76.3,73.63
73.51,71.1
68.87,68.28
80.77,78.47
68.67,67.53
70.84,68.31
81.63,80.12
81.59,79.2
72.94,72.48
67.63,67.27
74.05,72.23
71.2,69.42
62.5,61.44
75.11,72.43
67.07,68
85.36,83.37
71.94,70.85
77.2,75.21
77.25,75.23
73.96,72.36
76.3,75.5
66.96,66.52
61.94,61.05
83.12,79.37
73.92,72.15
76.89,74.17
67.66,66.54
84.46,82.25
80.72,78.56
76.81,74.26
70.9,69.16
66.84,66.58
65.9,65.6
65.57,65.07
72.84,71.14
66.77,65.88
75.77,73.42
74.86,73
79.8,78.06
72.12,70.54
78.26,76
64.24,62.81
75.33,73.33
72.78,70.21
71.3,69.87
82.09,80.65
77.14,74.9
74.39,72.59
84.91,81.05
69.01,67.75
84.67,82.55
68.04,66.49
69.35,68.05
74.12,73.25
73.73,71.39
79.77,78.19
79.11,76.83
76.87,74.33
73.27,71.6
82.73,80.29
77.28,75.56
73.91,71.47
73.99,71.76
66.01,64.79
73.18,71.36
72.96,71.22
74.07,71.97
67.98,66.84
69.01,67.46
79.74,78.46
75.21,74.36
76.95,74.91
80.21,78.32
85.62,82.99
73.31,71.57
71.98,70.5
78.95,77.04
80.43,77.94
66.33,64.72
76.56,73.42
67.25,64.97
67.61,67
61.96,60.37
77.13,74.09
85.12,82.72
64.53,64.39
72.2,70.19
63.8,63.18
67.23,66.49
56.63,56.64
85.17,82.05
66.74,65.3
72.47,71.18
74,72.27
69.19,68.34
75.98,74.4
58.32,58.38
74.46,73.22
89.12,86.38
74.83,73.76
81.38,78.29
71.78,70.25
78.53,75.13
78.15,75.2
68.27,66.63
76.21,74.97
74.62,72.37
79.44,76.99
66.28,64.33
91.77,87.04
72.27,70.16
80.73,77.92
92.05,88.72
79.61,77.22
92.47,90.08
76.63,74.64
68.76,66.68
79.54,78.65
71.35,69.38
71.11,68.83
78.41,77.23
61.46,60.82
73.22,70.66
75.64,73.85
66.39,65.55
75.75,73.84
72.56,70.62
67.9,67.42
79.56,76.57
80.7,78.67
77.16,76.53
77.35,74.63
67.56,66.99
78.26,74.56
74.54,73.02
79.04,77.73
82.23,80.44
69.85,68.57
73.99,71.91
80.89,79.41
79.56,76.77
71.62,70.32
81.36,78.79
82.32,79.92
70.64,68.72
65.62,64.57
85.05,82.15
66.18,64.68
68.74,66.26
63.08,61.41
75.62,73.38
69.01,67.89
77.33,74.49
63.92,62.55
82.45,80.01
67.61,66.39
76.01,73.32
73.55,72.04
64.34,63.82
70.61,67.97
73.52,71.66
72.16,71.6
78.87,75.85
71.68,70.82
77.91,75.2
71.3,69.12
75.41,72.59
84.22,80.95
77.64,74.72
74.43,72.33
64.92,64.7
73.14,71.22
78.88,76.75
62.97,61.72
73.02,70.8
71.26,69.93
66.73,66.31
68.87,67.6
71.24,68.94
75.74,73.74
75.54,73.98
59.53,58.93
67.52,64.99
70.62,68.59
77.57,74.58
71.72,70.14
72.31,71.19
61.57,59.62
73.31,71.19
78.28,75.52
77.02,75.03
71.56,69.07
70.22,69.37
75.64,74.2
83.09,80.15
74.84,73.74
88.84,85.93
61.39,61.56
67.19,64.9
78.34,76.11
64.9,63.46
58.09,58.43
90.25,87.73
76.8,75.42
74.61,73.33
70.02,68.61
78.41,75.3
81.75,79.42
72.51,69.9
70.03,68.44
66.49,65.44
75.03,73.5
71.64,69.64
63.74,62.48
65.41,63.82
82.4,81.51
79.23,77.84
68.61,66.27
83.5,80.98
71.23,69.96
89.05,86.68
78.53,76.57
