"x","pmf_x"
13,0
14,0.0125
25,0.0168
36,0.0035
62,4e-04
69,1e-04
75,0.007
81,0.048
93,0.0049
95,9e-04
97,0.0062
114,0.0174
128,0.0038
129,0
132,0.0012
147,0.0047
148,5e-04
161,0.0021
165,0.0017
168,0.0024
190,0.0018
200,1e-04
210,0.0118
211,3e-04
217,1e-04
245,0
248,0.0173
249,1e-04
295,0.0415
309,0.0024
320,0
357,5e-04
361,0.002
363,0.0219
374,0.0146
388,0.0501
393,2e-04
401,0.031
407,0
420,0.0065
434,0.0026
465,7e-04
468,1e-04
473,0.0047
477,0.0135
484,0.008
486,5e-04
498,9e-04
504,0.001
511,0.0041
512,0.0045
516,0.0103
524,0.0057
526,0.0164
528,0.0028
534,1e-04
536,0.002
539,0.0152
549,1e-04
550,0.0012
566,0.0137
574,0
576,0.0091
577,0.0048
597,0.014
620,1e-04
664,0.0186
679,7e-04
693,4e-04
695,0.0023
718,0.0146
723,0.0408
724,2e-04
730,0.0296
753,0.0141
760,0.0251
771,0.0077
773,0.0191
796,0.0021
806,0.0037
809,0.0179
841,0.0182
842,0.0253
845,0.049
851,0.0024
852,0.129
871,0.0016
878,0.0099
898,0.0061
908,1e-04
909,0.0019
916,0.0192
924,8e-04
930,0.0382
938,0.0025
953,0.0131
961,0.0081
970,0.0049
981,2e-04
988,2e-04
