"x","theotherone"
0.3387,-0.60028
0.52127,2.4177
-1.17818,0.55132
-0.91136,1.6751
-0.14811,-0.03783
-0.3285,-0.50193
0.8986,-0.23616
0.4153,0.38502
-0.93625,-0.77893
0.59405,-0.4364
-1.02873,-1.83104
2.7039,-0.59609
0.30649,-0.18286
0.7827,0.64439
0.81574,-2.12487
-1.21372,1.06629
-0.43077,-1.04577
0.91441,-0.71926
0.44079,1.14585
-0.04119,0.36939
-0.55805,0.05588
-1.06689,0.73521
-1.49698,-0.04292
-0.76575,-1.3686
-0.42755,-0.17704
-0.4677,0.48816
0.1068,0.97091
-0.54979,-0.13968
0.49199,0.36247
0.64321,-1.27763
-1.90157,-1.00708
0.15863,-0.52749
1.55976,0.59685
-1.50758,-2.13881
-1.33104,0.65103
1.55014,0.48114
2.11378,0.81143
0.83007,-1.15884
-0.24797,0.85112
0.24742,0.59285
-0.33686,-0.5143
-0.04114,0.20647
0.12056,0.25341
-0.18465,-2.09307
-2.06346,0.58018
2.31741,0.0473
0.61414,-1.19719
1.31125,0.62236
0.64095,0.20281
1.57764,-0.59175
-0.42663,0.65173
-0.45966,-2.47994
-0.81857,-0.01955
0.65475,0.24799
-2.06535,-0.13026
0.08833,1.42768
1.15869,0.02731
-2.36254,0.13605
0.20652,-0.58198
0.793,0.65431
-0.65409,-0.50003
0.64069,-0.58893
-1.66789,-0.66927
-1.32323,-2.07518
0.08333,1.17704
0.49868,-0.249
-0.80935,1.65327
-1.69059,0.51277
1.19504,-0.44662
-0.38711,-0.30681
0.23412,-0.1285
1.16792,-0.33777
-0.138,-0.59616
0.77403,-1.04709
0.70956,-0.66527
-0.51221,0.3484
0.12198,0.35133
0.24571,-1.64744
0.5595,1.02515
-0.96192,0.83576
1.03392,-0.3292
-1.24808,-0.10442
-0.45201,1.60302
0.54001,-4.48212
0.76233,1.72875
-2.23737,1.94823
0.09053,1.07426
1.51727,-0.38015
-0.34474,-0.98913
0.18157,0.05484
-0.75471,0.63347
-0.63454,0.97698
0.36814,-0.82794
0.14212,-0.60745
-0.40517,-0.93066
-0.25398,0.94971
0.74375,2.2104
0.01164,-1.358
2.08931,-1.1288
-0.38068,-1.13973
1.53871,0.61011
0.00425,-0.61945
0.32405,0.42626
-0.15175,0.44537
-0.50792,-0.02725
-2.2487,0.73736
1.12984,1.12685
-0.59475,2.52375
0.02244,0.13063
0.90767,-0.68815
-0.50072,1.46043
0.4622,0.03674
0.97519,0.10036
1.21054,0.62043
-0.1546,1.54297
-2.4976,-0.04704
0.79666,-0.23698
1.46222,0.30151
1.28088,0.16234
0.2473,-0.07898
0.15811,0.06334
-2.44956,-0.02138
-0.35187,-0.57525
0.2524,0.39619
0.84155,0.33506
0.65016,0.77061
-1.1612,0.40118
-0.19303,0.31222
1.06629,1.23265
-0.13952,0.98034
-0.32736,-0.06019
-0.41311,-0.42269
0.82791,-0.3041
0.04747,0.72066
5.00499,4.53652
-1.84318,0.81573
-0.8103,-0.2114
-1.14666,-0.5809
-1.67357,0.20035
0.57525,1.58885
-0.07806,-0.56677
1.04711,1.19444
0.98099,0.46027
-0.56589,0.94439
0.59036,-0.4169
0.47486,-1.27959
-1.224,0.47137
0.11605,2.39909
0.94579,0.98914
-1.41335,0.68664
0.15041,2.24006
0.88476,1.07444
-0.28811,1.4208
-1.32347,0.51053
0.6443,-0.02982
1.75278,1.64962
-1.10093,1.46164
1.4087,0.91907
0.26963,-0.76537
-0.06642,-0.91048
-1.07346,-1.03811
0.58414,0.32801
0.57098,0.51002
-0.80382,0.43567
0.6343,-1.47288
0.66649,1.23304
0.1356,1.40241
-0.35806,1.30395
-1.81048,0.77754
-0.54028,1.05148
-2.1241,0.93524
0.10879,-0.90337
-0.55818,0.1463
0.72762,-0.23225
2.1799,-1.0846
-0.78178,-1.84158
-1.23377,0.18524
-0.57531,-0.06604
1.10614,0.10782
0.87884,1.94832
-1.22628,0.23517
-0.14264,-0.63593
-0.38261,-0.07693
-0.3312,-1.02103
-0.4048,-1.13098
-0.27634,-0.54427
0.09744,1.13843
0.01617,-0.21017
0.21761,0.14041
0.86648,-0.03216
0.66565,-0.94296
-1.66335,-0.54986
-0.23827,-0.69723
-0.3251,-0.41009
0.70438,2.31214
-0.3303,-0.27771
-0.0103,1.50212
0.29259,0.55069
0.80874,-0.72099
-0.89837,0.91325
-2.06283,0.86397
-1.70069,0.25838
1.07665,-0.82868
-0.96514,-0.26842
0.00472,2.03163
0.99508,0.74399
0.80946,0.21324
0.37363,0.14317
-0.4971,0.7472
1.42258,-0.86118
-0.34262,0.51801
-1.61074,0.18585
-0.31343,1.13799
-1.72075,0.66051
-0.19758,-0.39891
-1.81749,-0.95946
0.9186,-1.40352
-0.72355,-0.44226
-0.17558,-0.10448
2.0173,1.10775
0.78139,-0.6751
0.31199,-0.89216
-0.33787,-2.03109
0.8788,-1.23512
0.40915,0.0073
