"x","pmf_x"
2,0.0478
5,0.0332
9,1e-04
41,0.012
57,0.0161
60,0.0012
66,0.0155
74,0.0263
80,0.0316
84,0.0015
86,8e-04
91,0.0012
186,0.0021
188,0.0341
196,0.0061
198,0.002
211,0.0241
212,3e-04
215,5e-04
224,0.0015
229,0.0042
235,0.002
266,0.0302
275,0.0253
281,0.0011
284,0.0077
286,1e-04
300,0.0036
303,0.0204
312,0.0024
340,0.0286
357,0
367,0.0029
372,0.0017
373,0.0237
377,1e-04
387,5e-04
419,0.0058
432,0
436,0.0179
439,0.0208
442,3e-04
448,0.0442
457,0.0161
465,0.0083
467,3e-04
468,9e-04
469,6e-04
472,0.0105
489,3e-04
538,0.012
543,1e-04
547,0.0086
556,0.008
563,0.0037
573,0.0011
577,0.0159
583,0.008
594,4e-04
602,1e-04
606,0.0196
610,0.0099
627,0.002
644,0.0115
654,1e-04
667,0.0034
671,0.0085
673,0.0789
680,0.0054
690,0.0069
696,7e-04
699,0.0016
703,5e-04
707,0.0065
724,0.0039
735,0.0038
736,0.0072
742,8e-04
747,0.0067
769,0.0136
781,0.0023
782,3e-04
784,0.0022
785,0.0059
796,3e-04
801,0.0024
806,0.0115
822,0.0071
827,0.0374
836,0.0165
849,3e-04
860,0.0075
867,0.0055
873,0.0056
877,2e-04
881,3e-04
883,0.0043
896,0.0056
900,0.0139
906,0.0322
913,0.0059
918,0.0022
945,0.0165
946,3e-04
948,0.0052
951,0.0207
