"amaflix","netazon"
75.48,96.41
75.35,96.62
75.51,96.65
75.97,97.32
76.16,97.65
76.36,97.79
76.04,97.41
75.26,96.29
75.21,96.48
75.62,96.94
77.6,99.1
75.24,96.34
75.48,96.75
74.42,95.28
75.31,96.38
77.82,99.64
75.13,96.4
77.43,99.07
76.2,97.62
75.5,96.83
76.38,97.96
76.49,98.01
77.63,99.37
75.51,96.88
75.93,97.21
74.44,95.41
75.87,97.4
76.9,98.46
76.4,97.94
75.12,96.22
74.89,95.96
74.05,95.01
76.67,98.03
75.3,96.23
75.84,97.09
75,96.09
76.49,97.88
75.27,96.46
75.66,96.95
75.37,96.48
76.56,97.95
77.47,99.02
76.89,98.52
78.59,100.61
75.4,96.7
75.13,96.16
75.08,96.19
76.25,97.76
76.23,97.6
76.11,97.24
75.29,96.52
76.79,98.43
77.18,98.68
77.02,98.64
74.25,95.17
75.75,97.06
76.67,98.03
76.55,97.97
76.26,97.78
76.41,97.79
76.63,98.15
76.41,97.92
74.89,96.01
75.8,97.08
75.07,96.35
75.72,96.95
74.21,95.05
76.4,97.84
75.28,96.41
75.65,96.83
76.67,98.28
75.49,96.77
74.37,95.41
75.88,97.35
75.84,97.36
73.85,94.68
75.76,97.02
77.62,99.34
75.28,96.43
75.3,96.48
75.32,96.43
74.33,95.43
75.64,96.83
75.34,96.46
75.84,97.09
75.26,96.59
75.48,96.74
74.1,95
74.8,95.81
76.12,97.77
74.82,95.76
76.36,97.62
75.52,96.82
75.01,95.8
73.92,94.9
74,94.86
74.99,96.04
75.84,97.31
74.79,95.82
74.01,94.96
76.04,97.44
75.78,97.1
76.03,97.5
75.83,97.11
74.47,95.47
76.57,98.05
75.25,96.38
76.87,98.27
76.18,97.59
74.45,95.39
76.68,98.4
75.57,96.6
76.32,97.73
75.11,96.1
76.43,97.96
75.6,96.93
76.19,97.54
75.08,96.18
74.06,94.93
75.69,96.95
75.32,96.41
74.97,96.13
76.03,97.22
76.45,97.81
76.07,97.27
75.8,97.12
76.92,98.55
76.78,98.23
75.8,96.97
74.83,95.91
76.02,97.42
77.56,99.25
77.1,98.64
77.36,99.01
74.56,95.5
74.02,94.93
75.05,96.21
75.01,96.03
75.32,96.36
75.69,96.89
76.36,97.85
76.86,98.54
76.43,97.75
75.49,96.84
77,98.67
75.58,96.9
74.72,95.75
74.89,96.16
75.13,96.33
76.28,97.67
75.6,96.77
77.16,98.69
74.67,95.66
74.83,95.69
77.07,98.46
74.67,95.8
74.49,95.42
75.96,97.43
75.54,96.83
76.09,97.48
75.94,97.3
76.89,98.49
74.51,95.66
75.61,96.78
74.42,95.56
76.12,97.48
75.34,96.5
76.72,98.43
77.87,99.79
76.72,98.2
73.13,93.79
76,97.32
74.28,95.24
76.14,97.44
74.73,95.77
74.93,96.05
75.87,97.06
75.38,96.73
76.39,98.05
75.06,96.28
77.92,99.89
75.94,97.12
75.87,97.29
74,94.77
76.38,97.72
74.89,95.93
76.25,97.64
74.14,94.93
76.54,97.92
76.35,97.91
76.64,98.24
76.6,98.06
75.45,96.74
75.02,96.09
75.97,97.25
75.26,96.49
77.17,98.62
74.66,95.63
74.05,95
74.93,96.14
77.21,98.9
77,98.54
76.41,97.98
75.45,96.65
75.74,97.05
76.11,97.58
77.28,98.94
74.23,95.18
76,97.28
75.89,96.83
75.92,97.29
76.13,97.53
74.4,95.3
74.91,96
75.04,95.89
75.37,96.33
76.96,98.44
73.73,94.53
75.26,96.24
75.93,97.23
75.76,97.16
77.6,99.35
76.02,97.23
76.3,97.94
73.69,94.56
76.48,97.84
76.37,97.68
76.53,98
75.54,96.86
76.25,97.4
76.31,97.67
75.26,96.44
77.21,98.71
75.3,96.4
74.26,95.16
76.45,98.02
75.76,97.19
75.03,96.26
75.29,96.4
75.26,96.41
74.17,95.1
76.35,97.65
76,97.41
76.1,97.52
75.48,96.81
74.48,95.47
75.57,96.64
76.69,98.12
76.16,97.5
76.12,97.51
74.01,94.75
73.27,94.06
75.54,96.6
73.69,94.51
74.39,95.15
75.94,97.13
74.66,95.61
77.14,98.52
75.61,96.66
