"x","theotherone"
-1.15134,-1.31172
0.6203,-1.17656
0.87123,0.96344
0.57402,-0.82089
1.98144,-0.17779
0.75561,-1.97511
-0.57855,-1.30212
0.98315,-0.52558
0.91867,1.02982
0.47601,1.51373
-1.18526,-1.25432
1.72046,0.82893
-0.49046,-0.83474
0.64861,1.45417
1.88557,-0.54924
0.62359,1.07177
-0.80693,1.16552
0.07829,-1.32112
0.11625,-1.62616
0.31875,1.47221
-1.4324,0.07251
1.77744,-0.02113
-0.93421,0.69621
0.19124,1.79766
-0.9008,-0.8398
1.62323,0.71101
0.55509,0.73416
-0.20022,-0.43608
0.01707,-0.34309
0.68732,-0.40147
0.9852,-1.46961
0.6636,-0.15697
-1.33391,0.01683
-0.58614,-0.04921
1.35677,0.48565
-0.62161,-0.50194
1.13148,-0.59794
1.51873,-1.43971
0.02498,0.08664
0.92071,-0.75053
0.78049,-1.81512
-1.12394,0.25229
-0.36143,0.72427
0.68785,1.79264
0.36789,0.85088
1.2507,-0.34951
-1.42632,-0.18457
-1.90459,3.22813
-0.51177,-2.36269
0.18515,0.85927
-1.87541,-1.48594
0.69683,0.65049
0.03557,-1.08802
1.25346,0.3168
-0.91937,-1.44779
-0.53499,-0.20042
0.72958,1.17578
0.97154,0.56397
-0.11391,0.88988
-0.7946,0.34094
1.38581,-2.49845
0.79973,-0.42984
-1.10827,-0.22197
1.77736,0.94334
1.77319,1.21125
0.55982,0.92137
0.79342,0.18183
-1.98007,0.93596
1.59674,-0.9563
-0.09574,-0.27921
-0.99514,-0.79339
3.18772,0.25637
-0.86429,-0.82249
0.10919,0.28417
-1.55173,-2.45425
-1.12252,1.64694
-1.25277,-1.12434
-0.75601,0.11192
-1.41736,-0.25604
0.29171,0.39953
-0.83082,0.46408
0.36987,0.29797
0.01239,1.65186
-0.01268,-0.05221
0.28144,-0.7657
-4.8373,-4.62775
0.71046,-0.20758
-1.61032,-0.43796
0.41039,-1.13219
0.05898,-0.10608
-0.47212,-0.95764
0.61128,-1.07735
0.06182,0.04774
0.39173,-0.38352
0.09074,1.13623
-0.57378,0.00702
0.49553,0.57785
-1.79491,-0.54661
-0.16058,0.82306
0.33049,1.30464
0.59188,1.79049
0.6772,0.83758
-0.62851,-1.15835
-1.16983,-0.32206
-0.55876,-0.86061
-0.69004,-0.07204
-0.83345,-1.59976
1.60819,-1.96983
0.50671,0.86112
-0.24265,-1.93194
-0.20531,-0.72832
0.7557,-0.12395
-0.45698,-0.12725
0.06653,0.36563
-0.65666,0.89596
-1.01087,-1.02957
0.93591,1.27976
-2.3731,0.72729
1.41348,0.82878
0.23855,-0.11632
0.84422,0.71619
-0.29408,-1.00143
1.92733,-0.64564
-0.42927,0.00299
0.56499,0.30455
-1.48013,-0.19858
-0.30723,-0.40811
-0.05334,-1.02448
-0.38193,0.14235
-0.17481,0.10759
-2.27634,0.10025
-1.11787,0.39965
-0.27612,-0.54205
-1.38004,-1.18838
0.2365,1.57999
-0.18543,-0.19497
-1.5344,1.11778
-0.42109,-0.73522
1.55643,0.36074
-0.78908,0.51452
1.20111,0.06221
1.35146,2.44358
1.129,1.78446
-1.14665,-0.96551
-1.9944,-0.29454
-1.01533,2.13558
1.0814,0.09139
-0.75646,0.19842
-1.2207,-2.24578
-0.61235,0.21475
1.21332,-0.07579
0.33359,-0.60898
0.02336,-2.52237
0.14153,0.47748
1.11101,0.20932
-0.18991,1.53248
1.09184,1.09122
0.55462,1.66029
1.93001,0.36077
-0.58526,-0.64042
-1.4768,-0.14879
0.56847,-0.68163
1.19121,1.15796
-0.03247,-0.53862
-0.96675,0.12435
1.05352,-1.25487
-0.46821,0.7338
-1.37613,3.46958
1.02669,0.30105
0.8544,0.21512
-0.84995,1.43138
-1.55669,1.76235
0.03664,-0.44908
-1.70527,0.189
0.45334,-0.60205
0.54061,1.48704
2.22367,0.30852
-1.00026,0.19884
1.12464,1.45289
0.75274,-0.9156
0.12649,1.0042
0.24881,0.43422
-0.55384,0.0528
-0.79166,-0.74869
-0.8191,0.79315
0.22103,1.12386
0.40425,0.39144
-0.2811,-1.15482
-0.46343,1.06092
1.73997,-0.73407
-2.16768,-0.17938
0.85838,-0.27414
0.66491,0.33557
0.27065,1.26113
1.0486,0.75573
0.19537,-0.06262
1.00719,-0.00749
0.15919,-0.90274
0.47473,1.7278
1.98709,0.09567
-0.3222,-1.14366
0.62751,-2.05626
-1.84688,-0.76982
0.7072,-0.99767
1.51977,0.4998
0.47125,1.84973
-1.57552,-1.32595
0.84899,-1.36765
-0.38976,-1.53832
-0.61392,-0.2778
1.31785,-1.71114
-0.53321,2.34123
-0.15305,-0.75857
