"alpha","beta","gamma","delta","epsilon","zeta","eta","theta","iota"
7.80024840077255,9.02769993676794,7.80024840077255,8.12097848382566,12.8613183809174,9.92829253978304,8.28700946122141,3.74725046334788,4.23956235563968
9.25092510681126,12.8504302179941,9.25092510681126,8.58633901461272,10.8667768110033,11.7970021001729,6.98995567083514,4.21807912178338,9.10308669581851
8.301781633934,11.351411556538,8.301781633934,9.13068168802477,12.400236894196,10.8434093694051,7.29941424399177,0.154102686792612,-17.1238264526429
8.16619915785184,10.3854800027634,8.16619915785184,8.79735598593403,9.84784513572197,9.31062747337379,8.55383358508417,7.24055344471708,0.58345422692781
7.79418806565718,10.2448475049512,7.79418806565718,8.97967388949007,10.7476237850299,11.3196478148107,7.29288367725463,2.16454195557162,0.102871901377309
6.89979604481938,10.6711793647448,6.89979604481938,9.05660897263386,10.6382683536448,11.245213503165,7.8828619459089,0.77381088398397,-10.2381836828761
6.77887517560721,9.1309833694174,6.77887517560721,9.2731458536986,10.8237510050104,9.96448404446183,8.18322282281699,2.28001086506993,1.66891758552485
6.20386039561178,10.6327721355289,6.20386039561178,9.11286022939917,9.30256319203535,10.819119988061,8.03212178824135,1.61493982421234,-2.22627273008016
7.54248288764177,9.53630049619476,7.54248288764177,8.84576550514171,12.0735927616945,9.34722994135365,8.81325645353078,0.264437312725931,-13.5232332009384
9.41178889163103,9.45021409646934,9.41178889163103,8.33863079280728,10.0601275585565,10.2715425095308,7.70907860898658,5.6727763870731,7.39337357569554
8.42742349453045,10.3954478977086,8.42742349453045,8.5103530456775,11.7807712650429,10.3427864887909,8.07153704476742,0.643180976621807,-13.3306173473243
8.68550339616329,9.80036332211808,8.68550339616329,8.85194132633356,11.7828321840657,9.12739145146936,8.43555544371974,2.55399351939559,3.87237715391693
7.82319658238866,11.0924103473873,7.82319658238866,9.19901943929403,11.1831948991081,10.5620917160211,9.19486624541507,9.52559097902849,-11.6194708086918
7.72022792861173,9.79699294269253,7.72022792861173,8.78518655990032,12.690471337279,10.5750103061498,9.28483487308011,9.16951942723244,-11.0587129791099
7.06305470487821,10.5668112077263,7.06305470487821,8.75520828905696,11.4616254647918,10.7329133193653,8.29057325180056,9.33737017214298,0.819041841747424
9.61783999827021,11.9290963383584,9.61783999827021,8.54878045470527,11.5753871403934,13.0579890112283,7.81405853208911,4.05441782437265,12.6703717952248
7.29637669639841,9.90544932941175,7.29637669639841,9.22186234165731,11.1928572166654,8.50943630079176,8.86981705325362,9.9927360098809,-16.1995338308203
7.42595206834407,13.209584217299,7.42595206834407,8.96767933221643,10.5688487088594,11.2618759460305,7.44606248300373,9.48493508854881,-2.21669894480784
8.61832666524053,11.4753588373237,8.61832666524053,8.86669054234032,12.3434888409977,10.0932678092088,9.88971093776081,5.36994826514274,8.35620798026536
7.15272020388723,10.286375113884,7.15272020388723,8.65221666168414,11.8096877803125,9.84628605038352,9.71428410629012,2.31692774221301,-2.3342371146624
8.5936989585174,10.4026486145204,8.5936989585174,8.16455954278649,9.21306454443105,10.0829232676581,7.50987462308012,9.03910252964124,-0.581964574887627
9.28215828023961,11.074562415496,9.28215828023961,8.92150308248157,10.4083956172353,11.1073315923808,8.651195727074,9.97076955623925,-10.3390632576255
7.68980554652809,12.0181834965403,7.68980554652809,8.82266085829634,11.9072908870176,10.9532859824456,8.60071312363126,9.12622844334692,-4.45162179616041
6.10974111718473,9.73321038372485,6.10974111718473,8.61029160363211,11.3625566227354,9.48329675186016,8.77453623636466,8.9158040494658,-12.2030090945261
8.13611823177174,10.9947764589566,8.13611823177174,9.21194078712213,10.4781343111231,8.79216715862305,7.77631127685232,8.67562394589186,0.701146395159443
7.52801313803294,9.12705977706443,7.52801313803294,9.19341560388941,8.51377696823407,13.5124030548535,8.16436682980151,9.33591073844582,-13.1654915676111
9.46124510739201,9.86758370937297,9.46124510739201,8.65397883697048,10.943628687199,10.6542051656151,8.3435845567525,0.673638391308486,-7.35970805824191
8.38059974910956,9.19115416628533,8.38059974910956,8.82924460452385,10.2478929332708,9.57962645572163,7.76890831606138,7.03323390102014,3.73413711081658
8.96973037941302,10.1474560548182,8.96973037941302,8.93073046462527,9.59621785358391,8.43328002647719,7.23881883712556,3.1195015530102,8.1977259933306
7.3676691571616,9.98900930289568,7.3676691571616,8.88495927895935,11.079612617507,10.5570196650658,8.66731998231017,5.9614983946085,8.16255467776015
9.09956979923627,10.632754798081,9.09956979923627,8.37796062025506,12.1159347266607,12.2004661230447,7.42440242456063,5.35058942157775,8.48544426429987
9.68098605909775,10.3985083845943,9.68098605909775,9.07584670708022,10.403113204613,10.6429824956357,9.10233157132232,2.88588722236454,4.91457909169905
7.76176563147826,10.5519166953018,7.76176563147826,8.68091011628143,8.56352662896974,12.3421038993041,8.18409471663539,9.15973491733894,-11.2629634495035
9.07455364319797,11.6113778098901,9.07455364319797,8.92283347414353,10.8176775691906,10.34006297437,7.99837086932143,6.3693660357967,8.37792794546799
9.21332188282868,9.05517737797053,9.21332188282868,8.62946274255178,11.7911429993872,10.0528817392242,6.78013996853744,0.891312805470079,-1.72797691658688
9.75991573257643,9.1358532713034,9.75991573257643,8.34385593767778,11.6004624888443,10.7410612746468,7.42108438696429,9.41084259189665,-8.00594061329231
9.42651248034393,10.8987055885645,9.42651248034393,9.02407614679531,11.40513927373,10.9206921419964,7.24358741564722,2.87305584875867,2.71918204969111
7.62097060762829,11.0458796977517,7.62097060762829,9.09258770637115,10.3919744514812,12.4867238724717,8.13662275978147,3.45527205849066,9.24678819304711
6.8130761545297,11.3962585436292,6.8130761545297,8.93400463119931,10.2895088082527,10.3716735206333,9.3326803139587,5.8361405832693,11.4232749011833
8.17797001974667,9.87298925912571,8.17797001974667,8.83902199608998,11.4597853741243,9.55886909704423,8.45142423905345,5.09536487748846,9.73395227605124
8.57907451594744,8.66289677909545,8.57907451594744,8.86393105119537,10.8511743361091,11.0889996018256,6.95026137385087,9.3769308575429,-11.9951682049041
7.00125183506279,10.0651780505773,7.00125183506279,8.62870716768874,13.5417490078512,11.375053844985,7.79140619993077,5.61278616543859,13.7014788652169
9.62426491284513,9.2514912483454,9.62426491284513,8.83830950149689,11.5536650846562,9.33774609903647,6.79467710578358,3.68559589842334,6.74723100552886
8.8740262428039,9.87931260630935,8.8740262428039,8.38200391766598,11.3540071027563,10.2366251622474,8.32434874582412,6.38561624335125,2.98326049373801
8.29522029355014,9.00388913307516,8.29522029355014,8.64493593061374,12.406222779928,10.0156930059817,8.39301899359139,3.8865789026022,8.52947484618232
8.09065094976036,10.5938594769409,8.09065094976036,9.00240503260987,9.20760590146282,10.052548874621,7.73020499332492,6.21484799543396,14.5885285969359
6.50828513041651,9.78645479819217,6.50828513041651,8.38393350234276,9.54198266640687,10.7908506403617,7.15714894682954,8.37240803521127,6.02464524077012
8.4324374608406,9.0658110457786,8.4324374608406,8.46759138358986,10.9820992494459,11.5452992963039,8.19521162314637,1.40694984700531,-2.7482840003791
8.75612203102157,9.11278107829741,8.75612203102157,8.87433463019513,12.5150435542326,9.8470471634325,8.73693246805741,6.38249922310933,10.073396475176
