"x","theotherone"
1.47378,0.4743
-0.17857,-0.29985
-0.99658,0.35147
-0.29765,2.07135
-0.27581,-0.56687
0.022,0.29801
-4.59315,-4.26027
0.12217,-0.81297
-0.2016,-1.05382
-0.17,0.24668
1.93183,1.72747
1.31866,-0.87855
-0.51349,0.43967
-2.55875,0.05554
-0.5176,0.94386
-0.56118,-1.0151
-0.33326,0.44458
0.91455,-0.84481
1.52519,-1.53228
0.56534,1.8926
0.64065,0.28619
1.38736,-0.84614
0.95559,-1.4891
1.3703,-1.02055
0.73439,1.05904
0.05839,0.34853
-0.85934,1.39247
-0.18804,0.05173
0.82254,0.34311
-0.3494,-0.41913
0.6967,-1.11207
-1.6823,-0.80973
0.57168,1.22295
-0.99993,0.78594
-0.256,-0.13507
-0.96269,-0.62547
0.15294,-0.67648
-0.54242,-0.79187
-0.42052,-0.36465
-1.06333,0.32286
-0.9303,-2.4779
-0.57622,-1.57315
-0.93265,2.14864
1.12786,0.6122
0.25612,-1.99064
1.34686,-0.52045
-0.19589,-0.71501
-0.82626,1.96015
-1.3149,-0.66202
0.63598,0.59878
0.53036,-0.05323
1.8241,-1.03283
-0.81249,-0.96187
-0.95624,1.26009
-1.39173,-0.55233
-1.71296,-0.90487
-0.57469,0.46749
0.46161,0.36759
0.66509,1.07155
-0.30588,0.58761
-0.20137,-0.11184
-1.56173,-0.41215
-0.52136,0.3987
1.72679,0.94114
0.82077,-1.02439
-0.70048,-1.09964
0.61146,1.1925
0.15925,-0.82181
1.13544,-0.57127
0.06335,-0.61477
0.0551,-1.30609
0.28551,1.80202
-1.24373,-2.83042
0.6762,-0.41476
0.27185,-1.57643
-1.26446,-1.84831
0.83765,-0.86391
0.29789,-1.63218
0.54899,0.12217
-0.67069,-0.64124
0.53122,2.46992
1.79664,2.45463
-1.26027,1.18931
-0.28191,0.07092
-1.61247,-0.54402
0.02928,0.64437
-0.12555,-1.27229
-0.62454,-1.30209
-1.37858,1.83274
2.08706,-0.38894
0.73932,0.67069
1.46983,0.3586
0.21266,-0.58849
0.35389,-2.36751
-0.31579,-1.49589
-1.27311,0.84852
0.9731,0.54424
0.86333,0.80019
-1.17004,0.92449
-1.5608,-0.31669
0.86311,0.62006
1.75136,-0.6685
-1.00431,0.67252
0.86617,-1.23186
-1.7433,1.51463
0.2987,0.75726
-0.47738,1.68941
-0.68404,0.28109
-1.56122,0.36575
0.34533,0.87849
-0.75461,1.06106
-0.55814,-0.28222
-0.6389,1.26712
-0.25453,-2.58366
-1.5089,-0.08717
-0.66196,1.77861
-0.68868,-0.7284
1.52039,-0.13157
1.21869,-0.22969
-0.28491,1.05638
-0.33957,0.37228
0.31223,0.60873
-0.90219,0.80063
-0.65323,-1.18641
-0.04539,-0.45265
0.44907,-0.42355
-1.14341,-0.7942
1.3269,1.75895
-0.36309,-1.3211
0.71446,-0.93367
-0.39502,-0.30898
-0.56416,-0.22595
1.44633,0.68346
0.14828,0.40332
-0.80518,0.91668
-0.58144,0.98081
0.60804,0.70409
-1.86241,0.81179
-0.78632,-1.68296
-1.10774,0.60518
0.13657,-0.74999
1.24107,0.14662
1.2969,-0.31646
1.05868,-0.41284
-0.94792,0.13048
-1.83352,1.00409
0.4197,1.93399
0.11917,-0.17976
1.05801,0.03821
0.71396,1.10011
-0.32661,1.20834
0.00712,0.93518
-0.55301,-0.33579
0.37005,2.62211
0.47288,-0.2742
-1.70299,-0.80145
-0.07088,-1.90982
-0.99018,0.38925
-0.12591,-0.57233
-2.34036,1.53513
0.06124,-1.0337
0.86014,0.48553
0.55411,0.67255
-0.62375,-1.27851
0.34879,-1.68372
-0.38807,0.52997
0.85048,1.98956
0.99196,1.64536
0.77701,0.07838
0.09842,-1.64953
1.45126,0.39646
-0.53413,0.84353
1.79254,-1.74688
0.01,-1.06228
0.76516,1.48976
-0.08517,-0.65796
0.08863,-1.87451
1.903,1.73074
-1.20067,0.28191
0.14527,-0.4719
0.85811,-0.40635
0.89877,-0.7878
0.61405,0.20954
0.72492,-1.91673
1.03502,-0.0593
1.7878,-0.96098
0.71866,-1.90264
-0.63251,-0.67155
-0.17291,0.47272
-1.24066,0.14266
-1.51527,0.90419
-1.35457,0.58579
-0.45101,0.00447
0.25829,2.14273
-1.64664,0.33168
1.41502,0.32937
-0.28062,-1.29302
-1.62652,-0.64558
-1.64248,1.70849
-1.68223,0.58951
-0.75933,0.07343
0.0047,0.51448
2.08051,-0.59746
0.16902,0.78348
0.64894,0.05575
0.0883,-0.26035
-0.74803,0.39642
1.34606,-0.17413
0.05694,0.29254
-2.24447,0.81003
-1.65986,-0.46309
1.43025,-1.46961
-1.54491,1.77762
