"alpha","beta","gamma","delta","epsilon","zeta","eta","theta","iota"
12.5521422766568,13.500085776762,12.5521422766568,6.10373063703805,11.4333634572321,8.11621933751671,8.11851510336933,1.72557892743498,-4.18493124042726
12.3979413808258,14.5553046359341,12.3979413808258,8.40817809841036,11.9621079432348,9.68934022504694,8.71757270107656,6.11699264729396,5.96589716374006
11.4873674160509,13.7010624633367,11.4873674160509,9.13109876519689,11.1311628601582,9.82825773898555,8.07816567208503,3.44321882119402,11.7556106452247
12.1072795777319,14.5541142222986,12.1072795777319,15.7590942203485,12.3686565501584,10.1091829840962,6.83270484248085,7.57579212775454,-0.870509750561557
13.2155290814979,13.7145974410772,13.2155290814979,4.00538456062556,11.8713593177886,8.34245429798239,10.2053977590552,9.37850436195731,-8.53155538209425
12.2072660294485,13.1368984567508,12.2072660294485,17.100115405721,11.652014877027,8.10895756969738,9.13459058253395,4.5961697679013,10.4394583441428
10.0847344164756,14.013154248704,10.0847344164756,18.0881115897185,13.4701444156362,8.23982215547867,7.87883100971836,9.59613609360531,-11.7715721356115
12.6185358126639,13.0540685909544,12.6185358126639,4.29811777460634,11.6468782377771,8.66714680694007,6.8229823138668,9.31771496776491,-9.75610989252021
12.9067752711937,13.3298694693877,12.9067752711937,21.102271639713,10.6321357283999,6.80324620689808,7.80309894767688,0.244296237360686,-9.19802903970729
11.1966276502654,12.5905782756453,11.1966276502654,14.5886575397321,14.0038370649873,11.6360665003767,8.33760077370296,5.27387879556045,10.6677085190809
12.5210997194757,13.9921853944077,12.5210997194757,13.3821701242945,10.9959455576699,9.5373344315932,7.37377404413418,9.98519366374239,-15.9329286530068
12.2270450087519,14.8490596387109,12.2270450087519,18.0507188315771,12.2624627173805,9.11799829449826,7.42387657000994,9.06862202566117,-11.1027768541966
10.4880591404954,13.2482886844218,10.4880591404954,28.0842111071147,10.6320038817834,10.1902187746988,8.67565249957505,9.4751102430746,-6.94258957295375
10.071127265206,13.8417856361905,10.071127265206,15.9261231120207,11.9392823497103,9.35159499337327,8.31405807577035,4.90356178022921,10.5432069555718
10.6822754567226,13.9992158500387,10.6822754567226,15.9707228236076,11.4798817321752,9.16817656356708,8.52387422847102,1.54394642915577,-2.82882808419249
12.2073989354483,13.2212265721168,12.2073989354483,12.3526057354072,12.8303502685688,7.60524168344392,8.81448429381944,3.10769444564357,3.88767763780626
11.7922657771719,14.8703626298861,11.7922657771719,-0.943800526876371,13.1125239743497,11.0022809324153,8.21216082008121,5.23841766407713,13.6755280348408
12.0456815880694,14.9386220657104,12.0456815880694,6.29663018016824,11.6002108007225,10.2045092206272,8.37376791733438,7.55337084643543,1.58697744816528
11.8440389943621,15.7253672680851,11.8440389943621,16.4233180627604,13.2500560979248,7.76024278026405,8.55892770475631,4.07317730830982,7.1044055011566
10.0818856772746,11.6572960758983,10.0818856772746,12.9915865374944,10.7850700114028,9.50597948503925,6.96683830461892,5.86505806772038,14.6030355399094
10.8145396920514,13.8735301960523,10.8145396920514,19.1476717209359,11.9106432629969,9.80917127360285,6.73917814169229,9.37977587338537,-9.31222753688881
10.9338808159338,14.6272060466369,10.9338808159338,10.7198301281254,10.9674234526622,8.35122868565521,9.75058583479491,1.68129784986377,-2.39255942535087
13.0930471245347,13.8057444078012,13.0930471245347,19.2549645497291,12.1867862413768,8.98035618184221,9.5512671860604,7.63523304834962,-0.253753832961309
10.8703911021957,15.8566868012158,10.8703911021957,24.6709425532188,11.9661847044156,9.15048897773723,7.6999176251885,9.89816165762022,-15.4988764284852
11.9123379371625,13.8825793848613,11.9123379371625,16.3620852574581,11.7535396126324,8.31678323098794,7.27260531178691,8.92423979006708,0.723554827049606
9.5111624332015,13.8552636539049,9.5111624332015,15.5804725099744,12.6891368836533,7.52514212147011,7.74529959164379,7.39978667814285,2.43983247580779
12.4679608488593,13.8913685071289,12.4679608488593,18.3359595872445,11.5625723385684,8.9442858724212,6.74813149369704,2.26571501465514,-4.23804204554102
12.7769780470349,12.5990526997851,12.7769780470349,14.3413779823242,13.5825250305815,9.25174660252484,9.29526922435848,3.27077698661014,3.12678586100204
11.562738192702,13.4263816228525,11.562738192702,17.6480007734396,12.0663838639679,11.1277160340883,8.15956376099119,7.16474592452869,7.44351559622244
11.5245522477635,15.1344295542604,11.5245522477635,4.35878030385567,11.6030243982874,10.6845715337393,7.17677197259474,2.92459682095796,3.11104796927977
12.2721440371702,13.8516983800722,12.2721440371702,13.9207979685016,10.7718851186364,9.39702273486338,8.89496859858775,5.75883177574724,11.1379730719907
9.36014519180884,12.7891227921831,9.36014519180884,17.3974937743159,11.9716058032599,9.38820826038782,8.31841847811528,6.39218716416508,9.25755760844202
10.7660832051925,14.7203021654069,10.7660832051925,11.1428772607205,12.337744677319,11.6590031027082,9.06651422116378,4.92419103393331,10.1566809575178
13.2622926417213,13.8265718276572,13.2622926417213,12.7481147227549,13.2881114697382,9.63005070027404,7.87490583215583,2.85649737576023,3.83507477782183
12.7225582583833,14.0212397051606,12.7225582583833,11.2992714014315,10.5882301076316,9.54789795406697,7.58693735371832,1.94265328114852,2.21481911335603
11.3000647479331,11.8857755143575,11.3000647479331,11.3859957708762,12.8725126344504,10.8124227685368,8.93632939983694,6.81050163926557,10.9889133959499
11.5302330033307,14.8497306732803,11.5302330033307,8.63017950089563,13.6609464629557,9.37395688665741,7.08200743471458,6.0351748787798,21.5774153542267
12.652897831181,14.026237233765,12.652897831181,9.37166181640293,11.8265085095432,9.9681464609908,8.52169451089025,6.8842589459382,9.62854026442238
13.0257074110614,11.387950418336,13.0257074110614,4.92241072353735,11.2721632569917,9.28201976465028,6.78729415539305,8.51245010504499,-2.22957383888428
11.4452884482349,13.2697200197629,11.4452884482349,12.7644564448654,11.0020717540029,8.60878414600932,7.59611381600839,3.25414479710162,9.67931344206222
11.5009186469739,15.0361997270431,11.5009186469739,8.80434001079723,13.5363830210894,8.39998810377643,6.93284953273922,6.32776901125908,10.9177090112719
11.5117799503561,14.1323286293941,11.5117799503561,11.5352507745102,12.5008621671583,9.08966290937892,6.59551995276752,0.471497138496488,-12.4483418260189
12.8208286471057,13.9512178407883,12.8208286471057,12.8966065428004,12.8172375283748,6.94676011102225,7.74600165446222,2.93555285781622,3.13503221009497
12.8427220995502,12.3579744277556,12.8427220995502,19.2741747682888,12.2650575168629,9.18553337824285,7.376328514277,8.34879207191989,1.85683402128684
13.0927390905265,16.0465829956411,13.0927390905265,12.1393482974754,10.5911385695762,9.03683766779924,8.74968740449973,2.35061826184392,4.3264172742461
13.2080713673159,14.6715992151834,13.2080713673159,11.7747146999253,10.5272488623452,10.7441326677691,7.26000548178067,4.1980083915405,5.51164943065305
10.021044963855,12.5652762164653,10.021044963855,8.86575369462198,12.9881654223275,10.0314094011873,8.01359180716114,7.40863106446341,-2.30400663398326
12.2623447451571,13.4798877933052,12.2623447451571,7.05498798533026,10.5714173011177,9.54724231496201,8.39284687036039,1.00479820976034,-9.88726989626982
13.7224409537095,14.5611512821457,13.7224409537095,16.5805058920651,12.7753940752052,6.0450661800574,7.56454772207073,2.09623805014417,2.81582663790039
11.2753042476513,14.5537971657707,11.2753042476513,6.54394595656449,12.4169196235465,9.33521568778547,8.80301713736856,5.21076238015667,6.12347105211694
10.5076719796368,13.3392322394835,10.5076719796368,17.8886283843101,11.8593322002973,7.67602164749536,7.07068395008723,6.50397270685062,1.24230700553253
12.6127416178024,13.7638133757652,12.6127416178024,22.1603630602509,11.8076560065014,8.14753834488956,8.5499695451117,6.96925958385691,5.97177264121518
11.9411773961392,13.880484541717,11.9411773961392,18.7158144638113,12.5026421978265,11.0857461087291,8.51811890366127,4.65644185664132,9.01103597737893
10.5441088235514,13.7185469981761,10.5441088235514,7.62495231874574,11.818957248168,9.34377245814725,8.35969394905178,3.6122191650793,6.9577118039845
11.0116351549542,15.686345046542,11.0116351549542,15.2111950112731,10.1637588697989,9.68237773592785,8.96134925419823,7.82219063024968,-0.591025711742194
13.6968770207665,14.2077836899964,13.6968770207665,20.2433994154801,11.986767734277,10.1321315676371,8.20842797752846,0.859072776511312,-8.78783626349172
11.0375037207673,12.0836473528762,11.0375037207673,13.0024254308851,12.1405717702819,8.65048352311113,7.34877123766612,5.10364212095737,12.175078624273
10.5835974981326,13.0512754583533,10.5835974981326,19.4982301243942,12.9551969764525,9.28903254830508,9.25681188418981,5.35871159518138,7.29076942941948
12.2995682288893,12.2933615548232,12.2995682288893,13.5035652506607,12.6331472959154,9.85253845593105,8.17165760833178,0.23405403830111,-11.2878495355431
11.3140641385271,13.1257239821055,11.3140641385271,16.0131395790234,11.8191594525531,11.2245059360479,7.58746131857002,2.67830245662481,2.429471679318
12.3413959840076,13.9533612752844,12.3413959840076,11.740558986126,12.6713242136013,8.12190510949661,12.3858827566755,9.40903407987207,-5.32490550707902
14.2858695306138,13.8110143134416,14.2858695306138,17.1306412996425,8.58683274687006,9.7771263895423,13.3113566708571,9.49650741182268,-9.57191991796442
12.0517497749264,13.4829307969827,12.0517497749264,8.27574265754611,12.9343446260488,8.0440125507248,13.2539193762022,2.46552076656371,3.90108941341344
12.88970406495,14.5937379749882,12.88970406495,18.8574913665565,10.3436902280349,9.20226685502311,13.3403847620554,5.9601104259491,10.0309615741882
10.8724595885682,13.9432282424026,10.8724595885682,23.2193936016453,9.90151034094762,11.0219243128372,13.7511935986415,5.26811456074938,12.7137966912129
12.4732298372484,13.2780954899173,12.4732298372484,19.3196459504184,11.3799330523812,9.05446940515635,13.2219348580636,7.46575002092868,6.5961343855086
10.4661196297136,13.096807161299,10.4661196297136,25.5406001951746,11.4807670201989,8.82356412394011,14.0545762126176,1.32165223825723,-6.23354624764865
11.8576013981184,13.1075082688028,11.8576013981184,13.0723676806347,13.8261139621769,7.86079532592534,12.7155216091725,9.81190907303244,-14.5473672627303
13.4205065782749,15.1992188489924,13.4205065782749,13.1913971996837,11.0606450233557,11.6095462894049,11.4763455960951,1.16460830438882,-5.05257998858422
11.4273315993187,16.0029841470556,11.4273315993187,12.5241271265784,12.3827067587101,8.03257192516803,14.5474859501819,3.82047938415781,6.37562987102695
12.6256104688495,12.4857572982941,12.6256104688495,9.48592081923871,13.7246105435316,11.1009578430546,13.1342538101971,8.7983991089277,-6.42569165293894
12.0750073006674,13.9391299500709,12.0750073006674,18.1307080504784,11.4270066292919,9.52284719684897,13.3460338415822,5.24468052666634,4.1852278358989
13.0992912976034,12.1453416065091,13.0992912976034,16.0473213217274,12.9034230756999,8.97957486594206,15.5978449211206,5.43739248532802,9.54420353463895
13.5067676012929,13.7457112748691,13.5067676012929,8.4090258261237,12.2426802004328,7.84509006934989,13.5437384661418,1.81038113310933,-3.59656169545375
12.037009559528,13.6511016889497,12.037009559528,14.9143212609321,11.2089784116156,8.68545976918585,13.7419184098211,0.000552237033843994,-14.013320425051
12.0186603160884,14.9797092923144,12.0186603160884,14.8070649713856,12.0051991419331,9.02716354223108,13.4653707165388,3.96835706196725,10.4571559493087
12.1959485745956,13.5845993108175,12.1959485745956,11.633493270025,13.5111232343535,10.0157475695831,12.862829686482,8.08040598640218,2.35303300179981
10.1901176454067,13.6612099858424,10.1901176454067,4.60369828542686,11.8269846546209,9.92086369873934,13.1995946193649,3.83602594258264,10.2319827188646
11.1789776817802,15.022397589939,11.1789776817802,22.7795467966413,12.2573508926265,9.58030797112825,12.1312300163232,6.10135932452977,12.4011688705047
10.900697936657,13.0538797804041,10.900697936657,12.6487496920976,13.2645507054933,7.92169796762061,14.6328072632416,9.61058887420222,-14.0863427470058
11.8552961289802,13.7521603426623,11.8552961289802,23.7966697921386,13.5791940975528,7.99809778818549,13.6039051113768,9.94995851768181,-19.6239683895062
10.4021143356827,13.42606409789,10.4021143356827,3.58681930916881,12.8950027461914,10.6122591517901,12.6271779597082,5.44684633612633,9.7126112685939
12.8049580520049,14.2762789370527,12.8049580520049,9.19275864287598,11.8303787538555,9.62404635163248,12.2426552835095,3.18538937717676,3.83673412007796
12.4267666142168,11.8212233504791,12.4267666142168,10.6871669670148,11.950401079767,10.9894843378873,10.9807099377319,8.32393518649042,-7.13386566988541
13.2386991139094,15.6033285203705,13.2386991139094,18.2221955919248,12.168501136848,9.62450094195566,13.4588510845996,8.50311107235029,-6.05337157554227
12.5385387989893,14.3826267269899,12.5385387989893,-1.39909061058412,10.6070977408494,7.34071601201682,13.2044057146242,2.09541306598112,6.47304821921907
12.9381502693235,14.0652080583148,12.9381502693235,11.9216334377533,12.8944382945164,7.5714933565062,13.6884630483269,6.54116016346961,7.85149981306078
