"x","pmf_x"
9,0.0031
27,0.0081
36,0.0151
38,0.0049
54,0.0035
74,0.0077
79,0.0105
87,0.0218
98,0.0013
104,8e-04
110,0.0382
111,0.0226
112,0.001
146,0.0255
149,0.0067
151,0.0281
160,7e-04
162,0.0026
181,5e-04
198,0.0148
219,8e-04
231,0.0022
238,2e-04
255,0.021
258,3e-04
262,0.0286
270,0.0859
272,3e-04
274,0.044
333,5e-04
338,0.004
356,9e-04
357,7e-04
359,0.0089
365,4e-04
377,1e-04
405,0.043
409,0.025
410,0.0161
414,0.0171
436,0.0123
441,0.0022
448,6e-04
453,6e-04
465,1e-04
473,0.0186
482,0.009
517,0.0669
547,0.0029
566,0.032
580,4e-04
583,0.0027
588,0
592,0
606,0.0042
631,0.0125
634,0.0172
651,1e-04
652,5e-04
666,0.0067
675,0.0357
689,0.0233
694,0.006
698,0.0066
701,0.0109
702,0.0032
770,0
771,0.0122
781,0.0042
782,0.0115
802,0.0025
813,0.0319
818,0.0174
829,0.0053
830,2e-04
834,0.0018
843,0.0122
849,3e-04
856,4e-04
857,0.0083
897,0.0017
915,0.0275
919,0.0145
938,0.0057
940,3e-04
948,0.0149
951,0.027
957,0.0075
