"x","pmf_x"
16,0.0139
63,0.0119
65,4e-04
90,0
99,0.0045
107,0.0016
110,0
119,0.0026
120,0.0023
122,0.0023
138,0.01
144,0
166,0.0088
169,0.0326
184,0.0096
197,2e-04
208,3e-04
234,0.001
238,0.004
240,0.0012
249,0.0015
261,0.0118
275,0.0067
308,4e-04
310,0.0029
329,6e-04
334,0.0162
340,0.0399
346,1e-04
352,0.0191
400,0.0365
404,0.0239
411,0.0068
414,0.0122
417,1e-04
436,0.012
454,0.0312
468,0.0083
471,0.0019
479,0.0132
497,0.0033
500,0.0017
501,0.0534
507,7e-04
522,0.0111
524,0.0047
527,8e-04
536,8e-04
538,0.021
543,0.0074
572,0.03
578,0
591,0.0229
595,1e-04
603,0.0153
609,0.0047
623,0.0021
637,0.0043
642,0.0544
645,0.0014
650,0.0027
657,0.0017
661,0.0019
666,0.0071
672,0.0186
708,0.0019
734,0.0345
752,1e-04
768,0.0255
786,0.002
801,0.0084
807,0.0219
819,0.0264
823,0.012
824,3e-04
830,0.0148
855,2e-04
857,0.0257
862,0.0126
881,0.0136
906,0.0211
910,0.0122
937,0
939,1e-04
943,0
945,0.0124
966,0.0153
975,0.0428
979,0.0355
981,0.0303
982,0.0023
993,0.0035
