"x","theotherone"
0.45712,-0.88242
-0.04661,-1.20924
0.60377,0.08272
-0.30698,-0.17688
0.37991,-0.08483
1.79729,-2.02804
1.55614,0.15319
-1.3841,-0.85438
1.18712,-0.10679
0.54993,-0.02164
-0.53053,-0.64798
-0.0923,-0.78673
-0.69054,0.37192
0.52792,-0.09603
0.96576,-0.49439
-0.22515,0.79791
1.00045,-1.09262
0.63365,-0.18327
0.42355,0.83745
1.93069,-0.53811
-1.54721,0.7814
-0.05139,-0.78546
2.58089,-1.70008
-0.9786,0.2676
0.56447,-1.44943
-2.76972,1.8881
0.27205,1.52248
1.22128,0.27737
-0.48378,0.7027
-0.07168,0.85857
0.45389,-0.0266
1.19236,-1.15685
2.51403,0.09842
-0.16178,0.56982
-0.95222,1.55672
-0.00841,2.1011
0.43413,0.7355
-1.59267,-0.13004
-1.75894,-0.10338
1.1651,0.09492
-0.04467,-1.32441
-0.88469,0.66685
-2.49113,1.43002
0.79536,-0.12754
-0.50367,-0.3316
0.14258,0.13661
-0.44979,1.18763
-0.00162,-0.15475
-0.51086,1.32972
-0.76956,-0.75191
0.67764,-1.15447
0.49075,-0.05274
0.72031,-0.0439
-1.62141,-0.14689
-0.4677,0.37411
-0.01101,1.56824
0.1443,-1.05261
-0.51237,1.32934
0.96625,0.42486
-0.31885,2.21891
-0.01678,0.13047
1.49944,-1.64174
0.12385,-1.45313
-0.84423,-1.79245
-1.45279,-0.54842
-0.04659,-0.03689
0.21491,-0.1424
-0.29024,0.45943
-0.2933,-0.05789
1.21685,-0.72543
-0.18245,1.80796
0.52419,-1.48884
0.61727,-0.75307
-0.90797,0.33944
-0.02566,-1.49781
1.23646,0.02468
1.30414,1.38456
0.85866,0.05541
-0.51611,2.31165
1.63423,-2.20123
1.50502,-0.10791
-0.90296,-2.22558
-0.45567,-1.08506
-0.78305,0.39937
-0.11661,-1.03042
-0.07569,-0.49743
-0.33221,1.43405
0.54755,-1.05441
-0.28738,-0.42129
-1.4512,0.88544
-2.28874,-1.25937
-0.0857,0.64761
0.45993,0.00195
-0.16842,-0.10144
0.84106,-0.76929
-0.84915,-0.1586
2.88549,-0.87086
0.20699,1.50249
0.84042,0.60737
-0.08842,-0.40444
-0.20115,-0.25203
-0.82377,0.15922
0.72784,1.65889
-0.15655,0.75312
-0.25014,-0.34447
-1.283,-0.92501
-0.28377,0.27474
0.15505,-0.09613
-0.61233,0.29245
0.13402,1.74339
-1.72132,0.57088
-1.49456,1.04198
-4.36236,-4.2786
1.11753,-0.618
1.23344,0.50308
1.30812,0.00903
-0.05266,1.57847
1.69074,0.14701
0.35939,-0.31316
-0.92429,-1.09973
-0.10495,-0.42775
-0.50337,-0.91233
1.03311,0.39417
-0.64884,-0.20529
-0.37428,0.93892
-1.52893,0.58775
-0.1445,0.25655
0.40446,-0.8887
-0.98397,0.01669
1.21848,-0.75988
0.76491,2.26177
0.98975,0.81276
1.56073,-1.52594
0.60676,-0.02887
1.10849,-1.01204
-0.91331,0.72774
0.13884,-0.11851
0.52534,0.40802
-1.4423,-1.13548
-0.23813,-0.0583
-0.28014,-0.72251
0.35089,0.22766
0.68119,0.40258
-0.6578,1.56437
-0.37958,0.47471
-0.4762,-0.37753
-1.09747,-1.07915
-0.25469,-0.23599
0.30427,-1.19043
-0.8687,-0.94657
1.40504,-1.49484
0.90187,-0.83206
0.48913,-0.15773
-1.45118,-1.30134
0.59619,-0.57473
0.28802,-0.07254
-0.124,-0.12558
0.39874,-0.2796
-1.06184,-0.38241
0.65261,-0.04579
1.70349,1.79829
1.17505,0.50753
0.1554,0.26021
-0.64247,0.26466
-0.24578,0.18429
0.01089,-1.11047
-1.30261,0.44313
-1.96736,0.10709
0.0053,1.79
-2.32285,-0.27259
-0.28564,-0.31063
1.5571,0.50077
0.6848,-0.30775
-2.06599,1.00986
0.34599,-0.21323
-0.06048,2.44052
-0.60451,0.85314
-0.36246,-0.08598
-1.13046,-0.86943
1.01348,0.28742
0.93019,-0.7365
0.45607,0.07146
-0.25989,-0.21091
0.77967,-0.61782
-1.81853,1.31578
-0.46788,0.01505
-0.08672,0.06265
1.07252,-1.88407
-1.62486,-0.11054
0.21141,0.96898
2.01244,-1.07859
-0.73175,-0.65608
-1.07226,-0.33175
-0.67532,-1.81898
0.79148,-0.73811
-0.75395,2.18889
0.10426,0.81085
-1.47215,0.34083
-0.93656,-0.09065
0.55531,0.58052
-0.421,-0.15582
-1.08527,-1.41223
1.27813,-0.55904
0.33507,-0.15382
-0.15042,0.18011
