"amaflix","netazon"
61.03,68.29
68.32,67.51
51.74,68.63
76.04,66.89
63.68,65.69
61.33,67.39
60.16,67.48
76.92,67.54
59.08,68.18
64.59,67.87
61.15,69.18
82.72,66.69
55.29,67.57
63.07,67.97
37.12,69.2
72.94,67.8
56.64,69.13
81.82,66.34
65.73,67.64
61.14,67.63
73.33,68.96
56.78,68.52
91.27,67.48
66.14,66.21
56.65,67.02
68.13,67.84
67.64,67.44
54.53,68.98
60.63,66.59
74.58,67.26
65.58,68.33
64.19,68.9
53.54,68.25
67.78,66.87
55.49,69.42
67.56,67.78
64.82,65.54
55.61,67.97
43.24,68.37
56.32,68.53
67.78,67.5
81.55,68.31
61.79,68.35
53.69,68.84
50.52,68.11
53.67,69
58.09,68.93
81.77,68.45
58.27,67.15
55.09,69.64
64.37,68.95
61.82,66.69
52.59,69.06
66.32,69.28
67.76,67.55
86.65,67.49
76.12,66.7
66.74,68.62
51.58,67.95
68.62,69.67
67.46,67.29
57.84,66.1
55.15,67.16
61.34,69.62
79.59,68.43
69.44,65.94
79.85,67.5
66.42,69.37
43.82,66.1
55.6,66
58.77,67.23
66.98,69.24
60.91,67.23
78.76,69.07
72.79,68.61
54.13,68.53
63.54,67.42
65.03,67.95
53.1,69.16
65.46,68.38
77.15,67.98
52.06,68.29
66.07,68.88
72.08,70.52
56.39,66.78
47.33,68.28
72.44,68.44
60.28,67.63
56.55,67.83
54.26,68.1
71.33,67.54
59.39,67.37
61.32,67.32
57,68.18
72.05,67.67
48.66,68.57
68.5,70.23
73.28,67.66
60.65,67.99
70.63,66.8
52.25,67.08
70.26,68.98
55.99,68.62
64.55,68.3
46.79,68.02
54.89,66.77
67.29,67.56
65.46,69.22
65.63,67.11
69.53,68.74
63.09,67.17
73.19,67.29
44.43,67.42
51.61,68.78
58.64,67.18
69.71,67.65
65.71,68.74
76.17,68.31
61.36,68.29
63.93,68.92
76.45,67.19
60.94,66.75
56.69,67.26
75.68,67.76
75.99,68.26
67.03,67.47
77.05,67.84
70.2,68.59
43.4,67.54
74.1,68.45
64.7,67.38
45.08,67.12
47.57,70.49
53.63,67.52
66.89,68.05
62.96,68.06
70.72,67.95
75.67,67.96
72.57,67.91
37.96,67.9
57.6,68.97
48,67.14
71.46,68.31
66.41,67.56
58.15,68.87
69.25,66.2
48.09,69.53
57.46,67.68
54.88,66.99
60.75,68.95
62.38,67.38
68.42,68.71
73.96,69.08
66.62,67.11
64.09,67.63
60.84,67.56
60.87,69.45
75.23,66.5
56.86,66.88
54.07,68.57
65.26,68.2
77.02,66.94
68.97,66.43
63.05,67.48
43.04,68.22
82.31,65.99
59.6,67.29
49.29,66.93
60.5,68.34
53.09,66.48
45.52,69.15
52.37,67.96
65.25,67.11
61.49,68.53
59.49,68.68
67.62,67.72
35.89,69.24
49.78,69.86
68.41,67.88
63.08,67.59
72.84,67.7
65.59,68.07
77.13,68.19
50.94,66.57
57.97,68.36
68.39,68.26
70.5,67.64
55.02,66.91
78.43,67.44
45.12,67.09
70.34,68.09
70.1,68.14
66.38,68.17
54.15,68.5
65.89,67.38
78.45,69.68
55.17,67.18
84.45,66.98
61.56,67.81
53.24,67.96
62.09,67.79
56.53,68.27
49.56,67.08
63.66,68.16
61.36,70.19
47.6,68.93
71.82,66.88
64.34,67.5
58.54,67.1
66.27,67.6
70.02,67.72
76.57,68.82
59.56,67.45
57.82,67.48
80.07,67.34
71.34,68.82
68.25,68.85
65.65,66.27
66.98,68.07
61.53,67.81
79.54,68.58
60.84,68.57
60.61,66.88
59.63,68.58
68.58,68.25
53.74,67.4
54.9,68.1
74.79,66.82
41.29,67.69
71.19,67.6
63.49,67.15
78.91,68.25
75.89,64.95
57.14,68.01
62.23,67.61
38.63,68.41
60.71,67.86
71.05,68.1
