"x","pmf_x"
2,2e-04
21,0.0011
31,0.0025
33,0.0079
42,1e-04
61,0.0023
67,0.0032
74,0.0029
75,0.0112
81,0.0163
82,0.034
116,0.001
126,0.0113
150,0.0148
151,0.007
152,0.0021
156,0.0068
166,9e-04
173,0.0099
176,0.0019
183,0
184,0.031
195,0.0368
199,0.0215
209,0.0294
218,0.0011
220,0.0381
222,0.0175
229,0.0098
235,2e-04
242,0.0024
258,0.0025
265,5e-04
268,7e-04
272,0.0139
275,0.0054
284,1e-04
287,0.0107
291,0.0041
302,0.0105
317,0.0129
320,0.0158
324,0.0147
333,0.006
348,0
351,2e-04
372,1e-04
389,0.0066
407,6e-04
415,0.0196
416,0.0523
423,0.0025
425,0.0085
440,0
447,0.0108
452,0.0078
468,0.0139
469,0.0142
504,0.0078
512,0.0152
520,0
521,0.0012
533,0.0297
535,0.0012
537,0.0214
538,0.0212
543,0.004
564,0.0063
574,0
589,0.0176
596,0.0185
602,0.0034
608,0.0044
624,0.0031
628,0.0181
649,0.0176
655,1e-04
659,0
671,0.0123
679,0.0133
708,0.003
733,0.0069
747,0.001
754,0.0065
766,0.0016
768,0.0513
775,0.0055
790,0.0152
800,0.0072
804,2e-04
807,0.0142
812,0.0013
815,6e-04
826,0.0053
830,0.0117
847,0.0013
848,0.0321
857,0.001
858,0.0011
890,0.014
901,0
906,0.0068
928,0.0018
929,0.0014
948,1e-04
963,0.0015
976,0.0114
979,0.0011
983,0.0089
992,0.0095
