"","alpha","beta","gamma","delta","epsilon","zeta","eta","theta","iota"
"1",4.14606577670908,7.58746423483324,4.14606577670908,4.44374418014234,12.4411354626766,9.88933495505189,5.6622480249472,3.26350233750418,13.4608177372078
"2",4.146519764607,8.11533358562988,4.146519764607,5.17463413745201,13.1093789407342,10.9248232546894,9.23587975337682,6.7937083938159,13.3922885468985
"3",4.88615707248674,8.04392361780818,4.88615707248674,4.92363378980499,12.7713346296818,12.3727590802154,8.43152333063335,4.2395344376564,14.1914578169236
"4",5.515529529076,8.48451247218682,5.515529529076,4.50392715743428,11.3945345624461,10.7100834534011,6.91912576179001,7.80443213880062,22.1340434294252
"5",4.03962372707536,7.16832659199443,4.03962372707536,4.54306398547973,13.3299995146001,11.2176679017509,7.99440544710747,9.73158803535625,31.5595149668217
"6",4.34930722879179,6.60870835262579,4.34930722879179,4.65823700710791,13.6310779801369,13.2742386970401,6.25320536152932,9.97332117985934,40.5021458185312
"7",4.57815038232482,9.71155192060411,4.57815038232482,4.58691096639857,13.2592965499943,10.0348285980162,7.7258884226634,0.390743364114314,31.1113205614275
"8",4.93786034022843,7.18459909180777,4.93786034022843,4.86195050595985,11.5123459013697,11.6085969075806,6.52904264166948,3.06466414127499,11.9183142906838
"9",5.2078577165585,6.75256044180745,5.2078577165585,5.7531420782156,12.5205282712718,12.1548220248468,8.72071735883879,9.22540083061904,25.1750564234472
"10",5.0572194148281,4.77393709125042,5.0572194148281,4.66452297391421,10.8258279078616,11.0183939849569,8.05002444349511,6.55066051986068,10.2136462147172
"11",4.31045980976453,5.26155291960464,4.31045980976453,4.55547115672579,11.1731686970761,11.6063640577878,8.17468448853249,7.51774778589606,12.5135085470035
"12",6.33614925927389,8.5187603182216,6.33614925927389,4.80826317702094,11.9686478445814,11.6805607584765,6.67955502375528,7.29384084464982,18.122283832311
"13",4.71161173450606,6.53277567607852,4.71161173450606,5.63782265773647,11.5305576993063,12.9167468697288,6.0161982313382,8.01718258764595,13.4263563733211
"14",4.16455979277881,7.24342329656636,4.16455979277881,5.46106432515982,10.9324267853542,12.6478060495468,7.343124925273,8.31721272319555,22.6463783999803
"15",3.68838562397934,7.19425327067404,3.68838562397934,4.77317120715037,11.2863771480897,11.0887057616247,7.00396248729331,4.41090400563553,4.16009611758193
"16",5.99272817320436,8.7962303118292,5.99272817320436,5.00623792880903,11.2900562233355,11.7129744354057,7.45839895272519,8.84425319964066,25.8119798427648
"17",5.33409695933841,5.56855355345414,5.33409695933841,5.06949264302218,10.8558758216358,11.6585886608462,7.78675595600163,5.96345854690298,16.3249887741034
"18",2.44874370964425,7.4539464940823,2.44874370964425,5.2810660143904,11.8440401495572,13.0578386792663,7.7646089543372,2.07975213648751,19.2366189249243
