"x","pmf_x"
11,0.0017
38,0.0018
42,0
43,2e-04
93,0.0021
98,0.0517
104,1e-04
106,0.0099
124,0.0035
131,0.0013
142,0.0025
177,0.0153
179,0.003
197,3e-04
207,8e-04
232,0.0065
234,0.0023
236,0.0141
260,1e-04
309,0.0115
328,0.0049
349,0.0178
356,0.0166
366,0.0116
387,0.0573
417,0.0024
431,0.0088
433,0.0117
438,5e-04
453,0.0065
469,0.0051
470,0.0116
494,0.0054
495,0.0107
496,8e-04
510,1e-04
514,0.0079
525,0.0096
540,0
544,0.0172
550,0
556,0
563,6e-04
584,0.0212
625,0.0074
642,0.0286
652,2e-04
666,8e-04
668,0.0642
705,0.0014
714,0.0179
719,0.0191
721,0.0013
726,1e-04
738,0
741,0.0205
753,0.0018
762,0.0461
763,0.0594
768,0.0069
781,0.0154
799,0.024
809,0.0305
819,0.0055
822,0.0014
831,2e-04
839,0.0014
844,0.0981
845,0.0052
850,0.0354
861,0.0137
871,1e-04
889,3e-04
911,0.0772
939,0.0371
977,0.0209
982,9e-04
