"amaflix","netazon"
63.59,21.49
62.83,21.25
63.26,21.36
63.33,21.42
62.97,21.35
63.71,21.52
63.64,21.5
63.49,21.46
63,21.29
63.25,21.33
63.93,21.61
63.89,21.56
62.71,21.28
62.6,21.23
63.26,21.37
63.36,21.36
63.18,21.37
63.01,21.32
63.3,21.45
63.32,21.43
62.73,21.23
63.4,21.49
63.33,21.4
63.99,21.61
63.16,21.38
63.04,21.36
62.88,21.29
62.93,21.26
64.11,21.6
63.72,21.51
62.91,21.25
63.61,21.54
63.48,21.42
63.63,21.5
63.78,21.53
63.46,21.45
63.1,21.35
63.61,21.47
62.79,21.24
62.68,21.2
63.56,21.51
63.38,21.41
63.12,21.35
63.18,21.37
63.6,21.46
63.39,21.48
63.23,21.38
63.49,21.5
63.78,21.57
63.18,21.31
63.29,21.37
63.1,21.32
63.29,21.44
63.08,21.37
63.17,21.38
62.81,21.23
62.95,21.27
64.03,21.61
63.68,21.44
62.65,21.24
63.53,21.45
63.12,21.38
62.94,21.27
63.64,21.41
62.35,21.13
63.21,21.43
63.36,21.36
63.03,21.36
63.74,21.52
63.49,21.44
63.41,21.39
63.46,21.41
63.38,21.41
62.76,21.29
63.46,21.41
63.1,21.3
63.6,21.49
63.12,21.31
63.76,21.58
63.41,21.41
62.93,21.31
64.03,21.57
63.8,21.56
62.65,21.21
63.67,21.43
63.94,21.53
62.78,21.25
63.49,21.44
63.26,21.4
62.79,21.34
63,21.28
62.91,21.26
63.53,21.51
63.81,21.53
63.13,21.38
63.38,21.36
63.43,21.36
62.86,21.24
63.47,21.36
63.29,21.4
62.95,21.29
63.04,21.29
63.52,21.44
63.27,21.36
63.11,21.31
62.83,21.32
62.51,21.2
63.22,21.41
63.01,21.31
63.58,21.47
63.59,21.48
62.91,21.28
62.77,21.28
63.82,21.57
62.9,21.29
62.59,21.21
63.63,21.42
62.97,21.31
64.19,21.7
63.29,21.4
62.85,21.22
63.08,21.34
62.84,21.26
62.93,21.38
62.71,21.27
63.85,21.53
63.4,21.47
63.2,21.37
63.04,21.28
62.86,21.24
63.06,21.34
63.34,21.4
63.12,21.37
62.96,21.23
62.88,21.25
63.17,21.37
63.44,21.41
63,21.32
63.1,21.35
62.95,21.3
63.61,21.41
63.77,21.51
63.44,21.45
63.41,21.34
63.23,21.33
62.56,21.19
63.76,21.47
62.91,21.32
62.96,21.35
64.01,21.58
62.58,21.16
63.64,21.53
62.98,21.31
63.43,21.42
63.27,21.4
62.63,21.14
62.72,21.24
63.55,21.45
63.04,21.32
62.66,21.22
63.22,21.3
63.53,21.5
62.57,21.22
64.01,21.65
62.88,21.32
63.25,21.33
63.12,21.36
63.02,21.27
63.17,21.31
62.88,21.28
63.25,21.37
63.7,21.45
63.07,21.29
63.28,21.43
63.23,21.38
62.75,21.21
62.82,21.29
63.45,21.45
63.11,21.35
63.76,21.53
63.87,21.54
63.35,21.42
62.99,21.27
63.53,21.46
63.28,21.39
63.15,21.36
63.65,21.52
63.04,21.36
63.12,21.27
63.25,21.4
63.78,21.56
63.71,21.5
63.62,21.45
63.59,21.51
63.89,21.54
63.69,21.49
62.91,21.3
62.92,21.22
62.42,21.16
62.91,21.31
62.87,21.3
63.21,21.41
63.42,21.48
62.74,21.21
63.38,21.43
63.57,21.43
63.46,21.39
63.19,21.33
63.03,21.35
63.02,21.32
63.43,21.41
62.97,21.33
63.39,21.43
63.49,21.46
63.61,21.46
63.41,21.39
63,21.34
63.46,21.38
63.05,21.32
62.71,21.21
62.39,21.19
62.65,21.2
63.84,21.53
63.19,21.35
63.23,21.35
63.11,21.33
62.74,21.28
62.64,21.26
63.51,21.43
64.03,21.6
63.35,21.37
63.9,21.55
64.05,21.6
63.53,21.5
63.47,21.48
63.2,21.4
63.51,21.47
62.29,21.01
63.71,21.49
63.24,21.36
63.33,21.41
63.31,21.38
63.21,21.44
63.68,21.48
63.18,21.4
63.9,21.55
63.15,21.33
62.96,21.31
63.39,21.46
62.29,21.15
63.39,21.44
63.72,21.46
62.82,21.2
62.97,21.31
63.01,21.28
62.76,21.34
62.7,21.22
