"amaflix","netazon"
65.92,146.52
65.29,145.23
63.87,142.22
64.31,143.15
64.77,144.23
64.98,144.57
66.74,148.27
65.54,145.87
64.41,143.26
64.15,142.84
64.78,144.18
64.77,144.16
64.69,144.08
65.17,144.98
64.34,143.1
65.31,145.29
64.09,142.63
64.82,144.29
65.26,145.31
65.09,144.68
65.57,145.85
64.95,144.52
65.36,145.43
65.78,146.26
64.48,143.54
64.05,142.6
65.02,144.67
64.82,144.22
64.59,143.85
64.67,143.97
64.52,143.72
65.52,145.73
65.83,146.33
65.71,146.14
64.68,143.93
65.89,146.53
64.78,144.13
66.27,147.26
65.4,145.43
64.66,143.81
64.38,143.31
64.14,142.79
64.21,143.03
63.85,142.11
65.83,146.49
65.59,145.88
64.82,144.13
65.18,145.05
64.71,143.97
66.77,148.39
64.41,143.29
64.95,144.59
65.17,145.11
65.44,145.65
64.86,144.31
63.37,141
64.07,142.62
65.25,145.25
64.98,144.64
64.3,143.14
64.9,144.43
64.39,143.25
65.16,145.01
63.95,142.36
65.25,145.18
65.17,144.98
65.04,144.62
65,144.59
65.18,145.06
64.52,143.58
64.9,144.41
65.47,145.63
65.79,146.44
65.09,144.83
64.9,144.43
64.32,143.17
63.94,142.26
64.41,143.34
65.9,146.67
65.55,145.85
64.83,144.15
64.68,143.94
64.68,143.98
65.71,146.17
64.79,144.22
65.9,146.57
65.46,145.54
65.93,146.7
64.35,143.24
64.99,144.65
64.35,143.29
65.42,145.55
65.08,144.67
64.78,144.16
66.05,146.78
65.16,144.92
65.71,146.24
65.56,145.71
64.42,143.38
64.54,143.59
65.02,144.65
64.16,142.89
65.41,145.54
64.06,142.68
66.17,147.08
64.62,143.75
66.21,147.19
64.69,143.94
64.28,142.99
65.01,144.58
65.01,144.57
63.76,142
65.76,146.3
64.17,142.9
65.23,145.32
65.35,145.37
65.09,144.87
64.9,144.65
65.13,144.95
64.21,142.91
64.4,143.26
64.18,142.8
66.14,146.97
66.08,146.85
65.18,144.98
64.09,142.68
64.99,144.6
66.09,146.95
64.64,143.72
65.57,145.91
64.28,143.1
65.49,145.8
64.29,142.96
64.09,142.64
64.29,143.22
64.35,143.24
64.32,143.27
65.53,145.81
65.04,144.72
64.75,144.16
64.2,142.76
64.25,142.97
64.43,143.43
64.17,142.93
64.66,143.95
65.33,145.36
64.13,142.82
66.06,146.92
64.03,142.45
64.92,144.45
66.71,148.32
65.64,146.03
64.8,144.18
64.36,143.28
65.41,145.67
64.98,144.45
64.72,144.05
65.22,145.05
64.63,143.78
66.93,148.66
66.21,147.23
65.56,145.85
65.51,145.62
64.59,143.89
65.63,145.94
64.73,143.88
64.25,143
66.36,147.74
64.31,143.25
64.77,144.23
64.54,143.69
64.3,143.14
65.42,145.51
63.88,142.09
64.84,144.11
64.57,143.61
63.98,142.28
64.94,144.42
64.67,143.97
64.56,143.6
65.7,146.03
65.38,145.36
64.92,144.33
65.1,144.91
64.45,143.33
64.84,144.27
65.79,146.38
64.98,144.66
65.11,144.99
66.46,147.66
64.48,143.56
65.69,146.07
66.29,147.41
64.21,143.03
65,144.58
64.7,144.04
64.63,143.82
64.23,142.92
64.34,143.29
65.91,146.58
65.42,145.52
65.55,145.87
66.12,147.12
64.72,143.96
65.58,145.97
64.94,144.46
64.62,143.75
65.66,145.89
65.02,144.65
64.21,142.94
64.81,144.17
66.08,147.05
65.84,146.49
63.93,142.31
65.06,144.88
65.61,145.83
63.8,142.06
66.01,146.88
64.59,143.67
65.19,145.02
64.85,144.29
66.14,147.05
63.91,142.28
64.88,144.36
64.29,143.04
65.28,145.3
66.61,148.07
63.89,142.17
64.94,144.54
64.88,144.49
66.11,146.9
64.27,143.07
65.35,145.41
66.22,147.28
64.8,144.38
64.47,143.58
64.87,144.31
65.35,145.34
64.25,143.07
66.16,147.22
64.99,144.66
62.87,139.98
64.18,142.89
66.12,147.03
64.28,143.2
64.91,144.38
65.02,144.67
63.83,142.01
65.35,145.3
65.3,145.27
66.35,147.54
65.74,146.19
65.05,144.84
64.93,144.48
65.43,145.65
64.34,143.13
65.07,144.75
65.25,145.05
65.39,145.57
64.16,142.74
66.05,147.01
65.5,145.63
66.81,148.54
63.61,141.41
64.56,143.65
63.74,141.9
64.68,143.8
65.21,145.07
66.23,147.26
