"x","pmf_x"
4,0.0022
9,0.01
23,0.0038
25,0.0063
48,0.0026
53,1e-04
54,0.0061
62,0.0017
66,0.0588
72,0.0063
75,0.0058
77,0.0092
126,0.0363
133,0.0013
156,0.0018
161,3e-04
165,0.0075
180,2e-04
181,0.0049
191,0.0098
192,0.0162
194,0.0194
198,0.0083
201,0.0012
206,0.0034
220,0.0084
265,0.0119
270,0.0131
285,0.0049
290,1e-04
298,0.045
300,0.001
302,0
310,0
324,0.0093
334,0.0086
348,0
353,0.0024
360,0.001
374,0.0036
394,0.0022
395,0.0138
400,0.0311
412,0
416,1e-04
423,0.0058
428,0.0053
441,0.0096
455,0.0444
467,0.0037
494,0.0096
498,0.0093
508,0.0144
519,0.0079
523,0.0015
524,0.018
546,0.0136
552,0.0069
558,0.0025
561,0.0215
569,0.0019
573,0.0216
576,0.0464
578,0.0297
588,0.0016
602,8e-04
606,0.0036
609,0.0133
612,0
630,2e-04
643,0.0018
655,0.0415
667,0.0117
672,0.0049
694,0.001
710,0.0068
715,1e-04
724,0.0037
731,0.0276
747,3e-04
757,0.0022
759,6e-04
764,0.001
777,0.0067
827,0
832,0.0024
869,0.002
871,0.0096
872,7e-04
876,0.0041
896,0.0639
898,0
909,0.0055
915,0.0037
922,0.0107
933,0.0035
934,0.0168
943,0.0255
958,0.008
961,0.0017
969,1e-04
974,0.0017
986,0.0495
987,0.0056
995,0.002
