"x","pmf_x"
3,2e-04
7,0
57,0.0092
59,0.0082
69,0.0034
84,0.0091
102,0
118,0.0024
137,0.0118
147,0.0414
151,8e-04
176,0.0194
218,0.0038
228,0.0042
229,0.0071
264,0.0463
285,0.002
288,0.0667
289,0.0042
290,0
293,0.0023
305,0.0096
312,0.002
314,0.0243
317,0.0307
340,0.0013
347,0.001
351,0.0015
360,2e-04
363,7e-04
371,0.0015
372,0.0139
406,0.0019
429,0.0235
435,0.019
451,0
459,2e-04
466,0
485,2e-04
497,0.0021
526,0.0038
528,0.0012
529,1e-04
549,0.0042
551,0.0033
560,0.0042
564,0.0025
566,0.0205
567,0.0038
571,7e-04
599,0.0209
603,0.0165
604,0.0293
608,0.0336
618,0.0043
621,1e-04
633,0.0014
636,0.0495
638,0.0214
654,0.0289
662,0.0014
668,0.0091
693,0.0048
700,0.0307
748,0.0199
757,1e-04
762,0.0033
783,0.0206
794,0.0598
805,0.0068
821,0.0083
823,0.0015
840,0.0538
853,0.0107
876,0.0026
877,0.0298
885,0.0048
890,0.0052
908,0
919,0.0011
920,0.0153
925,0.0011
928,0.0063
946,0.0058
954,0.0217
957,0.0271
967,0
973,0.0067
974,2e-04
975,9e-04
976,0.0046
986,0.0097
