"amaflix","netazon"
70.69,56.45
70.37,56.19
63.36,51.06
76.94,60.61
70.9,56.27
70.54,56.83
70.58,55.35
68.76,55.04
62.88,50.7
73.59,58.32
69.27,55.22
70.4,55.92
65.73,52.36
68.86,54.7
69.36,55.65
71.29,56.19
61.95,49.42
63.65,51.42
66.48,53.12
67.93,54.71
67.18,53.71
68.29,54.23
66.95,53.86
67.58,53.9
66.31,53.63
69.71,54.99
64.06,50.59
71.05,56.55
65.69,52.66
66.39,52.5
63.86,51.17
71.96,57.6
66.93,53.79
70.91,56.45
74.09,58.87
65.85,52.49
68.53,54.81
72.29,57.7
67.27,54.45
69.85,55.94
70.76,56.7
65.35,52.18
67.45,53.9
73.5,58.09
74.77,58.52
73.07,57.75
65.77,52.48
68.19,54.65
63.81,52.05
67.23,53.89
61.22,49.18
65.25,52.27
70.74,55.67
70.18,56.23
63.38,51.12
67.19,53.55
67.59,53.49
71.92,57.46
65.77,52.78
68.51,54.7
64.77,51.99
72.06,57.03
63.31,50.49
62.46,50.04
70.91,56.59
66.33,53.3
70.92,56.61
63.31,51.14
65.58,52.65
69.61,55.7
72.91,57.9
69.05,55.1
62.2,50.25
70.27,55.32
69.13,54.73
69.49,55.78
66.41,53.29
74.28,58.68
66.75,53.03
72.46,57.36
69.94,56
62.31,50.17
70.69,56.22
66.78,53.04
65.31,52.37
58.85,47.78
66.11,52.85
65.79,52.41
70.07,55.78
69.44,56.23
64.62,51.62
66.01,53.06
67.24,53.95
69,55.44
66.13,52.57
69.09,54.87
66.61,53.71
69.19,55.79
65.81,52.79
65.94,52.43
66.19,53.32
68.85,55.22
73.25,58.47
68.94,55.23
66.64,53.33
74.18,59.09
63.46,50.96
68.34,54.9
68.2,54.18
69.05,54.75
65.58,52.18
65.27,52.9
70.49,55.16
65.02,51.88
67.24,53.73
68.77,54.87
69.86,55.67
67.41,53.97
71.79,56.95
76.71,60.95
70.85,55.7
74.47,59.23
71.1,55.79
68.62,54.99
66.33,52.39
63.93,51.43
70.02,56.5
65.91,52.01
67.98,54.27
65.51,52.48
65.62,52.71
62.73,50.02
67.32,53.31
67.66,54.14
69.89,55.09
69.45,55.89
69.08,55.71
67.89,54.57
69.96,56.01
65.88,52.91
64.23,51.04
68.85,54.66
69.28,55.44
70.79,56.42
72.43,57.94
66.89,53
65.79,52.62
65.1,51.51
68.22,54.21
69.73,55.15
67.26,53.35
75.03,59.42
64.78,51.84
69.43,55.21
63.83,51.75
68.18,54.27
70.49,55.8
61.87,49.2
69.46,55.11
63.52,51.1
65.73,52.31
68.89,54.56
68.17,54.29
70.62,56.32
67.29,54.05
69.43,55.59
70.23,55.85
71.27,56.43
63.58,51.28
70.05,55.21
65,52.55
66.33,52.86
69.95,56.21
68.03,54.36
69.78,55.74
74.2,59.6
64.37,51.39
73.46,58.42
76.78,60.33
65.19,51.9
62.84,50.52
69.36,55.1
62.67,50
64.98,52.1
62.86,50.58
69.63,56.05
71.55,57.17
70.44,55.68
63.68,50.83
66.08,52.89
66.64,53.58
66.97,53.01
65.25,51.67
73.27,58.24
69.37,55.13
63.92,50.72
68.09,54.09
73.49,58.59
67.35,53.17
65.05,51.98
72.64,57.18
59.47,47.51
71.35,56.88
61.91,49.66
69.33,55.78
65.23,52.53
64.47,51.59
64.14,51.64
64.82,52.1
58.71,46.91
63.22,50.51
65.41,52.81
64.51,51.83
67.57,53.97
68.23,54.27
66.22,52.81
65.73,52.55
64.76,51.81
60.91,48.96
68.24,54.46
68.9,54.86
69.27,55.06
68.38,54.63
71.05,55.74
67.38,54.03
56.23,45.53
68.63,55.51
71.87,56.9
70.08,55.4
77.82,61.26
69,55.5
71.57,56.73
65.4,52.08
75.43,59.55
64.09,51.6
72.18,56.9
65.12,51.8
71.52,57.1
63.03,50.91
69.65,55.8
68.15,54.96
69.35,55.42
68.58,54.48
67.05,53.78
65.78,52.96
