"x","pmf_x"
15,5e-04
29,0.0146
47,3e-04
49,0
51,0
58,4e-04
74,0.002
93,0.0071
96,0.0012
98,0.0096
122,0.0089
133,0.0027
154,0.0166
157,0.0067
158,0.019
165,0.0125
166,0.0012
180,2e-04
206,0.0043
245,0.0073
249,0.0033
253,0.0018
273,0.0137
276,2e-04
277,0.016
285,0.0039
288,7e-04
297,7e-04
301,0.0054
306,0
310,0.0099
332,0
344,0.0071
376,0.0124
381,0.0299
383,0.0035
396,0.0031
412,0.0024
416,4e-04
428,0.0027
448,0.017
459,5e-04
461,0.0661
466,0.0159
469,0.0132
471,0.0224
495,6e-04
504,0.0662
513,0.0302
540,0.0077
555,3e-04
563,0.0035
573,0.0326
576,0.0027
579,5e-04
588,0.0266
593,1e-04
604,4e-04
608,5e-04
613,0
627,0
647,0.0021
665,2e-04
670,0.0026
672,0.0015
675,0.0053
690,0.0016
694,0.027
695,0.0094
698,0.008
702,0.0024
705,0.0155
710,1e-04
712,0.0123
714,0.0118
718,0
719,0.0043
728,0.0076
739,0.0519
747,0.082
752,2e-04
753,0.0044
757,0.0046
759,9e-04
762,0.0102
773,0.0016
782,0.0034
787,0.0028
797,0.0344
800,0.0025
801,3e-04
802,3e-04
803,0.0053
804,0.0018
805,0.0012
806,0.029
823,0.0285
826,1e-04
829,3e-04
830,0.0072
862,0.0048
867,0.0032
894,0
898,8e-04
925,0.037
949,0.0016
983,0.0111
986,0.0153
995,0.0024
